Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BatteryVolts,BatteryLevel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,SystemConfidence,GSRStatus,ROGTime,ROG,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,DeviceTemp,StatusInfo,LinkQuality,RSSI,TxPower,CoreTemp,AuxADC1,AuxADC2,AuxADC3
31/01/2010 23:14:24.420,65,8.1,-3276.8,89,0.12,0.18,4.161,93,6024.000,65535.000,255,0.006160,0.004920,0,65535,0,65535,0,0,-0.03,0.01,1.02,1.10,-0.02,0.04,26.6,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:25.420,65,8.1,-3276.8,89,0.06,0.09,4.161,93,5417.000,65535.000,255,0.006160,0.004680,0,65535,0,65535,0,0,-0.02,0.01,1.01,1.09,-0.03,0.02,26.6,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:14:26.420,65,7.3,-3276.8,89,0.04,0.12,4.161,93,4779.000,65535.000,255,0.006160,0.005260,0,65535,0,65535,0,0,-0.07,0.03,0.98,1.13,-0.14,0.07,26.5,531,255,-128,-128,6553.5,414,420,508
31/01/2010 23:14:27.420,65,7.3,-3276.8,89,0.08,0.12,4.161,93,4204.000,65535.000,255,0.006160,0.005500,0,65535,0,65535,0,0,-0.02,0.03,1.01,1.12,-0.19,-0.04,26.5,531,255,-128,-128,6553.5,414,421,507
31/01/2010 23:14:28.420,65,7.6,-3276.8,89,0.07,0.10,4.161,93,3693.000,65535.000,255,0.006160,0.005540,0,65535,0,65535,0,0,-0.03,0.02,1.00,1.13,-0.19,-0.10,26.5,531,255,-128,-128,6553.5,415,422,507
31/01/2010 23:14:29.420,65,7.6,-3276.8,89,0.04,0.07,4.161,93,3189.000,65535.000,255,0.006160,0.005100,0,65535,0,65535,0,0,-0.01,0.03,1.00,1.09,-0.19,-0.14,26.5,531,255,-128,-128,6553.5,414,421,508
31/01/2010 23:14:30.420,65,7.8,-3276.8,89,0.03,0.06,4.161,93,2777.000,65535.000,255,0.006160,0.005240,0,65535,0,65535,0,0,-0.02,0.02,0.98,1.08,-0.21,-0.10,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:31.420,0,7.8,-3276.8,89,0.02,0.10,4.161,93,2385.000,65535.000,255,0.000800,0.005820,0,65535,0,65535,0,0,-0.09,0.02,0.98,1.09,-0.25,-0.15,26.5,531,255,-128,-128,6553.5,416,422,507
31/01/2010 23:14:32.420,0,8.0,-3276.8,89,0.10,0.15,4.161,93,2076.000,65535.000,255,0.000800,0.005880,0,65535,0,65535,0,0,-0.16,0.01,1.00,1.10,-0.16,0.02,26.5,531,255,-128,-128,6553.5,413,419,507
31/01/2010 23:14:33.420,0,8.0,-3276.8,84,0.13,0.16,4.161,93,1787.000,65535.000,255,0.000800,0.006240,0,65535,0,65535,0,0,-0.21,-0.13,1.00,1.08,-0.09,0.02,26.5,531,255,-128,-128,6553.5,415,422,507
31/01/2010 23:14:34.420,0,8.2,-3276.8,82,0.08,0.15,4.160,93,1554.000,65535.000,255,0.000800,0.006300,0,65535,0,65535,0,0,-0.30,-0.18,0.97,1.10,-0.10,0.10,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:14:35.420,0,8.2,-3276.8,79,0.14,0.22,4.160,93,1341.000,65535.000,255,0.000800,0.006100,0,65535,0,65535,0,0,-0.40,-0.10,0.93,1.15,-0.14,0.19,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:14:36.420,0,7.7,-3276.8,80,0.07,0.12,4.159,93,1195.000,65535.000,255,0.000800,0.006100,0,65535,0,65535,0,0,-0.20,-0.04,0.98,1.09,-0.14,0.01,26.5,531,255,-128,-128,6553.5,414,421,507
31/01/2010 23:14:37.420,0,7.7,-3276.8,84,0.08,0.14,4.159,93,1066.000,65535.000,255,0.000800,0.006140,0,65535,0,65535,0,0,-0.15,-0.01,0.98,1.10,-0.09,0.01,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:14:38.420,0,7.5,-3276.8,84,0.07,0.16,4.159,93,934.000,65535.000,255,0.000800,0.005800,0,65535,0,65535,0,0,-0.19,0.03,0.98,1.13,-0.20,-0.01,26.5,531,255,-128,-128,6553.5,415,420,508
31/01/2010 23:14:39.420,0,7.5,-3276.8,83,0.15,0.33,4.159,93,833.000,65535.000,255,0.000800,0.006140,0,65535,0,65535,0,0,-0.42,0.00,0.85,1.21,-0.37,-0.08,26.5,531,255,-128,-128,6553.5,413,418,507
31/01/2010 23:14:40.420,0,7.4,-3276.8,81,0.08,0.10,4.159,93,752.000,65535.000,255,0.000800,0.004180,0,65535,0,65535,0,0,-0.21,-0.16,0.96,1.15,-0.26,-0.19,26.5,531,255,-128,-128,6553.5,415,422,508
31/01/2010 23:14:41.420,0,7.4,-3276.8,80,0.05,0.09,4.159,93,668.000,65535.000,255,0.000800,0.001800,0,65535,0,65535,0,0,-0.19,-0.16,0.96,1.03,-0.30,-0.21,26.5,531,255,-128,-128,6553.5,414,420,508
31/01/2010 23:14:42.420,0,7.3,-3276.8,79,0.04,0.10,4.159,93,596.000,65535.000,255,0.000800,0.000820,0,65535,0,65535,0,0,-0.21,-0.16,0.96,1.07,-0.34,-0.22,26.5,531,255,-128,-128,6553.5,416,422,507
31/01/2010 23:14:43.420,0,7.3,-3276.8,82,0.08,0.20,4.159,93,525.000,65535.000,255,0.000800,0.000360,0,65535,0,65535,0,0,-0.20,-0.01,0.98,1.09,-0.26,-0.07,26.5,531,255,-128,-128,6553.5,414,419,507
31/01/2010 23:14:44.420,0,7.1,-3276.8,84,0.08,0.10,4.159,93,464.000,65535.000,255,0.000800,0.001780,0,65535,0,65535,0,0,-0.14,-0.02,0.98,1.12,-0.18,-0.10,26.5,531,255,-128,-128,6553.5,399,410,505
31/01/2010 23:14:45.420,0,7.1,-3276.8,84,0.04,0.08,4.159,93,405.000,65535.000,255,0.000800,0.001920,0,65535,0,65535,0,0,-0.14,-0.02,1.00,1.09,-0.19,-0.09,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:14:46.420,0,7.0,-3276.8,85,0.03,0.06,4.159,93,357.000,65535.000,255,0.000800,0.000880,0,65535,0,65535,0,0,-0.10,-0.02,1.00,1.07,-0.19,-0.13,26.5,531,255,-128,-128,6553.5,416,410,500
31/01/2010 23:14:47.420,0,7.0,-3276.8,86,0.03,0.07,4.158,93,311.000,65535.000,255,0.000800,0.004600,0,65535,0,65535,0,0,-0.10,0.01,1.00,1.10,-0.20,-0.14,26.5,531,255,-128,-128,6553.5,415,419,507
31/01/2010 23:14:48.420,0,6.9,-3276.8,87,0.02,0.12,4.158,93,273.000,65535.000,255,0.000800,0.004340,0,65535,0,65535,0,0,-0.08,0.02,0.92,1.09,-0.26,-0.14,26.5,531,255,-128,-128,6553.5,414,420,491
31/01/2010 23:14:49.420,0,6.9,-3276.8,89,0.19,0.71,4.158,93,240.000,65535.000,255,0.000800,0.015080,0,65535,0,65535,0,0,-0.22,0.30,0.74,1.83,-1.14,-0.04,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:14:50.420,0,6.8,-3276.8,91,0.16,0.24,4.158,93,214.000,65535.000,255,0.000800,0.014380,0,65535,0,65535,0,0,0.00,0.18,0.90,1.03,-0.57,-0.36,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:51.420,0,6.8,-3276.8,92,0.09,0.14,4.158,93,189.000,65535.000,255,0.000800,0.006220,0,65535,0,65535,0,0,0.04,0.16,0.92,1.03,-0.51,-0.40,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:14:52.420,0,6.8,-3276.8,94,0.05,0.12,4.158,93,169.000,65535.000,255,0.000800,0.002860,0,65535,0,65535,0,0,0.08,0.18,0.78,0.98,-0.46,-0.39,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:53.420,0,6.8,-3276.8,96,0.04,0.06,4.158,93,148.000,65535.000,255,0.000800,0.001300,0,65535,0,65535,0,0,0.08,0.18,0.93,1.02,-0.44,-0.39,26.5,531,255,-128,-128,6553.5,414,419,507
31/01/2010 23:14:54.420,0,6.7,-3276.8,95,0.03,0.06,4.158,93,131.000,65535.000,255,0.000800,0.000680,0,65535,0,65535,0,0,0.08,0.18,0.93,1.02,-0.44,-0.39,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:55.420,0,6.7,-3276.8,93,0.05,0.08,4.158,93,115.000,65535.000,255,0.000800,0.000480,0,65535,0,65535,0,0,0.01,0.14,0.92,1.03,-0.50,-0.39,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:56.420,0,6.3,-3276.8,92,0.03,0.09,4.158,93,102.000,65535.000,255,0.000800,0.000380,0,65535,0,65535,0,0,-0.01,0.07,0.95,1.00,-0.50,-0.39,26.5,531,255,-128,-128,6553.5,415,421,506
31/01/2010 23:14:57.420,0,6.3,-3276.8,92,0.02,0.04,4.158,93,89.000,65535.000,255,0.000800,0.000220,0,65535,0,65535,0,0,0.00,0.07,0.93,1.00,-0.48,-0.39,26.5,531,255,-128,-128,6553.5,414,420,507
31/01/2010 23:14:58.420,0,5.7,-3276.8,91,0.01,0.03,4.158,93,79.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.00,0.07,0.95,1.00,-0.46,-0.39,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:14:59.420,0,5.7,-3276.8,91,0.02,0.12,4.158,93,68.000,65535.000,255,0.000800,0.000240,0,65535,0,65535,0,0,0.00,0.07,0.95,1.15,-0.45,-0.39,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:15:00.420,0,5.1,-3276.8,91,0.01,0.03,4.158,93,60.000,65535.000,255,0.000800,0.000260,0,65535,0,65535,0,0,-0.01,0.04,0.92,1.00,-0.44,-0.39,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:15:01.420,0,5.1,-3276.8,91,0.01,0.10,4.158,93,53.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,0,0,-0.01,0.19,0.93,1.01,-0.44,-0.38,26.5,531,255,-128,-128,6553.5,414,419,507
31/01/2010 23:15:02.420,0,4.6,-3276.8,91,0.01,0.03,4.158,93,46.000,65535.000,255,0.000800,0.000180,0,65535,0,65535,0,0,0.00,0.04,0.95,1.01,-0.44,-0.39,26.5,531,255,-128,-128,6553.5,414,421,507
31/01/2010 23:15:03.420,70,4.6,-3276.8,91,0.01,0.12,4.158,93,40.000,65535.000,255,0.000800,0.000200,0,65535,0,65535,3,0,-0.18,0.04,0.95,1.01,-0.44,-0.38,26.5,528,255,-128,-128,6553.5,414,420,507
31/01/2010 23:15:04.420,89,4.2,-3276.8,94,0.09,0.13,4.158,93,35.000,65535.000,255,0.001620,0.000160,0,65535,0,65535,3,1,0.00,0.15,0.93,1.02,-0.44,-0.39,26.5,528,255,-128,-128,6553.5,416,421,508
31/01/2010 23:15:05.420,109,4.2,-3276.8,96,0.07,0.13,4.158,93,30.000,65535.000,255,0.001620,0.000180,0,65535,0,65535,0,0,0.14,0.18,0.93,1.02,-0.40,-0.34,26.5,528,255,-128,-128,6553.5,413,419,507
31/01/2010 23:15:06.420,118,3.8,-3276.8,97,0.04,0.08,4.158,93,27.000,65535.000,255,0.001420,0.000340,0,65535,0,65535,0,1,0.13,0.19,0.92,1.01,-0.45,-0.36,26.5,528,255,-128,-128,6553.5,415,422,507
31/01/2010 23:15:07.420,121,3.8,-3276.8,97,0.11,0.08,4.158,93,24.000,65535.000,255,0.001420,0.000180,0,65535,0,65535,0,2,0.15,0.24,0.91,0.98,-0.48,-0.38,26.5,528,255,-128,-128,6553.5,415,420,507
31/01/2010 23:15:08.420,123,3.2,-3276.8,96,0.26,0.44,4.158,93,24.000,65535.000,255,0.001420,0.007580,0,65535,0,65535,0,0,-0.01,0.20,0.87,1.15,-0.40,0.09,26.5,531,255,-128,-128,6553.5,416,421,507
31/01/2010 23:15:09.420,123,3.2,-3276.8,98,0.09,0.31,4.158,93,24.000,65535.000,255,0.001420,0.014260,0,65535,0,65535,0,0,0.14,0.18,1.00,1.09,-0.10,0.04,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:15:10.420,124,2.7,-3276.8,99,0.05,0.12,4.158,93,22.000,65535.000,255,0.001420,0.007640,0,65535,0,65535,0,0,0.16,0.24,0.98,1.07,-0.13,-0.03,26.5,531,255,-128,-128,6553.5,415,420,507
31/01/2010 23:15:11.420,124,2.7,-3276.8,100,0.04,0.07,4.158,93,21.000,65535.000,255,0.001420,0.008600,0,65535,0,65535,0,0,0.19,0.24,0.98,1.09,-0.13,-0.04,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:15:12.420,124,2.2,-3276.8,100,0.07,0.10,4.158,93,19.000,65535.000,255,0.001420,0.003960,0,65535,0,65535,0,0,0.18,0.26,0.98,1.08,-0.10,0.03,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:15:13.420,124,2.2,-3276.8,-99,0.13,0.12,4.157,92,20.000,65535.000,255,0.001420,0.012600,0,65535,0,65535,0,0,0.12,0.19,1.00,1.08,-0.02,0.09,26.5,531,255,-128,-128,6553.5,415,421,507
31/01/2010 23:15:14.420,124,1.7,-3276.8,-105,0.23,0.44,4.157,92,22.000,65535.000,255,0.001420,0.020340,0,65535,0,65535,0,0,-0.12,0.53,0.44,1.25,-0.20,0.37,26.5,531,255,-128,-128,6553.5,414,419,507
31/01/2010 23:15:15.420,124,2.5,-3276.8,-92,0.83,1.02,4.157,92,26.000,65535.000,255,0.001420,0.017140,0,65535,0,65535,0,0,-0.71,0.63,0.38,1.30,-0.07,1.01,26.5,528,255,-128,-128,6553.5,417,422,507
31/01/2010 23:15:16.420,124,3.1,-3276.8,-48,1.17,1.91,4.157,92,25.000,65535.000,255,0.001420,0.010900,0,65535,0,65535,0,1,-1.04,-0.07,-1.33,0.44,0.10,1.13,26.5,528,255,-128,-128,6553.5,414,420,507
31/01/2010 23:15:17.420,124,3.1,-3276.8,-24,0.58,1.50,4.157,92,24.000,65535.000,255,0.001420,0.005060,0,65535,0,65535,3,0,-1.24,-0.42,-1.18,0.55,-0.18,0.18,26.5,528,255,-128,-128,6553.5,416,423,507
31/01/2010 23:15:18.420,124,3.8,-3276.8,-18,0.28,0.51,4.157,92,21.000,65535.000,255,0.001420,0.002660,0,65535,0,65535,3,1,-1.08,-0.87,0.12,0.38,0.06,0.20,26.5,528,255,-128,-128,6553.5,413,418,507
31/01/2010 23:15:19.420,123,3.8,-3276.8,-19,0.15,0.45,4.157,92,20.000,65535.000,255,0.001420,0.006540,0,65535,0,65535,3,2,-1.22,-0.78,-0.03,0.46,0.07,0.39,26.5,531,255,-128,-128,6553.5,416,421,507
31/01/2010 23:15:20.420,123,4.3,-3276.8,-19,0.11,0.19,4.157,92,19.000,65535.000,255,0.001420,0.012060,0,65535,0,65535,0,0,-1.09,-0.81,0.10,0.28,0.21,0.43,26.5,531,255,-128,-128,37.1,415,421,508
31/01/2010 23:15:21.420,123,4.3,-3276.8,-20,0.17,0.27,4.157,92,19.000,65535.000,255,0.001420,0.026540,0,65535,0,65535,0,0,-1.15,-0.77,0.02,0.50,0.18,0.44,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:22.420,123,4.8,-3276.8,-18,0.23,0.53,4.157,92,18.000,65535.000,255,0.001420,0.016340,0,65535,0,65535,0,0,-1.10,-0.75,0.18,0.53,-0.40,0.28,26.5,531,255,-128,-128,37.1,415,420,507
31/01/2010 23:15:23.420,123,4.8,-3276.8,18,0.17,0.28,4.157,92,18.000,65535.000,255,0.001420,0.007060,0,65535,0,65535,0,0,-1.00,-0.92,0.30,0.49,-0.18,0.10,26.5,531,255,-128,-128,37.1,414,421,507
31/01/2010 23:15:24.420,123,5.3,-3276.8,18,0.04,0.20,4.157,92,19.000,65535.000,255,0.000000,0.003240,0,65535,0,65535,0,0,-0.98,-0.92,0.26,0.36,-0.21,-0.01,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:25.420,123,5.3,-3276.8,18,0.03,0.04,4.157,92,18.000,65535.000,255,0.000000,0.014500,0,65535,0,65535,0,0,-1.00,-0.95,0.26,0.37,-0.08,0.03,26.5,531,255,-128,-128,37.1,415,420,507
31/01/2010 23:15:26.420,123,5.8,-3276.8,18,0.06,0.10,4.157,92,16.000,65535.000,255,0.000000,0.010960,0,65535,0,65535,0,0,-0.98,-0.93,0.32,0.40,-0.14,0.00,26.5,531,255,-128,-128,37.1,414,419,507
31/01/2010 23:15:27.420,123,5.8,-3276.8,15,0.10,0.24,4.157,92,16.000,65535.000,255,0.000000,0.020120,0,65535,0,65535,0,0,-1.13,-0.84,0.02,0.39,-0.15,0.00,26.5,531,255,-128,-128,37.1,417,423,508
31/01/2010 23:15:28.420,123,6.2,-3276.8,19,0.26,2.08,4.157,92,17.000,65535.000,255,0.000000,0.035900,0,65535,0,65535,0,0,-1.18,-0.03,-2.90,0.61,-0.46,0.19,26.5,531,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:29.420,0,6.2,-3276.8,-1,0.61,1.16,4.157,92,24.000,65535.000,255,0.000800,0.034300,0,65535,0,65535,0,0,-1.31,-0.61,-0.90,0.57,-0.12,0.56,26.5,528,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:30.420,70,5.6,-3276.8,25,0.55,0.73,4.157,92,117.000,65535.000,255,0.000800,0.024840,0,65535,0,65535,0,1,-0.93,-0.46,-0.90,-0.40,-0.14,0.13,26.5,528,255,-128,-128,37.1,415,421,508
31/01/2010 23:15:31.420,84,5.6,-3276.8,4,0.55,0.78,4.157,92,480.000,65535.000,255,0.011664,0.021840,0,65535,0,65535,0,2,-1.09,-0.44,-0.95,0.49,-0.16,0.12,26.5,528,255,-128,-128,37.1,415,421,508
31/01/2010 23:15:32.420,91,5.2,-3276.8,-14,0.46,0.66,4.157,92,558.000,65535.000,255,0.011664,0.013900,1,65535,0,65535,1,0,-0.96,-0.84,0.45,0.59,0.00,0.10,26.5,528,255,-128,-128,37.1,415,420,508
31/01/2010 23:15:33.420,95,5.2,-3276.8,-21,0.22,0.40,4.157,92,582.000,65535.000,255,0.011604,0.008840,1,65535,0,65535,1,1,-0.93,-0.84,0.48,0.59,-0.01,0.03,26.5,528,255,-128,-128,37.1,415,420,507
31/01/2010 23:15:34.420,96,4.9,-3276.8,20,0.10,0.16,4.157,92,533.000,65535.000,255,0.011604,0.004060,1,65535,0,65535,1,2,-0.98,-0.87,0.24,0.51,-0.15,0.02,26.5,531,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:35.420,97,4.9,-3276.8,19,0.03,0.13,4.157,92,502.000,65535.000,255,0.009504,0.001760,1,65535,0,65535,0,0,-1.00,-0.92,0.24,0.36,-0.15,0.08,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:36.420,97,5.1,-3276.8,18,0.06,0.14,4.157,92,478.000,65535.000,255,0.009504,0.010840,1,65535,0,65535,0,0,-1.03,-0.95,0.19,0.37,-0.06,0.04,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:37.420,97,5.1,-3276.8,-18,0.07,0.18,4.157,92,499.000,65535.000,255,0.009504,0.010860,1,65535,0,65535,0,0,-1.01,-0.91,0.22,0.42,-0.07,0.14,26.5,531,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:38.420,97,5.2,-3276.8,-17,0.04,0.08,4.157,92,469.000,65535.000,255,0.009504,0.011820,1,65535,0,65535,0,0,-0.98,-0.95,0.21,0.36,-0.02,0.09,26.5,531,255,-128,-128,37.1,415,421,508
31/01/2010 23:15:39.420,97,5.2,-3276.8,-16,0.02,0.08,4.156,92,413.000,65535.000,255,0.007404,0.015020,1,65535,0,65535,0,0,-1.00,-0.95,0.21,0.31,-0.03,0.03,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:40.420,97,5.3,-3276.8,-16,0.01,0.03,4.155,92,363.000,65535.000,255,0.007404,0.013260,1,65535,0,65535,0,0,-0.98,-0.95,0.24,0.32,-0.02,0.04,26.5,531,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:41.420,97,5.3,-3276.8,-15,0.01,0.03,4.155,92,314.000,65535.000,255,0.007404,0.008060,1,65535,0,65535,0,0,-1.00,-0.95,0.24,0.32,-0.01,0.04,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:42.420,97,5.4,-3276.8,-15,0.01,0.03,4.155,92,274.000,65535.000,255,0.007404,0.006460,1,65535,0,65535,0,0,-1.00,-0.95,0.22,0.30,-0.01,0.04,26.5,531,255,-128,-128,37.1,415,420,507
31/01/2010 23:15:43.420,97,5.4,-3276.8,-15,0.01,0.03,4.155,92,235.000,65535.000,255,0.007404,0.004700,1,65535,0,65535,0,1,-1.00,-0.96,0.24,0.31,-0.01,0.04,26.5,528,255,-128,-128,37.1,414,421,507
31/01/2010 23:15:44.420,0,5.4,-3276.8,-15,0.01,0.03,4.155,92,205.000,65535.000,255,0.000800,0.006840,1,65535,0,65535,0,0,-0.98,-0.96,0.22,0.30,-0.01,0.04,26.5,531,255,-128,-128,37.1,415,421,507
31/01/2010 23:15:45.420,0,5.4,-3276.8,-15,0.01,0.03,4.155,92,176.000,65535.000,255,0.000800,0.003080,1,65535,0,65535,0,0,-1.00,-0.96,0.22,0.30,-0.01,0.04,26.5,531,255,-128,-128,37.1,416,420,509
31/01/2010 23:15:46.420,0,4.9,-3276.8,-15,0.01,0.02,4.155,92,153.000,65535.000,255,0.000800,0.005660,1,65535,0,65535,0,0,-1.00,-0.97,0.24,0.30,-0.01,0.04,26.5,531,255,-128,-128,37.1,415,420,507
31/01/2010 23:15:47.420,0,4.9,-3276.8,-15,0.02,0.04,4.155,92,132.000,65535.000,255,0.000800,0.007140,1,65535,0,65535,0,0,-1.00,-0.95,0.24,0.32,-0.02,0.04,26.5,528,255,-128,-128,37.1,417,422,509
31/01/2010 23:15:48.420,0,4.4,-3276.8,-15,0.01,0.03,4.155,92,116.000,65535.000,255,0.000800,0.003320,1,65535,0,65535,0,0,-1.00,-0.95,0.22,0.32,-0.02,0.04,26.5,531,255,-128,-128,37.1,414,420,507
31/01/2010 23:15:49.420,0,4.4,-3276.8,-15,0.01,0.03,4.155,92,101.000,65535.000,255,0.000800,0.001420,1,65535,0,65535,0,0,-1.01,-0.96,0.24,0.32,-0.02,0.03,26.5,531,255,-128,-128,37.1,426,429,516
31/01/2010 23:15:50.420,0,4.0,-3276.8,-15,0.01,0.04,4.155,92,88.000,65535.000,255,0.000800,0.000660,1,65535,0,65535,0,0,-0.98,-0.96,0.24,0.33,-0.02,0.03,26.5,531,255,-128,-128,37.1,415,421,508
31/01/2010 23:15:51.420,0,4.0,-3276.8,15,0.01,0.03,4.155,92,76.000,65535.000,255,0.000800,0.002080,1,65535,0,65535,0,0,-1.00,-0.95,0.24,0.32,-0.02,0.02,26.5,531,255,-128,-128,37.1,420,431,515
