SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
24,2016,09,26,60785271,2,81,11.6,-3276.8,-22,0.02,0.06,3.976,62,8,65535,255,2.26,2.72,1,65535,0,65535,0,2,-0.96,-0.91,0.37,0.44,0.01,0.1,26.3,528,254,-5,12,37.2,415,420,507,0
25,2016,09,26,60786271,2,82,11.6,-3276.8,-22,0.01,0.04,3.976,62,8,65535,255,2.26,3.16,1,65535,0,65535,0,3,-0.96,-0.91,0.38,0.45,0.04,0.12,26.3,528,195,-75,12,37.2,415,421,492,0
26,2016,09,26,60787274,2,83,11.7,-3276.8,-22,0.01,0.12,3.976,62,8,65535,255,2.26,3.5,1,65535,0,65535,0,4,-0.96,-0.77,0.36,0.42,0.03,0.1,26.3,528,175,0,12,37.2,416,419,507,0
27,2016,09,26,60788271,2,83,11.7,-3276.8,-22,0.01,0.03,3.976,62,7,65535,255,2.26,2.94,1,65535,0,65535,3,0,-0.97,-0.93,0.37,0.42,0.03,0.1,26.3,528,115,0,12,37.2,415,419,515,0
28,2016,09,26,60789271,2,84,12,-3276.8,-22,0.01,0.12,3.976,62,6,65535,255,2.26,2.94,1,65535,0,65535,3,1,-0.97,-0.93,0.34,0.57,0.04,0.12,26.3,528,254,0,12,37.2,415,419,507,0
29,2016,09,26,60790273,2,85,12,-3276.8,-21,0.01,0.04,3.976,62,6,65535,255,2.26,2.74,1,65535,0,65535,3,2,-0.97,-0.93,0.34,0.42,0.03,0.13,26.3,528,254,0,12,37.2,414,420,507,0
30,2016,09,26,60791272,2,86,12.3,-3276.8,-21,0.01,0.04,3.976,62,5,65535,255,2.26,2.14,1,65535,0,65535,3,3,-0.97,-0.93,0.33,0.42,0.03,0.12,26.3,528,254,0,12,37.2,414,420,507,0
31,2016,09,26,60792272,2,86,12.3,-3276.8,-22,0.03,0.03,3.976,62,6,65535,255,2.26,2.16,1,65535,0,65535,3,4,-0.97,-0.92,0.34,0.4,0.03,0.1,26.3,528,254,0,12,37.2,414,420,508,0
32,2016,09,26,60793274,2,86,12.6,-3276.8,-29,0.18,0.16,3.976,62,6,65535,255,2.26,1.92,1,65535,0,65535,3,5,-0.96,-0.83,0.37,0.54,0.03,0.18,26.3,528,254,0,12,37.2,414,415,504,0
33,2016,09,26,60794273,2,86,12.6,-3276.8,-29,0.07,0.25,3.976,62,5,65535,255,2.26,9.94,1,65535,0,65535,0,0,-0.92,-0.77,0.49,0.65,0.14,0.27,26.3,531,254,-75,12,37.2,414,420,507,0
