Time, Type, Data
26/09/2016 16:52:48.641,RX,02-14-00-00-06
26/09/2016 16:52:48.741,RX,02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06-02-16-00-00-06-02-1E-00-00-06
26/09/2016 16:52:48.842,RX,02-BC-00-00-06-02-22-58-3E-E0-07-09-1A-6F-88-9F-03-2C-C1-24-53-4D-3A-F9-04-D4-50-4A-4D-B5-15-59-6F-ED-35-58-62-8F-55-76-D9-65-98-6D-B6-59-66-9A-79-56-DA-6B-BB-25-37-DD-75-D7-51-07-1D-72-C1-01-47-9C-72-D2-75-87-DE-7B-F2-CD-47-1F-7D-F3-D5-A7-5F-7F-FC-E9-97-5F-7D-EC-89-87-9D-73-C5-FD-E6-1B-0B-03
26/09/2016 16:52:48.946,RX,02-21-20-0F-E0-07-09-1A-57-86-9F-03-01-06-18-60-80-01-06-18-60-80-01-06-18-60-80-01-06-18-60-80-01-06-08-3E-03
26/09/2016 16:52:49.047,RX,02-24-2D-0F-E0-07-09-1A-57-86-9F-03-6C-FE-B4-02-B4-02-B4-02-B4-02-E2-FE-E2-FE-E2-FE-E2-FE-E2-FE-E2-FE-E2-FE-E2-FE-E2-FE-F3-01-F3-01-F3-01-F3-01-45-03-02-20-35-00-E0-07-09-1A-4A-8A-9F-03-53-00-75-00-00-80-EA-FF-01-00-0C-00-88-0F-08-00-D4-08-AC-0D-A0-FF-B3-FF-24-00-2A-00-03-00-0A-00-00-00-FF-FF-00-00-00-00-00-00-3E-A0-43-03-02-2B-47-1A-E0-07-09-1A-4A-8A-9F-03-02-53-00-75-00-00-80-EA-FF-01-00-0C-00-88-0F-3E-08-00-FF-FF-FF-D4-08-AC-0D-01-FF-FF-00-FF-FF-20-00-A0-FF-B3-FF-24-00-2A-00-03-00-0A-00-07-01-10-02-AF-00-0C-74-01-A0-01-A3-01-FB-01-00-00-C0-03
26/09/2016 16:52:49.147,RX,02-22-58-3F-E0-07-09-1A-6E-89-9F-03-BE-F5-B6-1B-6F-C0-11-87-1C-73-D1-49-E7-DC-72-C8-0D-97-9B-6C-B2-F5-F6-5C-79-F7-ED-F7-5E-77-CF-29-A7-9C-72-CA-25-47-5C-6F-B8-D5-26-DB-6B-B0-CD-66-5B-6D-B3-C9-06-DB-6A-A7-9D-96-5A-6A-AA-B5-16-DB-6C-B5-DD-96-9B-6D-AF-A9-76-5A-69-A3-89-36-1A-37-03
26/09/2016 16:52:49.298,RX,02-22-58-40-E0-07-09-1A-6A-8A-9F-03-A4-8D-46-5A-69-A5-89-E6-D9-66-9A-61-76-59-66-9B-61-16-19-63-88-15-46-D8-61-8B-39-D6-98-62-87-FD-15-97-58-57-39-75-14-50-39-B9-04-52-45-15-79-D4-12-50-53-91-05-97-5E-87-5D-76-1A-6D-BE-15-67-9C-6F-B3-99-56-D9-5F-69-55-35-94-4C-24-79-C4-11-3D-03
26/09/2016 16:52:49.500,RX,02-23-00-00-03
26/09/2016 16:52:49.616,RX,02-22-58-41-E0-07-09-1A-66-8B-9F-03-1A-65-A4-D1-47-23-9D-D4-92-4C-35-DD-D4-93-52-5A-A5-55-97-5F-82-01-F6-D7-60-89-3D-66-59-67-A2-8D-16-9A-68-A5-A5-F6-1A-6E-C6-51-F7-5D-7A-F2-DD-A7-DF-7F-08-4E-A8-E1-87-23-96-58-62-89-2A-BE-48-63-8E-42-36-59-A5-96-5F-96-99-A6-9A-69-A6-89-26-D3-03
26/09/2016 16:52:49.616,TX,02-23-00-00-03
26/09/2016 16:52:49.802,RX,02-22-58-42-E0-07-09-1A-62-8C-9F-03-66-A2-09-67-9E-7F-16-DA-68-A5-9A-7E-5A-AA-AA-AC-B2-FA-EA-AC-B8-F2-3A-EC-B2-D1-4A-2B-6D-B4-CE-2E-BB-EC-B3-D4-56-5B-AD-B5-D5-46-CB-AC-B2-CA-22-7B-2C-B2-C8-16-DB-2B-AD-AC-8A-8A-69-A4-8E-32-9A-E8-A1-87-1A-1A-68-9F-7D-FE-29-68-A1-89-2E-9A-28-FD-03
26/09/2016 16:52:49.980,RX,02-21-20-10-E0-07-09-1A-4A-8A-9F-03-01-06-18-60-80-01-06-18-20-80-00-02-08-20-80-00-02-08-20-80-FF-FD-07-EF-03
26/09/2016 16:52:50.081,RX,02-24-2D-10-E0-07-09-1A-4A-8A-9F-03-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-5B-FF-FF-03-02-2C-0D-D8-E0-07-09-1A-2E-8E-9F-03-00-10-00-03-0C-03-02-20-35-01-E0-07-09-1A-2F-8E-9F-03-53-00-75-00-00-80-EA-FF-01-00-03-00-88-0F-07-00-D4-08-7C-0B-9F-FF-A3-FF-25-00-2A-00-03-00-0A-00-00-00-FF-FF-00-00-00-00-03-00-3E-A0-81-03-02-2B-47-1B-E0-07-09-1A-2F-8E-9F-03-02-53-00-75-00-00-80-EA-FF-01-00-03-00-88-0F-3E-07-00-FF-FF-FF-D4-08-7C-0B-01-FF-FF-00-FF-FF-03-00-9F-FF-A3-FF-25-00-2A-00-03-00-0A-00-07-01-10-02-73-00-0C-74-01-9F-01-A3-01-03-02-00-00-3F-03-02-22-58-43-E0-07-09-1A-5B-8D-9F-03-85-0A-1A-68-A0-82-1A-CA-28-A4-8F-3A-DA-E8-A2-88-1E-8A-28-A2-84-FE-B9-E7-9D-70-AA-79-26-9A-6A-BE-89-E7-9F-81-F6-89-E7-9D-79-02-CA-28-A7-AA-CE-7A-AB-AD-AD-7E-0A-69-A2-89-2E-FA-A8-A4-8F-12-7A-27-9C-73-FA-29-29-AB-C6-72-CB-EE-BE-0C-73-BC-32-B8-03
26/09/2016 16:52:50.305,RX,02-22-58-44-E0-07-09-1A-57-8E-9F-03-39-1F-2D-F5-D5-55-3B-ED-F3-C9-0E-EB-CB-AE-B8-E1-A6-8B-2F-C2-18-9B-2C-B3-CD-34-C3-9C-72-C7-0C-E7-7B-AE-B5-C5-E2-1A-2B-AB-A6-8A-0A-AA-A7-99-5A-6A-A9-A6-9E-8E-EA-EA-AE-C6-3E-6B-ED-B6-DC-66-7B-ED-B5-D6-42-9B-2C-B0-B4-92-5A-E9-A2-84-F2-69-27-FB-03
26/09/2016 16:52:50.568,RX,02-22-58-45-E0-07-09-1A-53-8F-9F-03-73-BE-99-26-99-63-9E-E9-26-9E-84-42-5A-E9-A4-8D-12-7A-67-9A-60-7E-39-A6-9A-73-FE-99-A8-A3-90-4A-5A-A9-A5-97-66-CA-29-A7-98-52-0A-E9-A1-7D-D2-F9-26-9B-69-A2-99-26-9A-65-8A-29-A6-98-60-7A-F9-65-98-5F-72-A9-E5-95-50-26-39-E4-8F-38-C2-88-22-A9-03
26/09/2016 16:52:50.621,TX,02-23-00-00-03
26/09/2016 16:52:50.805,RX,02-22-58-46-E0-07-09-1A-4F-90-9F-03-23-7A-98-E1-85-18-6A-98-21-86-1A-6E-98-21-85-11-36-68-E0-7F-FA-DD-17-5F-7A-E2-79-87-1D-75-D3-61-D7-5D-78-E2-99-B7-9E-7B-EE-9D-87-5D-71-B8-DD-06-5C-72-CE-41-17-9D-74-D4-61-D7-5D-78-E5-A9-D7-1E-7A-DB-29-B7-5B-6C-AF-D5-46-DC-74-DE-91-67-1E-1D-03
26/09/2016 16:52:50.970,RX,02-21-20-11-E0-07-09-1A-37-8E-9F-03-FF-FD-F7-DF-7F-FF-FD-F7-DF-7F-FF-FD-F7-DF-7F-FF-FD-07-20-80-00-02-08-FF-03
26/09/2016 16:52:51.088,RX,02-24-2D-11-E0-07-09-1A-37-8E-9F-03-EC-03-EC-03-EC-03-EC-03-EC-03-37-FF-37-FF-37-FF-37-FF-38-01-38-01-38-01-38-01-38-01-AE-FE-AE-FE-AE-FE-AE-FE-32-03-02-20-35-02-E0-07-09-1A-17-92-9F-03-54-00-78-00-00-80-EA-FF-01-00-0C-00-88-0F-06-00-D4-08-7C-0B-9F-FF-A3-FF-22-00-39-00-04-00-0C-00-00-00-FF-FF-00-00-00-00-03-00-3E-A0-B8-03-02-2B-47-1C-E0-07-09-1A-17-92-9F-03-02-54-00-78-00-00-80-EA-FF-01-00-0C-00-88-0F-3E-06-00-FF-FF-FF-D4-08-7C-0B-01-FF-FF-00-FF-FF-0B-00-9F-FF-A3-FF-22-00-39-00-04-00-0C-00-07-01-10-02-FE-00-0C-74-01-9F-01-A3-01-FB-01-00-00-83-03-02-22-58-47-E0-07-09-1A-4B-91-9F-03-E4-7D-C7-9D-78-EF-ED-F7-5F-7F-F4-9D-C7-DD-76-E6-DD-97-E0-86-2A-CE-48-A3-8D-3D-2E-09-26-9F-9F-0A-EB-ED-BB-F5-CA-5B-EE-B4-C2-D2-3A-AA-A3-7A-9E-59-E5-90-33-A2-E8-61-85-0F-36-D8-A0-82-08-1E-78-60-81-02-06-18-20-80-FD-ED-97-5F-7D-EE-A9-97-1E-B7-03
