SeqNo, Year, Month, Day, ms, Breathing Waveform
0,2016,09,18,61993303,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
1,2016,09,18,61994310,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
2,2016,09,18,61995318,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
3,2016,09,18,61996327,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
4,2016,09,18,61997335,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
5,2016,09,18,61998343,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
6,2016,09,18,61999351,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
7,2016,09,18,62000359,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,511
,,,,,510
,,,,,510
,,,,,510
,,,,,510
,,,,,510
,,,,,510
,,,,,510
,,,,,510
,,,,,510
8,2016,09,18,62001368,510
,,,,,510
,,,,,510
,,,,,509
,,,,,509
,,,,,508
,,,,,508
,,,,,508
,,,,,508
,,,,,508
,,,,,508
,,,,,506
,,,,,504
,,,,,498
,,,,,496
,,,,,493
,,,,,494
,,,,,495
9,2016,09,18,62002379,498
,,,,,499
,,,,,499
,,,,,498
,,,,,497
,,,,,495
,,,,,495
,,,,,497
,,,,,499
,,,,,502
,,,,,507
,,,,,510
,,,,,513
,,,,,514
,,,,,515
,,,,,518
,,,,,520
,,,,,525
10,2016,09,18,62003385,529
,,,,,532
,,,,,540
,,,,,544
,,,,,551
,,,,,554
,,,,,556
,,,,,558
,,,,,557
,,,,,555
,,,,,552
,,,,,549
,,,,,543
,,,,,539
,,,,,531
,,,,,527
,,,,,524
,,,,,519
11,2016,09,18,62004395,517
,,,,,514
,,,,,513
,,,,,513
,,,,,514
,,,,,515
,,,,,518
,,,,,520
,,,,,521
,,,,,525
,,,,,526
,,,,,529
,,,,,530
,,,,,530
,,,,,531
,,,,,532
,,,,,531
,,,,,531
12,2016,09,18,62005400,531
,,,,,530
,,,,,529
,,,,,528
,,,,,527
