SeqNo, Year, Month, Day, ms, ECG Data
0,2016,09,18,51873778,512
,,,,,514
,,,,,515
,,,,,517
,,,,,518
,,,,,519
,,,,,519
,,,,,519
,,,,,519
,,,,,518
,,,,,516
,,,,,514
,,,,,512
,,,,,510
,,,,,508
,,,,,506
,,,,,504
,,,,,502
,,,,,499
,,,,,496
,,,,,494
,,,,,492
,,,,,490
,,,,,488
,,,,,486
,,,,,485
,,,,,483
,,,,,482
,,,,,480
,,,,,479
,,,,,478
,,,,,477
,,,,,476
,,,,,475
,,,,,476
,,,,,476
,,,,,477
,,,,,478
,,,,,480
,,,,,482
,,,,,484
,,,,,488
,,,,,491
,,,,,494
,,,,,498
,,,,,501
,,,,,503
,,,,,506
,,,,,508
,,,,,510
,,,,,512
,,,,,517
,,,,,522
,,,,,529
,,,,,535
,,,,,539
,,,,,538
,,,,,532
,,,,,521
,,,,,507
,,,,,493
,,,,,481
,,,,,474
1,2016,09,18,51874030,472
,,,,,474
,,,,,478
,,,,,482
,,,,,485
,,,,,485
,,,,,485
,,,,,484
,,,,,483
,,,,,482
,,,,,480
,,,,,479
,,,,,477
,,,,,476
,,,,,474
,,,,,474
,,,,,475
,,,,,475
,,,,,476
,,,,,476
,,,,,477
,,,,,477
,,,,,477
,,,,,477
,,,,,478
,,,,,480
,,,,,483
,,,,,486
,,,,,490
,,,,,495
,,,,,500
,,,,,505
,,,,,509
,,,,,512
,,,,,515
,,,,,517
,,,,,518
,,,,,518
,,,,,517
,,,,,515
,,,,,513
,,,,,511
,,,,,509
,,,,,506
,,,,,504
,,,,,501
,,,,,498
,,,,,495
,,,,,492
,,,,,489
,,,,,486
,,,,,484
,,,,,481
,,,,,478
,,,,,476
,,,,,473
,,,,,470
,,,,,467
,,,,,465
,,,,,463
,,,,,461
,,,,,460
,,,,,459
2,2016,09,18,51874282,458
,,,,,456
,,,,,455
,,,,,453
,,,,,452
,,,,,451
,,,,,451
,,,,,451
,,,,,452
,,,,,453
,,,,,455
,,,,,458
,,,,,460
,,,,,463
,,,,,465
,,,,,468
,,,,,471
,,,,,473
,,,,,475
,,,,,477
,,,,,479
,,,,,480
,,,,,480
,,,,,480
,,,,,479
,,,,,477
,,,,,475
,,,,,473
,,,,,472
,,,,,470
,,,,,468
,,,,,467
,,,,,467
,,,,,466
,,,,,464
,,,,,463
,,,,,462
,,,,,462
,,,,,461
,,,,,461
,,,,,461
,,,,,460
,,,,,459
,,,,,458
,,,,,457
,,,,,456
,,,,,456
,,,,,457
,,,,,458
,,,,,459
,,,,,460
,,,,,461
,,,,,462
,,,,,463
,,,,,464
,,,,,466
,,,,,468
,,,,,471
,,,,,474
,,,,,477
,,,,,480
,,,,,483
,,,,,486
3,2016,09,18,51874534,488
,,,,,490
,,,,,492
,,,,,493
,,,,,495
,,,,,496
,,,,,496
,,,,,497
,,,,,497
,,,,,496
,,,,,496
,,,,,496
,,,,,495
,,,,,495
,,,,,495
,,,,,495
,,,,,495
,,,,,495
,,,,,495
,,,,,494
,,,,,493
,,,,,492
,,,,,491
,,,,,490
,,,,,489
,,,,,489
,,,,,489
,,,,,488
,,,,,488
,,,,,487
,,,,,486
,,,,,485
,,,,,484
,,,,,483
,,,,,483
,,,,,482
,,,,,482
,,,,,483
,,,,,484
,,,,,485
,,,,,487
,,,,,489
,,,,,492
,,,,,494
,,,,,498
,,,,,501
,,,,,504
,,,,,507
,,,,,511
,,,,,513
,,,,,514
,,,,,515
,,,,,516
,,,,,516
,,,,,516
,,,,,517
,,,,,519
,,,,,523
,,,,,528
,,,,,533
,,,,,537
,,,,,537
,,,,,533
4,2016,09,18,51874786,524
,,,,,512
,,,,,498
,,,,,486
,,,,,478
,,,,,474
,,,,,476
,,,,,480
,,,,,485
,,,,,490
,,,,,494
,,,,,496
,,,,,498
,,,,,499
,,,,,500
,,,,,500
,,,,,499
,,,,,497
,,,,,495
,,,,,493
,,,,,492
,,,,,492
,,,,,493
,,,,,494
,,,,,497
,,,,,500
,,,,,503
,,,,,507
,,,,,511
,,,,,514
,,,,,518
,,,,,522
,,,,,526
,,,,,529
,,,,,532
,,,,,534
,,,,,535
,,,,,536
,,,,,536
,,,,,535
,,,,,535
,,,,,535
,,,,,536
,,,,,536
