SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
0,2016,09,20,48443061,2,108,5,-3276.8,-10,0.02,0.06,4.12,86,433,65535,255,1.08,2.98,4,65535,0,65535,1,21,-1.03,-0.96,-0.16,-0.08,0.08,0.18,26.4,528,254,0,12,-0.1,415,420,507,0
1,2016,09,20,48444058,2,108,4.5,-3276.8,-11,0.01,0.04,4.12,86,372,65535,255,1.08,2.72,4,65535,0,65535,1,22,-1,-0.96,-0.16,-0.08,0.1,0.18,26.4,528,254,0,12,-0.1,415,421,508,0
2,2016,09,20,48445055,2,110,4.5,-3276.8,-11,0.01,0.06,4.12,86,324,65535,255,1.08,2.46,7,65535,0,65535,1,23,-1,-0.97,-0.16,-0.08,0.09,0.18,26.4,528,254,0,12,-0.1,416,420,507,0
3,2016,09,20,48446061,2,111,4,-3276.8,-11,0.02,0.03,4.12,86,279,65535,255,1.08,2.12,9,65535,0,65535,1,24,-1,-0.96,-0.16,-0.09,0.1,0.18,26.4,528,254,-75,12,-0.1,415,421,507,0
4,2016,09,20,48447053,2,113,4,-3276.8,-10,0.01,0.04,4.12,86,242,65535,255,1.08,1.84,8,65535,0,65535,1,25,-1,-0.96,-0.15,-0.08,0.1,0.18,26.4,528,254,0,12,-0.1,416,420,507,0
5,2016,09,20,48448058,2,115,3.6,-3276.8,-11,0.01,0.03,4.119,86,209,65535,255,1.08,1.46,7,65535,0,65535,1,26,-1,-0.96,-0.16,-0.08,0.09,0.18,26.4,528,254,-75,12,-0.1,414,420,507,0
6,2016,09,20,48449058,2,117,3.6,-3276.8,-10,0.06,0.04,4.118,86,182,65535,255,1.08,1.76,6,65535,0,65535,3,0,-1,-0.96,-0.16,-0.08,0.1,0.18,26.4,528,254,0,12,-0.1,415,420,507,0
7,2016,09,20,48450058,2,118,3.3,-3276.8,-13,0.34,0.39,4.118,86,158,65535,255,1.08,2.04,6,65535,0,65535,3,1,-1.02,-0.92,-0.15,0.32,0.13,0.33,26.4,528,254,0,12,-0.1,402,406,475,0
8,2016,09,20,48451061,2,119,3.3,-3276.8,-20,0.23,0.38,4.118,86,137,65535,255,1.08,2.36,10,65535,0,65535,3,2,-0.96,-0.83,0.3,0.45,0.2,0.32,26.4,528,254,3,12,-0.1,414,421,507,0
9,2016,09,20,48452061,2,122,3,-3276.8,-21,0.11,0.31,4.118,86,121,65535,255,1.08,2.4,16,65535,0,65535,3,3,-0.96,-0.8,0.37,0.5,0.22,0.37,26.4,528,254,0,12,-0.1,424,427,523,0
10,2016,09,20,48453058,2,123,3,-3276.8,-12,0.27,0.28,4.118,86,106,65535,255,1.08,2.44,14,65535,0,65535,3,4,-1,-0.86,0,0.46,0.08,0.26,26.4,528,254,-75,12,-0.1,415,420,507,0
11,2016,09,20,48454061,2,124,2.7,-3276.8,-8,0.18,0.36,4.118,86,91,65535,255,1.08,1.9,12,65535,0,65535,3,5,-1.01,-0.96,-0.16,0.01,0.02,0.16,26.4,528,254,0,12,-0.1,415,420,508,0
12,2016,09,20,48455061,2,125,2.7,-3276.8,-7,0.09,0.2,4.118,86,79,65535,255,1.08,1.56,11,65535,0,65535,3,6,-1.01,-0.97,-0.14,-0.06,0.09,0.18,26.4,528,254,-75,12,-0.1,415,421,507,0
13,2016,09,20,48456056,2,125,2.5,-3276.8,-9,0.04,0.13,4.118,86,69,65535,255,1.08,1.48,10,65535,0,65535,3,7,-1.01,-0.95,-0.15,-0.06,0.07,0.16,26.4,528,254,-75,12,-0.1,415,421,507,0
14,2016,09,20,48457062,2,125,2.5,-3276.8,-9,0.04,0.08,4.118,86,61,65535,255,1.08,1.66,8,65535,0,65535,3,8,-1.01,-0.97,-0.15,-0.03,0.07,0.18,26.4,528,254,1,12,-0.1,403,408,488,0
15,2016,09,20,48458062,2,126,2.4,-3276.8,-10,0.03,0.09,4.118,86,53,65535,255,1.08,1.74,7,65535,0,65535,3,9,-1.02,-0.95,-0.19,-0.03,0.04,0.18,26.4,528,254,-75,12,-0.1,415,420,508,0
16,2016,09,20,48459062,2,127,2.4,-3276.8,-10,0.01,0.07,4.118,86,46,65535,255,1.08,1.28,7,65535,0,65535,3,10,-1.01,-0.96,-0.18,-0.06,0.04,0.16,26.4,528,254,-75,12,-0.1,421,424,511,0
17,2016,09,20,48460062,2,127,2.3,-3276.8,-10,0.01,0.03,4.118,86,40,65535,255,1.08,1.04,6,65535,0,65535,3,11,-1.01,-0.96,-0.15,-0.06,0.09,0.16,26.4,528,254,4,12,-0.1,414,421,508,0
