SeqNo, Year, Month, Day, ms, RtoR Data
0,2016,09,20,48443021,383
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,-2315
,,,,,456
,,,,,456
,,,,,456
,,,,,456
,,,,,456
,,,,,-179
,,,,,-179
,,,,,-179
1,2016,09,20,48444026,-179
,,,,,202
,,,,,202
,,,,,202
,,,,,202
,,,,,202
,,,,,-383
,,,,,-383
,,,,,-383
,,,,,-383
,,,,,331
,,,,,331
,,,,,331
,,,,,331
,,,,,331
,,,,,331
,,,,,331
,,,,,331
2,2016,09,20,48445031,331
,,,,,-320
,,,,,-320
,,,,,-320
,,,,,-320
,,,,,355
,,,,,355
,,,,,355
,,,,,355
,,,,,355
,,,,,-155
,,,,,-155
,,,,,-155
,,,,,-155
,,,,,-155
,,,,,-155
,,,,,-155
,,,,,-155
3,2016,09,20,48446045,-155
,,,,,450
,,,,,450
,,,,,450
,,,,,450
,,,,,-203
,,,,,-203
,,,,,-203
,,,,,-203
,,,,,-203
,,,,,336
,,,,,336
,,,,,336
,,,,,336
,,,,,-381
,,,,,-381
,,,,,-381
,,,,,-381
4,2016,09,20,48447045,-381
,,,,,74
,,,,,74
,,,,,74
,,,,,74
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,-445
,,,,,470
,,,,,470
,,,,,470
,,,,,470
5,2016,09,20,48448058,-234
,,,,,-234
,,,,,-234
,,,,,-234
,,,,,-234
,,,,,98
,,,,,98
,,,,,98
,,,,,98
,,,,,-283
,,,,,-283
,,,,,-283
,,,,,-283
,,,,,-283
,,,,,226
,,,,,226
,,,,,226
,,,,,226
6,2016,09,20,48449066,226
,,,,,226
,,,,,226
,,,,,226
,,,,,226
,,,,,226
,,,,,226
,,,,,226
,,,,,226
,,,,,-905
,,,,,-905
,,,,,-905
,,,,,-905
,,,,,-905
,,,,,214
,,,,,214
,,,,,214
,,,,,214
7,2016,09,20,48450074,-164
,,,,,-164
,,,,,-164
,,,,,-164
,,,,,-164
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,362
,,,,,-328
,,,,,-328
,,,,,-328
,,,,,-328
8,2016,09,20,48451085,304
,,,,,304
,,,,,304
,,,,,304
,,,,,304
,,,,,-375
,,,,,-375
,,,,,-375
,,,,,-375
,,,,,299
,,,,,299
,,,,,299
,,,,,299
,,,,,-65
,,,,,-65
,,,,,-65
,,,,,-65
,,,,,-65
9,2016,09,20,48452093,-65
,,,,,-65
,,,,,-65
,,,,,-65
,,,,,475
,,,,,475
,,,,,475
,,,,,475
,,,,,475
,,,,,475
,,,,,475
,,,,,475
