0.0,0.367727029745,1.50203704834e-05,-0.1428805,2016_9_26-20_16_22,1
5.0,2.87697723909,10.4896500111,-0.2216573,2016_9_26-20_16_37,1
2.0,1.06121720286,12.6533820629,-0.2077784,2016_9_26-20_16_44,1
3.0,1.62986095448,16.5106260777,-0.2749188,2016_9_26-20_16_51,1
1.0,0.522533500671,18.2603440285,-0.2437813,2016_9_26-20_16_57,1
5.0,3.05679644567,20.713392973,-0.2237519,2016_9_26-20_17_16,1
3.0,1.79543414432,21.3531610966,-0.2749188,2016_9_26-20_17_27,1
3.0,1.09607368449,23.5670990944,-0.2998872,2016_9_26-20_17_34,1
2.0,1.39630252579,26.0647501946,-0.3191670,2016_9_26-20_17_43,1
1.0,0.700929767647,27.6395230293,-0.2998872,2016_9_26-20_17_49,1
3.0,1.44358456173,29.299751997,-0.3191670,2016_9_26-20_17_54,1
1.0,0.054328233712,30.049672842,-0.3214437,2016_9_26-20_17_59,1
5.0,4.11639927689,34.6606428623,-0.3398609,2016_9_26-20_18_15,1
4.0,1.71468166491,35.4529929161,-0.3656459,2016_9_26-20_18_24,1
3.0,1.57435310565,37.0976109505,-0.4106887,2016_9_26-20_18_30,1
4.0,1.82569736413,37.4238021374,-0.3917021,2016_9_26-20_18_34,1
3.0,1.39041383257,38.8609580994,-0.4106887,2016_9_26-20_18_40,1
4.0,2.2072420313,43.0581231117,-0.4141268,2016_9_26-20_18_48,1
3.0,1.92151857156,43.5230500698,-0.4228298,2016_9_26-20_18_57,1
4.0,1.84290349173,44.4596660137,-0.4038432,2016_9_26-20_19_6,1
3.0,1.51302042536,46.6558887959,-0.4228298,2016_9_26-20_19_12,1
5.0,2.27401460879,48.34730196,-0.4141268,2016_9_26-20_19_20,1
2.0,0.815779619013,49.3082318306,-0.4363934,2016_9_26-20_19_22,1
2.0,1.09262560076,51.2030129433,-0.4363934,2016_9_26-20_19_28,1
4.0,2.13893741768,55.7656929493,-0.4174067,2016_9_26-20_19_39,1
4.0,1.87736171939,56.3611729145,-0.4174067,2016_9_26-20_19_47,1
3.0,1.0284432149,57.6429018974,-0.4363934,2016_9_26-20_19_53,1
3.0,1.87336311643,57.831597805,-0.4363934,2016_9_26-20_19_58,1
6.0,3.68017546763,59.7316997051,-0.3058921,2016_9_26-20_20_15,1
2.0,1.05478852476,60.621850729,-0.4363934,2016_9_26-20_20_25,1
5.0,2.38474754847,63.3687267304,-0.3812396,2016_9_26-20_20_41,1
9.0,3.0471126475,68.3882067204,-0.2462845,2016_9_26-20_20_53,1
8.0,3.54505348086,69.463193655,-0.2819307,2016_9_26-20_21_12,1
8.0,3.53507649333,71.2071585655,-0.2921719,2016_9_26-20_21_34,1
2.0,2.02335286096,72.4607594013,-0.3899425,2016_9_26-20_21_51,1
1.0,0.620975071154,72.8876934052,-0.3899425,2016_9_26-20_22_15,1
0,0.4860043654,1.90734863281e-05,-0.1428805,2016_09_16-20_1_49,1
2,1.2875745915,9.45882010459,-0.2049999,2016_09_16-20_2_2,1
2,1.98562156,16.0977101326,-0.2749188,2016_09_16-20_2_17,1
4,1.8483814543,31.0559880734,-0.3485328,2016_09_16-20_2_35,1
4,2.1835687992,44.4497191906,-0.4141268,2016_09_16-20_2_49,1
2,1.7725058601,52.261190176,-0.4363934,2016_09_16-20_3_1,1
2,1.4238347193,58.0322260857,-0.4363934,2016_09_16-20_3_10,1
2,0.6246374376,65.9400181771,-0.3899425,2016_09_16-20_3_20,1
4,2.3137856001,74.1396470071,-0.3812396,2016_09_16-20_3_39,1
6,3.2097801296,83.5225110055,-0.3892779,2016_09_16-20_4_3,1
0,0.0053987396,1.00135803223e-05,-0.1428805,2016_09_16-20_10_56,1
2,2.3435666551,6.57640600208,-0.2084631,2016_09_16-20_11_8,1
2,0.9985707446,12.3784699441,-0.2077784,2016_09_16-20_11_18,1
2,1.9240530984,17.4926631452,-0.2749188,2016_09_16-20_11_25,1
3,1.8196199225,22.6228590013,-0.3191670,2016_09_16-20_11_34,1
2,1.3211697876,25.3726370336,-0.3191670,2016_09_16-20_11_41,1
1,0.6400926841,30.5559310915,-0.3292530,2016_09_16-20_12_0,1
2,2.0783056788,39.1660730841,-0.4106887,2016_09_16-20_12_12,1
