2016_9_26-15_5_17,60
2016_9_26-15_5_20,50
2016_9_26-15_5_21,50
2016_9_26-15_5_22,55
2016_9_26-15_5_23,55
2016_9_26-15_5_24,55
2016_9_26-15_5_30,60
2016_9_26-15_5_34,60
2016_9_26-15_5_40,55
2016_9_26-15_5_42,55
2016_9_26-15_5_43,60
2016_9_26-15_5_45,60
2016_9_26-15_5_46,60
2016_9_26-15_5_52,55
2016_9_26-15_5_54,60
2016_9_26-15_5_56,65
2016_9_26-15_5_59,65
2016_9_26-15_6_1,65
2016_9_26-15_6_4,66
2016_9_26-15_6_7,68
2016_9_26-15_6_8,68
2016_9_26-15_6_11,68
2016_9_26-15_6_15,55
2016_9_26-15_6_18,55
2016_9_26-15_6_19,55
2016_9_26-15_6_21,55
2016_9_26-15_6_24,60
2016_9_26-15_6_26,60
2016_9_26-15_6_28,60
2016_9_26-15_6_30,60
2016_9_26-15_6_33,55
2016_9_26-15_6_35,55
2016_9_26-15_6_37,55
2016_9_26-15_6_41,55
2016_9_26-15_6_42,55
2016_9_26-15_6_44,55
2016_9_26-15_6_46,55
2016_9_26-15_6_49,55
2016_9_26-15_6_54,60
2016_9_26-15_6_55,60
2016_9_26-15_6_56,60
2016_9_26-15_6_57,60
2016_9_26-15_6_58,60
2016_9_26-15_7_2,60
2016_9_26-15_7_3,60
2016_9_26-15_7_6,60
2016_9_26-15_7_8,60
2016_9_26-15_7_10,60
2016_9_26-15_7_12,60
