13:19:19,30
13:19:26,30
13:19:35,30
13:19:43,30
13:19:49,40
13:20:24,50
13:20:50,50
13:21:0,50
13:21:22,30
13:21:45,30
13:21:59,30
13:22:6,30
13:22:14,30
