Trusted?,Disparity,Health,Time Remaining,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.0,100.0,119,0.0,0,2.5863063971813705,3.4,2.5863063971813705,3.4
False,0.010205340154366974,100,108,0.0,1,5.23,5.882818639106978,5.23,5.882818639106978
False,0.4853749314973604,100,100,0.0,1,5.23,5.882818639106978,5.23,5.882818639106978
False,0.13131770877182092,95,79,0.0,1,5.23,5.882818639106978,5.23,5.882818639106978
False,0.22208412396682822,69,74,0.0,2,2.1,3.6033896626290414,2.1,3.6033896626290414
False,0.49439257573791023,87,71,0.0,4,4.064189016075943,2.8,4.064189016075943,2.8
False,0.3394600975701572,85,36,0.0,4,4.064189016075943,2.8,4.064189016075943,2.8
False,0.06389315950070937,61,20,0.0,4,4.064189016075943,2.8,4.064189016075943,2.8
