SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
10,2016,09,17,47889085,2,34,8,-3276.8,-12,0.01,0.12,3.885,47,6,65535,255,2.14,1.38,9,65535,0,65535,3,21,-1,-0.96,0.09,0.18,-0.01,0.19,23.1,528,254,0,12,37.1,415,422,508,0
11,2016,09,17,47890083,2,34,8,-3276.8,-12,0.01,0.04,3.885,47,5,65535,255,2.14,1.18,8,65535,0,65535,3,22,-1.01,-0.96,0.09,0.18,0.15,0.19,23.2,528,254,-75,12,37.1,412,427,508,0
12,2016,09,17,47891085,2,34,8.7,-3276.8,-12,0.01,0.04,3.885,47,5,65535,255,2.14,0.94,13,65535,0,65535,3,23,-1.01,-0.97,0.08,0.18,0.14,0.18,23.2,528,254,-75,12,37.1,415,423,507,0
13,2016,09,17,47892084,2,35,8.7,-3276.8,-12,0.01,0.03,3.885,47,5,65535,255,2.14,0.94,16,65535,0,65535,3,24,-1,-0.96,0.07,0.15,0.15,0.19,23.2,528,254,-75,12,37.1,416,423,507,0
14,2016,09,17,47893086,2,36,9.4,-3276.8,-12,0.01,0.02,3.885,47,5,65535,255,2.14,0.82,25,65535,100,65535,3,25,-1,-0.97,0.09,0.15,0.14,0.18,23.2,512,235,-75,12,37.1,414,422,508,0
15,2016,09,17,47894081,2,37,9.4,-3276.8,-12,0.02,0.06,3.884,47,5,65535,255,2.14,2.02,32,65535,100,65535,3,26,-1.02,-0.95,0.09,0.19,0.15,0.19,23.2,512,254,-75,12,37.1,415,422,508,0
16,2016,09,17,47895083,2,37,9.9,-3276.8,-12,0.01,0.04,3.884,47,5,65535,255,2.14,1.34,39,65535,100,65535,3,27,-1,-0.96,0.08,0.18,0.14,0.2,23.2,512,254,-75,12,37.1,416,422,507,0
17,2016,09,17,47896083,2,37,9.9,-3276.8,-12,0.01,0.06,3.884,47,4,65535,255,2.14,1.46,45,65535,100,65535,3,28,-1,-0.96,0.07,0.18,0.15,0.19,23.2,512,235,-75,12,37.1,415,423,508,0
18,2016,09,17,47897085,2,37,10.4,-3276.8,-12,0.02,0.07,3.884,47,5,65535,255,2.14,2.98,49,65535,100,65535,3,29,-1.06,-0.96,0.1,0.2,0.14,0.21,23.2,512,254,1,12,37.1,415,422,508,0
19,2016,09,17,47898083,2,38,10.4,-3276.8,-12,0.01,0.09,3.884,47,6,65535,255,2.14,2.28,53,65535,100,65535,3,30,-1.14,-0.95,0.12,0.2,0.15,0.2,23.2,512,254,-75,12,37.1,416,423,477,0
20,2016,09,17,47899085,2,39,10.9,-3276.8,-12,0.01,0.03,3.884,47,6,65535,255,2.14,1.62,57,65535,100,65535,3,31,-1,-0.95,0.1,0.19,0.15,0.21,23.2,512,254,-75,12,37.1,414,421,508,0
21,2016,09,17,47900084,2,40,10.9,-3276.8,-13,0.01,0.03,3.884,47,7,65535,255,2.14,1.2,50,65535,100,65535,3,32,-1,-0.96,0.12,0.19,0.16,0.21,23.2,512,254,0,12,37.1,415,422,507,0
22,2016,09,17,47901084,2,41,11,-3276.8,-13,0.01,0.04,3.884,47,7,65535,255,2.14,0.98,44,65535,0,65535,1,0,-1,-0.96,0.1,0.2,0.16,0.21,23.2,528,254,-75,12,37.1,407,413,504,0
23,2016,09,17,47902084,2,42,11,-3276.8,-13,0.01,0.04,3.884,47,6,65535,255,2.14,0.82,38,65535,100,65535,1,1,-1,-0.96,0.1,0.2,0.16,0.21,23.2,512,254,0,12,37.1,416,422,507,0
24,2016,09,17,47903085,2,42,11.1,-3276.8,-13,0.01,0.03,3.884,47,6,65535,255,2.14,1.76,34,65535,100,65535,1,2,-1,-0.96,0.12,0.19,0.16,0.2,23.2,512,254,0,12,37.1,418,429,511,0
25,2016,09,17,47904083,2,43,11.1,-3276.8,-13,0.01,0.03,3.884,47,7,65535,255,2.14,2.02,29,65535,100,65535,1,3,-1,-0.96,0.12,0.19,0.16,0.19,23.2,512,254,-75,12,37.1,415,422,507,0
26,2016,09,17,47905084,2,43,11.2,-3276.8,-13,0.01,0.03,3.884,47,6,65535,255,2.14,1.5,26,65535,100,65535,1,4,-1,-0.95,0.12,0.2,0.15,0.2,23.2,512,254,0,12,37.1,415,422,507,0
27,2016,09,17,47906087,2,44,11.2,-3276.8,-13,0.01,0.03,3.884,47,7,65535,255,2.14,1.6,24,65535,100,65535,1,5,-1,-0.95,0.13,0.2,0.15,0.19,23.2,512,254,-75,12,37.1,415,422,508,0
28,2016,09,17,47907083,2,44,11,-3276.8,-13,0.01,0.04,3.884,47,7,65535,255,2.14,2.04,22,65535,100,65535,1,6,-0.98,-0.92,0.13,0.21,0.15,0.2,23.2,512,254,-75,12,37.1,415,422,507,0
29,2016,09,17,47908084,2,44,11,-3276.8,-13,0.01,0.03,3.884,47,7,65535,255,2.14,1.44,20,65535,0,65535,1,7,-1,-0.95,0.13,0.2,0.14,0.2,23.2,528,254,4,12,37.1,415,422,506,0
30,2016,09,17,47909084,2,44,11.1,-3276.8,-13,0.01,0.06,3.883,47,6,65535,255,2.14,1.02,29,65535,100,65535,1,8,-1,-0.96,0.1,0.2,0.15,0.19,23.2,512,254,-75,12,37.1,415,422,507,0
31,2016,09,17,47910084,2,45,11.1,-3276.8,-13,0.01,0.02,3.883,47,6,65535,255,2.14,0.88,25,65535,100,65535,1,9,-0.98,-0.95,0.14,0.2,0.16,0.19,23.2,512,254,-75,12,37.1,415,422,507,0
32,2016,09,17,47911085,2,46,10.9,-3276.8,-14,0.01,0.06,3.883,47,7,65535,255,2.14,1.84,22,65535,100,65535,1,10,-1,-0.95,0.1,0.2,0.15,0.19,23.2,512,254,0,12,37.1,425,429,506,0
33,2016,09,17,47912085,2,47,10.9,-3276.8,-14,0.01,0.03,3.883,47,6,65535,255,2.14,1.5,20,65535,100,65535,1,11,-1,-0.96,0.12,0.19,0.15,0.2,23.2,512,254,-75,12,37.1,415,422,507,0
34,2016,09,17,47913085,2,48,10.7,-3276.8,-14,0.01,0.02,3.883,47,6,65535,255,2.14,1.2,20,65535,100,65535,1,12,-1,-0.97,0.14,0.2,0.16,0.2,23.2,512,254,-75,12,37.1,416,422,508,0
35,2016,09,17,47914086,2,48,10.7,-3276.8,-14,0.01,0.02,3.883,47,5,65535,255,2.14,1,20,65535,100,65535,1,13,-1,-0.96,0.14,0.2,0.16,0.2,23.2,512,254,-75,12,37.1,414,422,507,0
36,2016,09,17,47915085,2,49,10.5,-3276.8,-14,0.01,0.02,3.883,47,5,65535,255,2.14,0.92,18,65535,0,65535,1,14,-0.98,-0.95,0.14,0.2,0.16,0.2,23.2,528,254,-75,12,37.1,417,422,509,0
37,2016,09,17,47916085,2,49,10.5,-3276.8,-13,0.02,0.1,3.883,47,5,65535,255,2.14,1.7,16,65535,0,65535,1,15,-0.98,-0.96,0.14,0.2,0.16,0.36,23.2,528,254,0,12,37.1,415,421,507,0
38,2016,09,17,47917085,2,50,10.7,-3276.8,-13,0.02,0.06,3.883,47,4,65535,255,2.14,3.9,14,65535,0,65535,0,0,-0.98,-0.96,0.1,0.19,0.15,0.21,23.3,531,254,-75,12,37.1,415,422,508,0
39,2016,09,17,47918085,2,50,10.7,-3276.8,-12,0.05,0.08,3.883,47,4,65535,255,2.14,2.62,12,65535,0,65535,1,0,-1.01,-0.95,0.08,0.2,0.1,0.24,23.3,528,254,-75,12,37.1,415,414,493,0
40,2016,09,17,47919085,2,50,11.1,-3276.8,-10,0.03,0.08,3.883,47,4,65535,255,2.14,1.7,11,65535,0,65535,1,1,-1.01,-0.97,0.04,0.13,0.12,0.21,23.4,528,215,0,12,37.1,415,421,508,0
41,2016,09,17,47920085,2,50,11.1,-3276.8,-10,0.01,0.07,3.882,47,4,65535,255,2.14,1.34,10,65535,0,65535,1,2,-1.01,-0.97,0.03,0.1,0.14,0.18,23.4,528,254,-75,12,37.1,415,422,507,0
42,2016,09,17,47921086,2,50,11.5,-3276.8,-10,0.01,0.04,3.881,46,5,65535,255,2.14,1.2,9,65535,0,65535,1,3,-1,-0.97,0.03,0.13,0.14,0.19,23.4,528,254,-75,12,37.1,415,421,507,0
43,2016,09,17,47922085,2,50,11.5,-3276.8,-11,0.02,0.06,3.881,46,5,65535,255,2.14,1.36,8,65535,0,65535,1,4,-1,-0.96,0.03,0.14,0.15,0.19,23.4,528,254,0,12,37.1,420,426,510,0
44,2016,09,17,47923085,2,50,11.8,-3276.8,-12,0.03,0.06,3.881,46,5,65535,255,2.14,1.64,7,65535,0,65535,1,5,-1,-0.96,0.04,0.15,0.18,0.21,23.4,528,254,-75,12,37,416,422,508,0
45,2016,09,17,47924088,2,50,11.8,-3276.8,-12,0.03,0.07,3.881,46,5,65535,255,2.14,1.18,6,65535,0,65535,1,6,-1,-0.97,0.09,0.19,0.16,0.21,23.4,528,254,-75,12,37,415,422,507,0
46,2016,09,17,47925090,2,50,12.4,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,2.14,0.9,5,65535,0,65535,1,7,-0.98,-0.95,0.09,0.18,0.16,0.21,23.4,528,254,-75,12,37,415,422,507,0
47,2016,09,17,47926086,2,50,12.4,-3276.8,-12,0.01,0.04,3.881,46,6,65535,255,2.14,0.72,5,65535,0,65535,1,8,-0.98,-0.96,0.08,0.18,0.18,0.21,23.4,528,254,-75,12,37,415,421,507,0
48,2016,09,17,47927086,2,50,13,-3276.8,-13,0.02,0.06,3.881,46,5,65535,255,2.14,1.14,4,65535,0,65535,1,9,-0.98,-0.95,0.06,0.18,0.18,0.21,23.4,528,254,0,12,37,415,422,508,0
49,2016,09,17,47928086,2,50,13,-3276.8,-13,0.01,0.04,3.881,46,5,65535,255,2.14,1.22,4,65535,0,65535,1,10,-1.01,-0.95,0.1,0.19,0.18,0.22,23.4,528,254,-75,12,37,415,422,507,0
50,2016,09,17,47929086,2,50,13.5,-3276.8,-13,0.01,0.04,3.881,46,6,65535,255,2.14,1.16,3,65535,0,65535,1,11,-0.98,-0.96,0.09,0.19,0.18,0.22,23.4,528,254,-75,12,37,424,431,515,0
51,2016,09,17,47930086,2,51,13.5,-3276.8,-13,0.01,0.03,3.881,46,5,65535,255,2.14,1.06,3,65535,0,65535,1,12,-0.98,-0.96,0.09,0.18,0.18,0.21,23.4,528,254,0,12,37,415,421,507,0
52,2016,09,17,47931086,2,51,13.9,-3276.8,-12,0.01,0.03,3.881,46,6,65535,255,2.14,0.94,3,65535,0,65535,1,13,-1.01,-0.96,0.09,0.19,0.18,0.21,23.4,528,254,-75,12,37,415,422,507,0
53,2016,09,17,47932086,2,52,13.9,-3276.8,-13,0.01,0.04,3.881,46,5,65535,255,2.14,1.02,5,65535,0,65535,1,14,-1,-0.96,0.07,0.18,0.18,0.2,23.4,528,254,1,12,37,415,423,508,0
54,2016,09,17,47933086,2,53,14.6,-3276.8,-12,0.01,0.03,3.881,46,5,65535,255,2.14,1.06,8,65535,0,65535,1,15,-1,-0.96,0.08,0.18,0.16,0.21,23.4,528,254,0,12,37,416,422,507,0
55,2016,09,17,47934086,2,54,14.6,-3276.8,-12,0.03,0.06,3.881,46,6,65535,255,2.14,1.6,13,65535,0,65535,1,16,-1.01,-0.95,0.07,0.2,0.15,0.22,23.4,528,254,-75,12,37,402,408,485,0
56,2016,09,17,47935086,2,55,15,-3276.8,-12,0.02,0.06,3.881,46,5,65535,255,2.14,1.66,18,65535,0,65535,0,0,-1,-0.96,0.06,0.15,0.16,0.2,23.4,531,254,0,12,37,415,422,507,0
57,2016,09,17,47936086,2,55,15,-3276.8,-12,0.02,0.03,3.881,46,6,65535,255,2.14,1.34,22,65535,100,65535,1,0,-1,-0.96,0.07,0.15,0.16,0.22,23.4,512,254,-75,12,37,426,433,523,0
58,2016,09,17,47937086,2,56,15.3,-3276.8,-11,0.02,0.07,3.881,46,6,65535,255,2.14,1.2,20,65535,0,65535,1,1,-1,-0.96,0.03,0.15,0.16,0.21,23.4,528,254,-75,12,37,415,422,507,0
59,2016,09,17,47938086,2,56,15.3,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,2.14,1.14,17,65535,0,65535,1,2,-1,-0.96,0.04,0.13,0.15,0.2,23.4,528,254,0,12,37,415,422,508,0
60,2016,09,17,47939086,2,56,15.2,-3276.8,-12,0.02,0.04,3.881,46,6,65535,255,2.14,1.2,15,65535,0,65535,1,3,-1,-0.96,0.06,0.15,0.16,0.2,23.4,528,254,-75,12,37,415,422,508,0
61,2016,09,17,47940087,2,56,15.2,-3276.8,-12,0.02,0.06,3.881,46,6,65535,255,2.14,1.72,13,65535,0,65535,1,4,-1.02,-0.96,0.06,0.16,0.16,0.2,23.4,528,254,-75,12,37,415,422,508,0
62,2016,09,17,47941087,2,56,15.5,-3276.8,-12,0.02,0.06,3.881,46,6,65535,255,2.14,1.66,12,65535,0,65535,1,5,-1.01,-0.93,0.07,0.18,0.16,0.21,23.4,528,254,0,12,37,412,427,517,0
63,2016,09,17,47942086,2,55,15.5,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,2.14,1.28,10,65535,0,65535,1,6,-0.98,-0.96,0.06,0.16,0.16,0.2,23.4,528,254,-75,12,37,415,422,508,0
64,2016,09,17,47943087,2,55,15.5,-3276.8,-12,0.01,0.03,3.881,46,5,65535,255,2.14,1.1,9,65535,0,65535,1,7,-1,-0.97,0.07,0.15,0.18,0.2,23.4,528,254,-75,12,37,415,422,508,0
65,2016,09,17,47944087,2,55,15.5,-3276.8,-12,0.01,0.06,3.881,46,5,65535,255,2.14,0.84,8,65535,0,65535,1,8,-1,-0.96,0.03,0.15,0.16,0.2,23.4,528,254,0,12,37,415,422,507,0
66,2016,09,17,47945087,2,55,15.4,-3276.8,-12,0.01,0.03,3.881,46,5,65535,255,1.94,0.76,7,65535,0,65535,1,9,-1,-0.96,0.04,0.13,0.16,0.2,23.5,528,254,-75,12,37,423,425,510,0
67,2016,09,17,47946087,2,56,15.4,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,1.94,0.66,6,65535,0,65535,1,10,-1.01,-0.96,0.06,0.15,0.16,0.2,23.5,528,254,-75,12,37,416,421,508,0
68,2016,09,17,47947088,2,56,15.7,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,1.88,0.56,6,65535,0,65535,1,11,-1,-0.95,0.06,0.16,0.16,0.2,23.5,528,254,-75,12,37,415,422,507,0
69,2016,09,17,47948088,2,57,15.7,-3276.8,-12,0.01,0.04,3.881,46,5,65535,255,1.88,0.56,6,65535,0,65535,1,12,-1.01,-0.96,0.04,0.14,0.16,0.21,23.5,528,254,-75,12,37,425,416,499,0
70,2016,09,17,47949088,2,58,15.6,-3276.8,-12,0.02,0.04,3.881,46,4,65535,255,1.88,0.66,11,65535,0,65535,1,13,-1.01,-0.96,0.07,0.16,0.18,0.2,23.5,528,254,0,12,37,415,421,507,0
71,2016,09,17,47950088,2,58,15.6,-3276.8,-12,0.02,0.07,3.881,46,4,65535,255,1.88,0.78,16,65535,0,65535,1,14,-1,-0.97,0.06,0.19,0.15,0.2,23.5,528,254,-75,12,37,415,422,507,0
72,2016,09,17,47951087,2,58,15.8,-3276.8,-12,0.01,0.06,3.881,46,4,65535,255,2.94,0.76,14,65535,0,65535,1,15,-1,-0.96,0.04,0.15,0.16,0.21,23.5,528,254,-75,12,37,415,421,507,0
73,2016,09,17,47952089,2,58,15.8,-3276.8,-12,0.02,0.04,3.881,46,4,65535,255,2.94,1.16,12,65535,0,65535,1,16,-1.01,-0.96,0.06,0.14,0.15,0.2,23.5,528,235,0,12,37,414,422,508,0
74,2016,09,17,47953088,2,58,15.8,-3276.8,-12,0.05,0.08,3.881,46,5,65535,255,2.94,2.62,11,65535,0,65535,1,17,-1.01,-0.95,0.03,0.2,0.16,0.21,23.5,528,254,-75,12,37,416,411,516,0
75,2016,09,17,47954091,2,58,15.8,-3276.8,-12,0.03,0.08,3.881,46,5,65535,255,2.94,3.12,10,65535,0,65535,1,18,-1.01,-0.96,0.03,0.2,0.16,0.24,23.5,528,254,-75,12,37,414,422,507,0
76,2016,09,17,47955089,2,58,16,-3276.8,-12,0.04,0.07,3.881,46,6,65535,255,2.94,3.06,8,65535,0,65535,1,19,-1.01,-0.95,0.09,0.2,0.18,0.22,23.5,528,254,0,12,37,415,421,516,0
77,2016,09,17,47956087,2,59,16,-3276.8,-8,0.2,0.3,3.881,46,10,65535,255,2.94,3.54,7,65535,0,65535,1,20,-1.13,-0.95,-0.21,0.19,-0.01,0.22,23.5,528,254,-75,12,37,415,421,508,0
78,2016,09,17,47957090,2,59,15.9,-3276.8,-9,0.03,0.22,3.881,46,11,65535,255,2.94,3.42,7,65535,0,65535,1,21,-1.02,-0.91,-0.19,0.04,0.08,0.24,23.6,528,254,-75,12,37,416,422,508,0
79,2016,09,17,47958089,2,59,15.9,-3276.8,-11,0.05,0.09,3.88,46,14,65535,255,2.94,3.02,6,65535,0,65535,1,22,-1.02,-0.95,0,0.1,0.12,0.28,23.6,528,254,-75,12,37,416,422,492,0
80,2016,09,17,47959089,2,59,15.8,-3276.8,-11,0.09,0.14,3.88,46,15,65535,255,2.94,2.5,5,65535,0,65535,1,23,-1,-0.95,0.02,0.2,0.14,0.27,23.6,528,254,-75,12,37,415,422,508,0
81,2016,09,17,47960090,2,59,15.8,-3276.8,-11,0.02,0.13,3.88,46,13,65535,255,2.94,1.76,5,65535,0,65535,1,24,-1,-0.96,0.04,0.2,0.16,0.2,23.6,528,254,0,12,37,416,422,508,0
82,2016,09,17,47961090,2,59,15.4,-3276.8,-11,0.02,0.03,3.88,46,12,65535,255,2.94,1.34,4,65535,0,65535,1,25,-1,-0.96,0.04,0.13,0.15,0.2,23.6,528,254,-75,12,37,415,421,508,0
83,2016,09,17,47962090,2,59,15.4,-3276.8,-12,0.02,0.08,3.88,46,13,65535,255,2.94,1.62,4,65535,0,65535,1,26,-1.01,-0.96,0.07,0.18,0.14,0.2,23.6,528,254,-75,12,37,416,422,508,0
84,2016,09,17,47963090,2,59,15.1,-3276.8,-11,0.02,0.06,3.88,46,12,65535,255,2.94,2.26,3,65535,0,65535,1,27,-1.01,-0.95,0.03,0.15,0.16,0.21,23.6,528,254,0,12,37,415,422,495,0
85,2016,09,17,47964091,2,59,15.1,-3276.8,-11,0.02,0.04,3.88,46,11,65535,255,2.94,1.7,3,65535,0,65535,1,28,-1,-0.96,0.03,0.14,0.18,0.21,23.6,528,254,-75,12,37,415,422,508,0
86,2016,09,17,47965088,2,59,14.8,-3276.8,-11,0.02,0.04,3.88,46,11,65535,255,2.94,1.3,3,65535,0,65535,1,29,-0.98,-0.96,0.02,0.13,0.18,0.22,23.6,528,254,0,12,37,414,421,507,0
87,2016,09,17,47966088,2,58,14.8,-3276.8,-11,0.01,0.04,3.88,46,10,65535,255,2.94,1.02,3,65535,0,65535,1,30,-1,-0.96,0.01,0.09,0.16,0.22,23.6,528,254,0,12,37,415,421,508,0
88,2016,09,17,47967091,2,58,14.2,-3276.8,-11,0.01,0.03,3.88,46,10,65535,255,2.56,0.84,2,65535,0,65535,1,31,-1,-0.96,0.02,0.09,0.18,0.21,23.6,528,254,-75,12,37,415,422,508,0
89,2016,09,17,47968091,2,58,14.2,-3276.8,-11,0.01,0.02,3.88,46,10,65535,255,2.56,0.8,2,65535,0,65535,1,32,-1,-0.96,0.02,0.08,0.18,0.21,23.6,528,254,0,12,37,415,422,508,0
90,2016,09,17,47969091,2,58,13.7,-3276.8,-11,0.01,0.03,3.88,46,9,65535,255,2.52,0.9,2,65535,0,65535,1,33,-0.98,-0.95,0.02,0.09,0.18,0.22,23.6,528,254,-75,12,37,416,422,507,0
91,2016,09,17,47970091,2,58,13.7,-3276.8,-11,0.01,0.02,3.88,46,8,65535,255,2.52,0.86,2,65535,0,65535,1,34,-0.98,-0.97,0.02,0.07,0.18,0.21,23.7,528,254,-75,12,37,414,422,507,0
92,2016,09,17,47971091,2,58,13.2,-3276.8,-11,0.01,0.04,3.88,46,7,65535,255,2.94,0.92,2,65535,0,65535,1,35,-1,-0.95,0.02,0.09,0.18,0.21,23.7,528,254,0,12,37,415,422,508,0
93,2016,09,17,47972091,2,58,13.2,-3276.8,-11,0.01,0.04,3.88,46,6,65535,255,2.94,0.96,2,65535,0,65535,1,36,-1,-0.97,0.02,0.09,0.18,0.21,23.7,528,254,-75,12,37,415,422,507,0
94,2016,09,17,47973091,2,58,12.8,-3276.8,-11,0.01,0.03,3.88,46,6,65535,255,2.32,0.82,2,65535,0,65535,1,37,-0.98,-0.96,0.01,0.08,0.18,0.22,23.7,528,254,-75,12,37,415,422,507,0
95,2016,09,17,47974091,2,58,12.8,-3276.8,-11,0.01,0.02,3.88,46,5,65535,255,2.32,0.76,1,65535,0,65535,1,38,-1.01,-0.96,0.01,0.07,0.16,0.22,23.7,528,254,0,12,37,415,423,507,0
96,2016,09,17,47975092,2,58,12.4,-3276.8,-11,0.01,0.02,3.88,46,4,65535,255,2.26,0.78,1,65535,0,65535,1,39,-1,-0.96,0.01,0.07,0.19,0.22,23.7,528,254,-75,12,37,416,422,507,0
97,2016,09,17,47976091,2,58,12.4,-3276.8,-11,0.01,0.03,3.88,46,5,65535,255,2.26,0.72,1,65535,0,65535,1,40,-1.01,-0.96,0.02,0.08,0.18,0.21,23.7,528,254,-75,12,37,415,422,508,0
98,2016,09,17,47977092,2,58,12.4,-3276.8,-11,0,0.03,3.88,46,4,65535,255,2.26,0.56,1,65535,0,65535,1,41,-1,-0.96,0.02,0.08,0.18,0.22,23.7,528,254,0,12,37,415,421,507,0
99,2016,09,17,47978092,2,58,12.4,-3276.8,-11,0.01,0.04,3.88,46,4,65535,255,2.26,0.58,1,65535,0,65535,1,42,-1,-0.96,0.02,0.08,0.19,0.24,23.7,528,254,-75,12,37,415,421,507,0
100,2016,09,17,47979092,2,58,12.4,-3276.8,-11,0.01,0.03,3.88,46,4,65535,255,2.2,0.54,8,65535,0,65535,1,43,-0.98,-0.95,0.01,0.08,0.16,0.22,23.7,528,254,-75,12,37,416,422,508,0
101,2016,09,17,47980092,2,58,12.4,-3276.8,-11,0,0.02,3.88,46,3,65535,255,2.2,0.52,10,65535,0,65535,1,44,-1,-0.97,0.02,0.08,0.19,0.22,23.7,528,254,-75,12,37,415,422,507,0
102,2016,09,17,47981093,2,58,12.6,-3276.8,-11,0.01,0.04,3.88,46,3,65535,255,2.04,0.6,12,65535,0,65535,1,45,-1,-0.97,0.02,0.09,0.19,0.22,23.7,528,254,-75,12,37,414,422,509,0
103,2016,09,17,47982095,2,58,12.6,-3276.8,-11,0.01,0.03,3.88,46,3,65535,255,2.04,0.56,17,65535,0,65535,1,46,-1,-0.96,0.01,0.08,0.18,0.24,23.7,528,254,0,12,37,415,422,508,0
104,2016,09,17,47983091,2,59,13.2,-3276.8,-11,0.01,0.03,3.88,46,3,65535,255,1.92,0.56,18,65535,0,65535,1,47,-1,-0.96,0.02,0.08,0.18,0.22,23.7,528,254,0,12,36.8,416,422,507,0
105,2016,09,17,47984093,2,59,13.2,-3276.8,-11,0.01,0.03,3.88,46,3,65535,255,1.92,0.7,19,65535,0,65535,1,48,-1.02,-0.96,0.01,0.08,0.18,0.21,23.8,528,254,-75,12,36.8,415,421,508,0
106,2016,09,17,47985093,2,59,13.3,-3276.8,-11,0.01,0.03,3.88,46,3,65535,255,1.82,0.56,19,65535,0,65535,1,49,-0.98,-0.96,0.01,0.08,0.19,0.22,23.8,528,254,0,12,36.8,407,413,486,0
107,2016,09,17,47986094,2,60,13.3,-3276.8,-11,0.01,0.03,3.88,46,3,65535,255,1.82,0.52,20,65535,100,65535,1,50,-1,-0.96,0.01,0.08,0.18,0.21,23.8,512,254,-75,12,36.8,416,422,508,0
108,2016,09,17,47987091,2,60,13.8,-3276.8,-11,0.01,0.02,3.88,46,3,65535,255,1.82,0.48,18,65535,0,65535,1,51,-0.98,-0.96,0.01,0.07,0.18,0.21,23.8,528,254,-75,12,36.8,424,429,514,0
109,2016,09,17,47988999,2,60,13.8,-3276.8,-11,0.01,0.02,3.88,46,3,65535,255,1.82,0.56,16,65535,0,65535,1,52,-1,-0.95,0.01,0.06,0.18,0.24,23.8,528,254,0,12,36.8,415,422,507,0
110,2016,09,17,47989095,2,60,14.5,-3276.8,-11,0.01,0.02,3.88,46,3,65535,255,1.82,0.5,14,65535,0,65535,1,53,-1,-0.95,0.01,0.07,0.19,0.22,23.8,528,254,-75,12,36.8,415,422,508,0
