Time, Type, Data
26/09/2016 12:21:41.259,RX,02-14-00-00-06-02-BD-00-00-06-02-15-00-00-06
26/09/2016 12:21:41.359,RX,02-19-00-00-06-02-16-00-00-06-02-1E-00-00-06
26/09/2016 12:21:41.460,RX,02-BC-00-00-06-02-22-58-F1-E0-07-09-1A-B7-50-A7-02-20-8A-38-A2-88-23-8E-38-E2-88-24-96-58-62-89-26-9E-88-22-8A-27-96-48-62-88-1F-7E-E8-61-87-1C-72-C8-E1-86-1A-6A-C8-61-87-1F-86-28-E2-88-22-82-08-E2-87-1D-72-C8-21-87-1C-6A-98-E1-85-14-4A-18-61-84-10-3A-D8-E0-82-08-12-18-20-80-FF-F9-F7-1F-E0-03
26/09/2016 12:21:41.672,RX,02-22-58-F2-E0-07-09-1A-B3-51-A7-02-00-06-28-A0-80-04-16-68-E0-81-09-2E-B8-E0-82-0B-2E-A8-60-82-0A-32-E8-60-84-15-5E-88-21-86-17-5E-78-21-86-19-6E-E8-E1-87-21-8A-38-22-89-24-9A-88-62-8A-2B-B2-E8-A2-8B-2D-BA-F8-22-8C-32-D6-98-E3-8E-3C-F2-D8-23-8F-3B-E6-88-A3-8D-34-CE-28-23-8A-03
26/09/2016 12:21:41.772,RX,02-20-35-00-E0-07-09-1A-F7-52-A7-02-8B-00-37-00-00-80-FC-FF-02-00-04-00-E3-0F-01-00-84-03-E8-03-9B-FF-A0-FF-04-00-0F-00-FE-FF-03-00-00-00-FF-FF-00-00-00-00-01-00-4D-A0-58-03-02-2B-47-82-E0-07-09-1A-F7-52-A7-02-02-8B-00-37-00-00-80-FC-FF-02-00-04-00-E3-0F-4D-01-00-FF-FF-FF-84-03-E8-03-05-FF-FF-00-FF-FF-E9-00-9B-FF-A0-FF-04-00-0F-00-FE-FF-03-00-F1-00-10-02-FE-00-0C-79-01-9E-01-A5-01-FB-01-00-00-CD-03
26/09/2016 12:21:41.872,RX,02-21-20-7C-E0-07-09-1A-87-4F-A7-02-FF-01-08-20-80-00-02-08-20-80-00-02-08-20-80-00-02-08-20-80-00-02-08-DC-03-02-24-2D-7C-E0-07-09-1A-BF-4F-A7-02-30-FF-30-FF-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-AF-01-11-FD-11-FD-11-FD-06-03
26/09/2016 12:21:41.972,RX,02-22-58-F3-E0-07-09-1A-AF-52-A7-02-32-C6-18-63-8C-30-AE-68-62-88-1D-6A-88-61-86-1D-8E-88-E2-8A-2B-A2-28-22-87-18-56-18-E1-83-0E-3E-08-E1-84-16-66-98-21-86-16-52-28-61-84-10-42-08-21-84-10-42-F8-60-83-0A-22-78-A0-81-07-22-88-E0-81-05-12-48-60-81-07-26-B8-E0-82-0A-22-68-20-4A-03
26/09/2016 12:21:42.150,RX,02-23-00-00-03
26/09/2016 12:21:42.166,TX,02-23-00-00-03
26/09/2016 12:21:42.267,RX,02-22-58-F4-E0-07-09-1A-AB-53-A7-02-04-0E-28-E0-80-04-0E-38-A0-80-00-FE-D7-9F-7F-FE-FD-07-60-80-02-0A-18-20-80-FF-F5-C7-9F-7E-FA-E5-67-1F-7D-F2-C1-E7-5E-7B-ED-B9-E7-9E-7B-EE-B9-D7-DE-7A-E9-A1-77-9E-79-E5-8D-07-DE-76-D6-45-C7-1C-72-C5-11-47-DC-70-C3-0D-47-5C-71-C6-29-D7-1C-67-03
26/09/2016 12:21:42.435,RX,02-22-58-F5-E0-07-09-1A-A7-54-A7-02-D1-51-77-9D-76-DD-81-37-DE-79-EA-B5-07-DF-7C-F5-D9-67-DF-7D-F8-E5-B7-5F-7F-FE-FD-E7-5F-7F-FC-E9-97-1F-7E-F8-E1-77-1F-7E-F9-E9-97-5F-7E-F9-E5-97-9F-7E-FB-F1-D7-5F-7F-FE-F9-D7-5F-7F-FE-FD-07-60-80-02-0E-38-60-80-01-02-08-E0-7F-FE-F5-B7-1F-02-03
