SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
12,2016,08,23,66197090,2,48,6.8,-3276.8,-5,0.1,0.25,4.029,71,38,65535,255,13.7,19.96,3,65535,0,65535,0,0,-1.14,-0.87,0,0.3,-0.2,0.18,24.3,531,254,-75,12,37.2,416,422,507,0
13,2016,08,23,66198082,2,48,6.4,-3276.8,-5,0.15,0.3,4.029,71,37,65535,255,13.7,18.58,3,65535,0,65535,0,0,-1.13,-0.79,0.01,0.2,-0.27,0.12,24.3,531,254,4,12,37.2,415,421,508,0
14,2016,08,23,66199089,2,48,6.4,-3276.8,-8,0.11,0.26,4.029,71,38,65535,255,13.7,13.48,3,65535,0,65535,0,0,-1.14,-0.81,0.03,0.2,0.03,0.3,24.3,531,254,-75,12,37.2,415,422,508,0
15,2016,08,23,66200088,2,48,6.6,-3276.8,-10,0.05,0.13,4.029,71,34,65535,255,13.7,11.22,2,65535,0,65535,0,0,-1.02,-0.95,0.14,0.22,-0.06,0.14,24.3,531,254,-75,12,37.2,414,422,507,0
16,2016,08,23,66201088,2,48,6.6,-3276.8,-10,0.02,0.07,4.029,71,31,65535,255,13.7,10.16,2,65535,0,65535,0,1,-1,-0.96,0.14,0.2,0.06,0.15,24.3,528,254,4,12,37.2,403,408,481,0
17,2016,08,23,66202089,2,49,7.2,-3276.8,-10,0.02,0.04,4.029,71,28,65535,255,13.7,9.04,2,65535,0,65535,0,0,-1,-0.96,0.13,0.2,0.04,0.14,24.3,531,254,-75,12,37.2,415,421,507,0
18,2016,08,23,66203089,2,49,7.2,-3276.8,-10,0.01,0.04,4.029,71,30,65535,255,13.7,9.2,2,65535,0,65535,0,1,-1,-0.96,0.14,0.21,0.06,0.14,24.3,528,254,-75,12,37.2,416,422,507,0
19,2016,08,23,66204091,2,49,7.7,-3276.8,-10,0.01,0.03,4.028,71,32,65535,255,13.7,9.28,2,65535,0,65535,1,0,-1,-0.97,0.14,0.2,0.04,0.13,24.3,528,254,-75,12,37.2,415,422,508,0
20,2016,08,23,66205091,2,49,7.7,-3276.8,-10,0.02,0.04,4.028,71,29,65535,255,13.36,8.36,2,65535,0,65535,1,1,-1.02,-0.96,0.12,0.2,0.03,0.12,24.3,528,254,-75,12,37.2,415,421,507,0
21,2016,08,23,66206091,2,50,8.1,-3276.8,-10,0.02,0.06,4.028,71,26,65535,255,13.36,8.3,2,65535,0,65535,1,2,-1.01,-0.97,0.1,0.2,0.03,0.12,24.3,528,254,3,12,37.2,415,421,507,0
22,2016,08,23,66207091,2,51,8.1,-3276.8,-9,0.02,0.04,4.028,71,25,65535,255,13.36,7.42,1,65535,0,65535,1,3,-1.01,-0.97,0.12,0.2,0.01,0.1,24.3,528,254,-75,12,37.2,415,421,508,0
23,2016,08,23,66208090,2,52,8.5,-3276.8,-9,0.03,0.16,4.028,71,26,65535,255,13.36,6.82,1,65535,0,65535,1,4,-1.13,-0.96,0.12,0.24,0.02,0.16,24.3,528,254,4,12,37.2,415,415,487,0
24,2016,08,23,66209092,2,53,8.5,-3276.8,-9,0.04,0.1,4.028,71,26,65535,255,13.36,10.04,1,65535,0,65535,0,0,-1.04,-0.95,0.06,0.24,-0.03,0.13,24.3,531,254,4,12,37.2,415,422,507,0
25,2016,08,23,66210092,2,53,9.1,-3276.8,-6,0.08,0.14,4.028,71,34,65535,255,13.36,11.54,1,65535,0,65535,1,0,-1.03,-0.96,0,0.16,-0.02,0.03,24.4,528,254,1,12,37.2,415,422,507,0
26,2016,08,23,66211086,2,53,9.1,-3276.8,-6,0.04,0.1,4.028,71,39,65535,255,13.36,9.1,1,65535,0,65535,0,0,-1.07,-0.97,0.02,0.15,-0.07,0.04,24.4,531,254,5,12,37.2,415,422,508,0
27,2016,08,23,66212092,2,53,9.7,-3276.8,-7,0.02,0.07,4.028,71,38,65535,255,13.36,8.3,1,65535,0,65535,0,1,-1.03,-0.97,0.08,0.18,-0.01,0.06,24.4,528,254,-75,12,37.2,415,422,507,0
28,2016,08,23,66213091,2,54,9.7,-3276.8,-7,0.01,0.07,4.028,71,37,65535,255,13.36,7.86,1,65535,0,65535,0,2,-1.01,-0.97,0.07,0.2,0,0.04,24.4,528,254,-75,12,37.2,415,422,508,0
29,2016,08,23,66214091,2,54,10.2,-3276.8,-6,0.02,0.06,4.028,71,36,65535,255,13.36,7.86,1,65535,0,65535,0,3,-1.01,-0.96,0.04,0.15,0,0.07,24.4,528,0,-75,12,37.1,415,421,507,0
30,2016,08,23,66215092,2,54,10.2,-3276.8,-8,0.06,0.09,4.028,71,33,65535,255,13.36,7.58,1,65535,0,65535,0,4,-1.03,-0.97,0.07,0.22,-0.01,0.08,24.4,528,254,-75,12,37.1,416,422,507,0
31,2016,08,23,66216092,2,54,10.7,-3276.8,-10,0.06,0.12,4.027,71,33,65535,255,13.36,7.46,1,65535,0,65535,0,0,-1.04,-0.93,0.19,0.3,0.01,0.12,24.4,531,254,-75,12,37.1,415,421,508,0
32,2016,08,23,66217092,2,54,10.7,-3276.8,-17,0.18,0.36,4.027,71,39,65535,255,13.36,12.22,1,65535,0,65535,0,0,-1.07,-0.78,0.21,0.57,-0.02,0.14,24.4,531,254,0,12,37.1,415,421,508,0
33,2016,08,23,66218095,2,54,11.1,-3276.8,-17,0.09,0.32,4.027,71,45,65535,255,13.36,15.38,1,65535,0,65535,0,0,-1.16,-0.65,0.21,0.59,-0.22,0.18,24.4,531,254,-75,12,37.1,415,420,507,0
34,2016,08,23,66219093,2,54,11.1,-3276.8,-15,0.05,0.08,4.027,71,39,65535,255,13.36,11.82,4,65535,0,65535,1,0,-1,-0.96,0.21,0.28,0.06,0.15,24.4,528,254,7,12,37.1,415,421,508,0
35,2016,08,23,66220095,2,54,11.2,-3276.8,-15,0.03,0.08,4.027,71,34,65535,255,13.36,10.7,3,65535,0,65535,1,1,-1,-0.95,0.21,0.25,0.07,0.18,24.4,528,254,1,12,37.1,412,421,500,0
36,2016,08,23,66221096,2,55,11.2,-3276.8,-13,0.04,0.12,4.027,71,31,65535,255,13.36,10.14,3,65535,0,65535,0,0,-1.06,-0.86,0.1,0.26,0.07,0.16,24.4,531,254,-75,12,37.1,416,421,507,0
37,2016,08,23,66222096,2,55,11,-3276.8,-14,0.04,0.19,4.027,71,30,65535,255,13.36,14.46,3,65535,0,65535,0,0,-1.06,-0.92,0.03,0.32,0.02,0.16,24.4,531,254,-75,12,37.1,423,431,516,0
38,2016,08,23,66223092,2,55,11,-3276.8,-14,0.04,0.09,4.027,71,31,65535,255,13.36,13.84,2,65535,0,65535,0,0,-1.03,-0.92,0.19,0.32,0,0.16,24.4,531,254,4,12,37.1,414,422,508,0
39,2016,08,23,66224091,2,55,11.1,-3276.8,-10,0.15,0.21,4.027,71,28,65535,255,13.36,12.52,2,65535,0,65535,0,1,-1.06,-0.95,-0.02,0.21,0.07,0.21,24.4,528,195,-75,12,37.1,414,421,507,0
40,2016,08,23,66225097,2,55,11.1,-3276.8,-8,0.12,0.16,4.027,71,26,65535,255,13.36,10.9,2,65535,0,65535,0,2,-1.06,-0.97,-0.08,0.02,0.14,0.18,24.4,528,254,-75,12,37.1,409,416,516,0
41,2016,08,23,66226095,2,55,11.2,-3276.8,-19,0.36,0.57,4.027,71,25,65535,255,13.36,8.58,2,65535,0,65535,0,3,-1.03,-0.68,-0.03,0.78,0.13,0.18,24.4,528,254,-75,12,37.1,415,422,508,0
42,2016,08,23,66227095,2,55,11.2,-3276.8,-28,0.32,0.53,4.027,71,25,65535,255,13.36,7.16,2,65535,0,65535,1,0,-0.85,-0.63,0.26,0.79,0.01,0.18,24.5,528,254,6,12,37.1,415,421,508,0
43,2016,08,23,66228097,2,55,11.4,-3276.8,-5,0.82,1.09,4.027,71,29,65535,255,13.36,7.98,2,65535,0,65535,1,1,-1.01,-0.55,-0.85,0.24,-0.2,0.04,24.5,528,254,-75,12,37.1,414,422,508,0
44,2016,08,23,66229092,2,55,11.4,-3276.8,18,0.54,0.77,4.026,71,37,65535,255,13.36,6.4,2,65535,0,65535,1,2,-0.96,-0.56,-0.97,0.4,-0.24,0.12,24.5,528,254,-75,12,37.1,416,422,509,0
45,2016,08,23,66230095,2,55,11.6,-3276.8,-21,0.83,0.97,4.026,71,35,65535,255,13.36,6.16,1,65535,0,65535,1,3,-0.85,-0.49,0.39,0.97,0.02,0.16,24.5,528,254,-75,12,37.1,415,422,507,0
46,2016,08,23,66231095,2,56,11.6,-3276.8,7,0.56,1.15,4.026,71,32,65535,255,13.36,3.46,1,65535,0,65535,1,4,-0.97,-0.55,-1.03,0.95,-0.19,0.13,24.5,528,254,2,12,37.1,415,421,508,0
47,2016,08,23,66232097,2,56,11.8,-3276.8,29,0.74,1.14,4.026,71,33,65535,255,13.36,3.9,1,65535,0,65535,1,5,-0.75,-0.46,-1.01,-0.65,-0.21,-0.14,24.5,528,254,-75,12,37.1,415,422,507,0
48,2016,08,23,66233097,2,56,11.8,-3276.8,18,0.28,1.14,4.026,71,35,65535,255,13.36,6.68,1,65535,0,65535,1,6,-0.75,-0.46,-1.01,-0.65,-0.21,-0.14,24.5,528,254,12,12,37.1,415,421,508,0
49,2016,08,23,66234097,2,56,12,-3276.8,11,0.18,0.42,4.026,71,41,65535,255,13.36,6.7,1,65535,0,65535,1,7,-0.98,-0.68,-0.63,-0.02,-0.16,0.02,24.5,528,254,-75,12,37.1,422,426,514,0
50,2016,08,23,66235097,2,56,12,-3276.8,5,0.18,0.25,4.026,71,41,65535,255,13.36,5.54,1,65535,0,65535,1,8,-1.01,-0.97,-0.14,-0.04,-0.02,0.02,24.5,528,254,-75,12,37.1,415,422,507,0
51,2016,08,23,66236097,2,56,12.2,-3276.8,-5,0.28,0.33,4.026,71,38,65535,255,13.36,5.02,1,65535,0,65535,1,9,-1.03,-0.95,-0.13,0.26,-0.03,0.12,24.5,528,254,8,12,37.1,415,422,508,0
52,2016,08,23,66237098,2,57,12.2,-3276.8,-9,0.11,0.39,4.026,71,34,65535,255,13.36,5.08,1,65535,0,65535,1,10,-1.04,-0.95,0.22,0.38,0.03,0.16,24.5,528,254,-75,12,37.1,407,419,482,0
53,2016,08,23,66238098,2,57,12.3,-3276.8,-11,0.05,0.22,4.026,71,30,65535,255,13.36,4.9,2,65535,0,65535,1,11,-1,-0.92,0.19,0.34,0.04,0.12,24.5,528,254,-75,12,37.1,415,422,508,0
54,2016,08,23,66239097,2,58,12.3,-3276.8,-12,0.08,0.16,4.026,71,27,65535,255,13.36,7.22,6,65535,0,65535,0,0,-1,-0.92,0.13,0.22,0.04,0.25,24.6,531,254,6,12,37.1,415,421,507,0
55,2016,08,23,66240097,2,58,12.6,-3276.8,-14,0.06,0.13,4.026,71,25,65535,255,13.36,7.12,5,65535,0,65535,1,0,-1.03,-0.95,0.13,0.21,0,0.26,24.6,528,254,7,12,37.1,415,421,507,0
56,2016,08,23,66241098,2,58,12.6,-3276.8,-11,0.15,0.13,4.026,71,22,65535,255,13.36,6.32,5,65535,0,65535,1,1,-1,-0.95,0.13,0.2,0.1,0.27,24.6,528,254,4,12,37.1,415,422,508,0
57,2016,08,23,66242097,2,58,12.7,-3276.8,-10,0.06,0.21,4.026,71,20,65535,255,13.36,6.02,4,65535,0,65535,1,2,-1.01,-0.95,0.15,0.21,-0.1,0.1,24.6,528,254,10,12,37.1,415,421,507,0
58,2016,08,23,66243098,2,59,12.7,-3276.8,-9,0.03,0.12,4.026,71,19,65535,255,13.36,5.72,4,65535,0,65535,1,3,-1,-0.96,0.14,0.2,-0.06,0.02,24.6,528,254,-75,12,37.1,415,422,507,0
59,2016,08,23,66244098,2,60,13,-3276.8,-8,0.02,0.07,4.026,71,17,65535,255,13.36,5.58,12,65535,0,65535,1,4,-1,-0.97,0.09,0.19,-0.02,0.06,24.6,528,254,-75,12,37.1,415,418,507,0
60,2016,08,23,66245097,2,64,13,-3276.8,-7,0.02,0.08,4.026,71,16,65535,255,13.1,5.56,19,65535,0,65535,1,5,-1.01,-0.97,0.08,0.16,0.01,0.09,24.6,528,254,-75,12,37.1,415,421,508,0
61,2016,08,23,66246098,2,67,11.7,-3276.8,-7,0.02,0.08,4.026,71,15,65535,255,13.1,5.42,24,65535,100,65535,1,6,-1.01,-0.96,0.06,0.16,0.01,0.08,24.6,512,254,-75,12,37.1,422,433,517,0
62,2016,08,23,66247098,2,71,11.7,-3276.8,-7,0.01,0.04,4.026,71,14,65535,255,13.1,5.02,29,65535,100,65535,1,7,-1.02,-0.97,0.07,0.18,0,0.08,24.6,512,254,-75,12,37.1,415,422,508,0
63,2016,08,23,66248097,2,73,10.5,-3276.8,-7,0.01,0.06,4.026,71,12,65535,255,13.1,5.3,26,65535,100,65535,1,8,-1,-0.97,0.06,0.15,0,0.07,24.6,512,254,-75,12,37.1,415,421,508,0
64,2016,08,23,66249098,2,75,10.5,-3276.8,-7,0.01,0.04,4.026,71,11,65535,255,13.1,5.56,23,65535,100,65535,1,9,-1.01,-0.97,0.07,0.16,0,0.07,24.6,512,254,-75,12,37.1,416,421,507,0
65,2016,08,23,66250098,2,77,9.8,-3276.8,-7,0.01,0.04,4.026,71,12,65535,255,13.1,5.66,20,65535,100,65535,1,10,-1,-0.97,0.07,0.18,0,0.07,24.6,512,254,-75,12,37.1,415,422,508,0
66,2016,08,23,66251097,2,78,9.8,-3276.8,-7,0.01,0.04,4.026,71,12,65535,255,12.32,5.58,22,65535,100,65535,1,11,-1.01,-0.97,0.09,0.19,0.01,0.08,24.6,512,254,-75,12,37.1,416,421,507,0
67,2016,08,23,66252098,2,81,9.1,-3276.8,-7,0.01,0.04,4.026,71,13,65535,255,12.32,5.52,22,65535,100,65535,1,12,-1.01,-0.96,0.09,0.18,0.01,0.08,24.6,512,254,-75,12,37.1,414,422,507,0
68,2016,08,23,66253097,2,83,9.1,-3276.8,-6,0.02,0.04,4.026,71,12,65535,255,12.32,4.62,19,65535,0,65535,1,13,-1.01,-0.97,0.07,0.16,0.01,0.09,24.7,528,254,8,12,37.1,415,421,507,0
69,2016,08,23,66254098,2,85,8.5,-3276.8,-6,0.01,0.06,4.026,71,12,65535,255,12.32,4.5,22,65535,100,65535,1,14,-1.01,-0.97,0.04,0.16,0,0.07,24.7,512,254,-75,12,37.1,415,421,507,0
70,2016,08,23,66255098,2,87,8.5,-3276.8,-6,0.01,0.03,4.026,71,12,65535,255,12.32,4.34,27,65535,100,65535,1,15,-1.01,-0.96,0.07,0.15,0,0.07,24.7,512,254,-75,12,37.1,415,420,507,0
