Time, Type, Data
26/09/2016 19:21:11.078,RX,02-14-00-00-06
26/09/2016 19:21:11.179,RX,02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06
26/09/2016 19:21:11.279,RX,02-16-00-00-06-02-1E-00-00-06-02-BC-00-00-06
26/09/2016 19:21:11.439,RX,02-22-58-00-E0-07-09-1A-DF-B8-14-03-DE-8F-50-0E-80-1A-73-2F-82-02-D2-B7-2E-7A-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-E9-B7-97-8F-C1-05-A7-03-BB-D9-25-FF-7F-8F-00-0F-58-28-A1-84-12-4A-28-A1-84-13-56-E0-20-80-F7-09-B8-92-1B-B7-B8-6F-40-C1-F7-B3-8F-5E-7B-ED-B5-D7-5E-3B-F8-03
26/09/2016 19:21:11.582,RX,02-20-35-00-E0-07-09-1A-4B-BA-14-03-54-00-3A-00-00-80-A1-00-2C-00-B8-00-E4-0F-23-00-D0-0C-14-9B-1C-00-B7-00-45-FF-22-00-7A-FF-0A-00-00-00-FF-FF-00-00-00-00-00-00-4E-20-F8-03
26/09/2016 19:21:11.683,RX,02-2B-47-00-E0-07-09-1A-4B-BA-14-03-02-54-00-3A-00-00-80-A1-00-2C-00-B8-00-E4-0F-4E-23-00-FF-FF-FF-D0-0C-14-9B-03-FF-FF-00-FF-FF-00-00-1C-00-B7-00-45-FF-22-00-7A-FF-0A-00-C0-00-13-02-FE-B5-0C-73-01-9F-01-A6-01-FC-01-00-00-AC-03-02-2C-0D-12-E0-07-09-1A-4B-BA-14-03-40-10-00-64-73-03
26/09/2016 19:21:11.783,RX,02-22-58-01-E0-07-09-1A-DB-B9-14-03-B5-D7-5E-7B-ED-B5-D7-5E-3B-ED-A8-17-AF-7F-08-FD-7F-7D-E5-4C-50-9C-9F-7E-07-4A-70-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-8E-03
26/09/2016 19:21:11.930,RX,02-22-58-02-E0-07-09-1A-D3-BA-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-8F-03
26/09/2016 19:21:12.043,RX,02-23-00-00-03
26/09/2016 19:21:12.043,TX,02-23-00-00-03
26/09/2016 19:21:12.144,RX,02-21-20-00-E0-07-09-1A-CF-B8-14-03-FF-FD-07-A0-80-05-1E-A8-A0-84-16-7E-48-62-8A-31-D2-88-63-8E-38-CE-08-D4-03-02-24-2D-00-E0-07-09-1A-CF-B8-14-03-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-4C-03
26/09/2016 19:21:12.259,RX,02-22-58-03-E0-07-09-1A-CF-BB-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-BE-03
26/09/2016 19:21:12.428,RX,02-22-58-04-E0-07-09-1A-CB-BC-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-BF-03
26/09/2016 19:21:12.544,RX,02-20-35-01-E0-07-09-1A-37-BE-14-03-54-00-3A-00-00-80-9F-00-24-00-47-00-E3-0F-31-00-D0-0C-D0-57-3D-00-83-00-E8-FF-24-00-9A-FF-F4-FF-00-00-FF-FF-00-00-00-00-00-00-4D-A0-EA-03
26/09/2016 19:21:12.660,RX,02-2B-47-01-E0-07-09-1A-37-BE-14-03-02-54-00-3A-00-00-80-9F-00-24-00-47-00-E3-0F-4D-31-00-FF-FF-FF-D0-0C-D0-57-02-FF-FF-00-FF-FF-08-00-3D-00-83-00-E8-FF-24-00-9A-FF-F4-FF-C0-00-10-02-FE-B5-0C-73-01-A2-01-A9-01-FF-01-00-00-11-03
26/09/2016 19:21:12.761,RX,02-22-58-05-E0-07-09-1A-C7-BD-14-03-4A-74-01-C5-09-F2-87-2F-C3-3F-1E-CA-8C-BE-08-04-38-BF-7A-EA-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-87-03
26/09/2016 19:21:12.945,RX,02-22-58-06-E0-07-09-1A-C7-BE-14-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-3E-7A-ED-E2-5F-90-C1-EB-CC-A2-06-8A-00-DE-17-B0-03-16-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-3B-03
26/09/2016 19:21:13.045,TX,02-23-00-00-03
26/09/2016 19:21:13.129,RX,02-21-20-01-E0-07-09-1A-BB-BC-14-03-30-9A-08-62-86-0D-1A-C8-1F-7E-F4-C1-07-5F-7C-F3-D5-C7-5F-80-0C-52-08-45-03
26/09/2016 19:21:13.231,RX,02-24-2D-01-E0-07-09-1A-BB-BC-14-03-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-AA-00-33-F1-33-F1-33-F1-33-F1-33-F1-32-01-32-01-32-01-32-01-32-01-32-01-DE-03-02-22-58-07-E0-07-09-1A-C3-BF-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-D7-03
26/09/2016 19:21:13.431,RX,02-22-58-08-E0-07-09-1A-BF-C0-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-59-4C-F1-02-F6-03
26/09/2016 19:21:13.547,RX,02-20-35-02-E0-07-09-1A-1A-C2-14-03-54-00-37-00-00-80-9C-00-32-00-7F-00-E2-0F-46-00-D0-0C-9C-3B-04-00-ED-00-E5-FF-6B-00-A9-FF-20-00-00-00-FF-FF-00-00-00-00-00-00-4D-A0-36-03
26/09/2016 19:21:13.669,RX,02-2B-47-02-E0-07-09-1A-1A-C2-14-03-02-54-00-37-00-00-80-9C-00-32-00-7F-00-E2-0F-4D-46-00-FF-FF-FF-D0-0C-9C-3B-02-FF-FF-00-FF-FF-10-00-04-00-ED-00-E5-FF-6B-00-A9-FF-20-00-C0-00-10-02-FE-00-0C-73-01-A0-01-A7-01-FC-01-00-00-00-03
26/09/2016 19:21:13.778,RX,02-22-58-09-E0-07-09-1A-BB-C1-14-03-F9-7B-EF-C1-36-F2-39-5C-3D-08-0C-54-EF-FA-E8-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-E9-BC-BB-1F-43-05-6A-F3-18-10-59-03
26/09/2016 19:21:13.966,RX,02-22-58-0A-E0-07-09-1A-B2-C2-14-03-56-64-62-5A-BB-DB-CB-70-00-F4-AC-9B-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-CB-9E-3A-EF-EA-5B-90-C1-E2-73-96-34-C3-05-E2-AC-C8-F5-02-23-D8-3F-FC-E9-B0-D7-5E-3B-D0-03
26/09/2016 19:21:14.055,TX,02-23-00-00-03
26/09/2016 19:21:14.127,RX,02-21-20-02-E0-07-09-1A-AF-C0-14-03-1C-C2-C8-E3-95-67-DA-49-A9-A8-B7-F6-FA-6B-AE-AF-4A-EA-E7-99-34-6A-08-B7-03
26/09/2016 19:21:14.248,RX,02-24-2D-02-E0-07-09-1A-AF-C0-14-03-32-01-32-01-32-01-32-01-32-01-32-01-32-01-51-FD-51-FD-51-FD-51-FD-51-FD-F8-00-F8-00-F8-00-F8-00-3D-FF-3D-FF-74-03-02-22-58-0B-E0-07-09-1A-AE-C3-14-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-A4-DF-6E-7E-06-15-8C-9E-2B-65-92-F4-0F-7E-02-3D-60-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-0E-03
26/09/2016 19:21:14.449,RX,02-22-58-0C-E0-07-09-1A-AA-C4-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-11-C5-15-3C-34-90-7E-FD-92-C8-36-30-FD-10-20-BD-DF-2F-03-64-0F-80-0D-56-3C-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-A6-03
26/09/2016 19:21:14.565,RX,02-2C-0D-13-E0-07-09-1A-07-C6-14-03-00-10-00-01-CE-03-02-20-35-03-E0-07-09-1A-08-C6-14-03-55-00-37-00-00-80-A0-00-0E-00-37-00-E1-0F-7B-00-D0-0C-9C-3B-39-00-8F-00-06-00-3D-00-B5-FF-FE-FF-00-00-FF-FF-00-00-00-00-01-00-4D-A0-B3-03
26/09/2016 19:21:14.675,RX,02-2B-47-03-E0-07-09-1A-08-C6-14-03-02-55-00-37-00-00-80-A0-00-0E-00-37-00-E1-0F-4D-7B-00-FF-FF-FF-D0-0C-9C-3B-02-FF-FF-00-FF-FF-01-00-39-00-8F-00-06-00-3D-00-B5-FF-FE-FF-C0-00-10-02-FE-00-0C-73-01-9F-01-A5-01-FC-01-00-00-08-03-02-2C-0D-14-E0-07-09-1A-08-C6-14-03-40-10-64-00-B5-03
26/09/2016 19:21:14.791,RX,02-22-58-0D-E0-07-09-1A-A6-C5-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-73-03
26/09/2016 19:21:14.947,RX,02-23-00-00-03
26/09/2016 19:21:15.062,TX,02-23-00-00-03
26/09/2016 19:21:15.062,RX,02-22-58-0E-E0-07-09-1A-A8-C6-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-53-03
26/09/2016 19:21:15.165,RX,02-21-20-03-E0-07-09-1A-9A-C4-14-03-E6-35-77-DB-64-85-D5-25-97-5C-7B-11-A6-99-69-B4-39-B7-1D-7C-F9-01-08-FD-03-02-24-2D-03-E0-07-09-1A-9A-C4-14-03-3D-FF-3D-FF-BA-00-BA-00-BA-00-BA-00-BA-00-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-1A-03
26/09/2016 19:21:15.281,RX,02-22-58-0F-E0-07-09-1A-A4-C7-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-BB-03
26/09/2016 19:21:15.465,RX,02-22-58-10-E0-07-09-1A-A0-C8-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-FC-03
26/09/2016 19:21:15.580,RX,02-2C-0D-15-E0-07-09-1A-EC-C9-14-03-00-10-01-00-73-03-02-20-35-04-E0-07-09-1A-ED-C9-14-03-56-00-36-00-00-80-A3-00-0C-00-24-00-E1-0F-82-00-D0-0C-4C-1D-4E-00-78-00-F7-FF-1C-00-DC-FF-09-00-00-00-FF-FF-00-00-00-00-00-00-4D-20-76-03-02-2B-47-04-E0-07-09-1A-ED-C9-14-03-02-56-00-36-00-00-80-A3-00-0C-00-24-00-E1-0F-4D-82-00-FF-FF-FF-D0-0C-4C-1D-02-FF-FF-00-FF-FF-00-00-4E-00-78-00-F7-FF-1C-00-DC-FF-09-00-C0-00-13-02-FE-00-0C-73-01-9F-01-A5-01-FC-01-00-00-17-03
26/09/2016 19:21:15.727,RX,02-22-58-11-E0-07-09-1A-9C-C9-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-66-03
26/09/2016 19:21:15.965,RX,02-22-58-12-E0-07-09-1A-95-CA-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-12-03
26/09/2016 19:21:16.065,TX,02-23-00-00-03
26/09/2016 19:21:16.165,RX,02-21-20-04-E0-07-09-1A-90-C8-14-03-0A-32-D8-E0-82-08-02-C8-9F-7C-EE-A9-37-1E-78-DD-75-D7-DD-77-E0-91-07-EB-03
26/09/2016 19:21:16.281,RX,02-24-2D-04-E0-07-09-1A-90-C8-14-03-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-FB-FE-2C-03-02-22-58-13-E0-07-09-1A-91-CB-14-03-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-1A-03
