20:1:49,50
20:2:2,50
20:2:17,50
20:2:35,60
20:2:49,70
20:3:1,70
20:3:10,80
20:3:20,60
20:3:39,60
20:4:3,60
20:11:8,50
20:11:18,50
20:11:25,50
20:11:34,50
20:11:41,60
20:12:0,60
20:12:12,60
20:12:25,60
20:12:34,60
20:12:47,50
20:12:54,50
20:13:19,50
20:13:30,50
20:13:38,60
20:13:45,60
20:13:53,50
20:14:1,60
20:14:9,60
20:14:32,60
20:14:41,60
20:14:51,60
20:14:59,60
20:15:7,50
20:15:25,50
20:15:32,50
20:15:42,50
20:15:52,50
20:16:2,50
20:16:28,50
20:16:48,50
