Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
True,0.016336152234227887,96.0,0.10631713066685555,1.0,0
True,0.024697383109071568,96.0,0.39211707390810435,1.0,0
True,0.0354743438659985,95.0,0.27053821903917186,1.0,0
True,0.4471100646382053,99,-0.11829781316727983,1.0,1
True,0.019365329487176678,80,-1.133448600482851,1.0,2
True,0.0065954057644822765,80,-0.27145315053601404,1.0,2
True,0.1190537231867846,80,-0.15900915154351547,1.0,2
True,0.0030856924676729283,87,-0.38922222186509536,1.0,3
True,0.010303125791095285,74,2.1503671030855585,1.0,3
True,0.47738549877200603,74,0.01973407581138531,1.0,3
True,0.044765453305303037,74,-1.098481585292821,1.0,3
True,0.31034981185607674,88,0.9160938508861589,1.0,5
True,0.038628766136085436,96,0.3847795897107371,1.0,6
True,0.022959106965897542,88,1.611738082544262,1.0,6
True,0.0044514757028726185,83,0.43375558890176347,1.0,6
True,0.4256866592369347,83,-0.41768651170665505,1.0,6
True,0.014985014848265688,93,-1.1169464171981605,1.0,7
True,0.0037893837873379252,93,0.0287836986425285,1.0,7
True,0.024396395357357478,91,-0.09530839232069166,1.0,7
True,0.007087277866534509,90,-0.4439947983409349,1.0,7
True,0.0258645062371606,87,0.06466172069333931,1.0,7
True,0.026575548371997722,95,-0.5230451750748637,1.0,8
True,0.03148701283617122,95,0.003989409407310962,1.0,8
True,0.025989432709326382,95,-0.4369757062045254,1.0,8
True,0.005015317663082924,95,-0.47446757784324434,1.0,8
True,0.01120580608858967,95,-0.0816159957453979,1.0,8
True,0.06810665802418066,95,-0.2622492249813497,1.0,8
True,0.09114365940217466,100,-0.28463118386428876,1.0,9
True,0.22506993746057136,99,0.71380684823747,1.0,11
True,0.020281676631653176,95,-0.42879986075168786,1.0,11
True,0.013561826536235652,92,-0.14653581891109946,1.0,11
True,0.01670848054439291,92,-1.102144063681393,1.0,11
True,0.020194822723048126,88,0.30298237554788976,1.0,11
True,0.22210901948289719,95,0.6926097515928005,1.0,12
False,0.013748475297879207,100,17.0290579445928,0.9714285714285714,13
True,0.003182180859075401,99,-0.05855501051094958,0.9722222222222222,13
True,0.023088345054299672,99,-0.7105501483987708,0.972972972972973,13
True,0.01603381431098928,88,0.11637092255900261,0.9736842105263158,13
True,0.49674288941973266,88,0.08818191432839617,0.9743589743589743,13
True,0.010176080703966627,88,-1.045939190299587,0.975,13
