SeqNo, Year, Month, Day, ms, ECG Data
0,2016,09,18,62985053,514
,,,,,503
,,,,,499
,,,,,502
,,,,,502
,,,,,495
,,,,,494
,,,,,503
,,,,,509
,,,,,507
,,,,,506
,,,,,512
,,,,,514
,,,,,508
,,,,,504
,,,,,510
,,,,,517
,,,,,514
,,,,,508
,,,,,510
,,,,,515
,,,,,513
,,,,,509
,,,,,510
,,,,,515
,,,,,513
,,,,,506
,,,,,506
,,,,,513
,,,,,517
,,,,,513
,,,,,514
,,,,,523
,,,,,529
,,,,,524
,,,,,520
,,,,,525
,,,,,527
,,,,,522
,,,,,517
,,,,,522
,,,,,527
,,,,,522
,,,,,516
,,,,,519
,,,,,525
,,,,,523
,,,,,517
,,,,,518
,,,,,524
,,,,,522
,,,,,516
,,,,,515
,,,,,522
,,,,,523
,,,,,517
,,,,,514
,,,,,520
,,,,,523
,,,,,517
,,,,,515
,,,,,521
,,,,,523
1,2016,09,18,62985305,516
,,,,,508
,,,,,508
,,,,,511
,,,,,506
,,,,,501
,,,,,505
,,,,,512
,,,,,510
,,,,,504
,,,,,504
,,,,,509
,,,,,507
,,,,,501
,,,,,502
,,,,,510
,,,,,513
,,,,,507
,,,,,505
,,,,,511
,,,,,513
,,,,,507
,,,,,504
,,,,,510
,,,,,514
,,,,,509
,,,,,504
,,,,,509
,,,,,514
,,,,,510
,,,,,504
,,,,,506
,,,,,512
,,,,,510
,,,,,505
,,,,,507
,,,,,513
,,,,,512
,,,,,505
,,,,,504
,,,,,508
,,,,,506
,,,,,499
,,,,,497
,,,,,506
,,,,,511
,,,,,508
,,,,,505
,,,,,511
,,,,,513
,,,,,508
,,,,,504
,,,,,509
,,,,,514
,,,,,510
,,,,,505
,,,,,508
,,,,,514
,,,,,512
,,,,,506
,,,,,508
,,,,,513
,,,,,512
2,2016,09,18,62985557,506
,,,,,506
,,,,,512
,,,,,513
,,,,,507
,,,,,505
,,,,,511
,,,,,514
,,,,,509
,,,,,505
,,,,,510
,,,,,512
,,,,,506
,,,,,501
,,,,,507
,,,,,513
,,,,,511
,,,,,506
,,,,,509
,,,,,515
,,,,,513
,,,,,507
,,,,,508
,,,,,514
,,,,,512
,,,,,506
,,,,,507
,,,,,513
,,,,,514
,,,,,508
,,,,,506
,,,,,512
,,,,,514
,,,,,509
,,,,,506
,,,,,511
,,,,,515
,,,,,510
,,,,,505
,,,,,510
,,,,,515
,,,,,511
,,,,,505
,,,,,509
,,,,,515
,,,,,513
,,,,,507
,,,,,508
,,,,,514
,,,,,512
,,,,,506
,,,,,507
,,,,,514
,,,,,515
,,,,,508
,,,,,506
,,,,,512
