SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
236,2016,09,26,53974469,2,64,21.1,-3276.8,10,0.16,0.28,4.038,73,13,65535,255,0,3.96,7,65535,0,65535,0,0,-1.14,-0.92,-0.16,0.26,-0.14,0.12,24.6,531,235,0,12,37.2,418,433,516,0
237,2016,09,26,53975465,2,64,21.1,-3276.8,15,0.1,0.21,4.038,73,12,65535,255,0,1.7,7,65535,0,65535,0,0,-1,-0.93,0.24,0.37,-0.15,-0.01,24.6,531,254,-75,12,37.2,415,420,508,0
238,2016,09,26,53976469,2,0,20.5,-3276.8,14,0.02,0.16,4.038,73,12,65535,255,0.8,0.78,6,65535,0,65535,0,0,-0.98,-0.91,0.24,0.38,-0.14,-0.02,24.6,531,254,0,12,37.2,416,422,507,0
239,2016,09,26,53977463,2,0,20.5,-3276.8,17,0.07,0.06,4.038,73,11,65535,255,0.8,0.34,5,65535,0,65535,0,0,-1,-0.95,0.22,0.32,-0.12,-0.01,24.6,531,254,0,12,37.2,416,421,508,0
240,2016,09,26,53978467,2,0,20,-3276.8,17,0.05,0.14,4.038,73,10,65535,255,0.8,0.14,5,65535,0,65535,0,0,-0.98,-0.92,0.25,0.42,-0.15,-0.01,24.6,531,254,0,12,37.2,415,421,508,0
241,2016,09,26,53979467,2,0,20,-3276.8,18,0.06,0.1,4.038,73,10,65535,255,0.8,2.86,4,65535,0,65535,0,0,-0.98,-0.9,0.21,0.39,-0.18,0.03,24.6,531,254,0,12,37.2,414,421,508,0
242,2016,09,26,53980467,2,0,19.2,-3276.8,18,0.02,0.12,4.038,73,9,65535,255,0.8,1.32,4,65535,0,65535,0,0,-1.06,-0.85,0.27,0.43,-0.12,0.03,24.6,531,254,-75,12,37.2,415,421,508,0
243,2016,09,26,53981467,2,0,19.2,-3276.8,17,0.03,0.06,4.038,73,8,65535,255,0.8,0.56,3,65535,0,65535,0,0,-0.97,-0.93,0.26,0.36,-0.12,-0.02,24.6,531,95,-75,12,37.2,415,422,507,0
244,2016,09,26,53982469,2,0,18.2,-3276.8,19,0.05,0.12,4.038,73,9,65535,255,0.8,2.92,3,65535,0,65535,0,0,-1,-0.92,0.24,0.42,-0.14,0.03,24.6,531,0,-75,12,37.2,416,422,508,0
245,2016,09,26,53983468,2,0,18.2,-3276.8,21,0.04,0.08,4.038,73,10,65535,255,0.8,1.26,3,65535,0,65535,0,0,-0.97,-0.87,0.32,0.43,-0.13,-0.01,24.6,531,254,-75,12,37.2,415,422,507,0
246,2016,09,26,53984468,2,0,17,-3276.8,21,0.02,0.07,4.038,73,10,65535,255,0.8,0.58,3,65535,0,65535,0,0,-0.97,-0.92,0.36,0.43,-0.1,-0.02,24.6,531,175,-75,12,37.2,415,417,503,0
