Time, Type, Data
26/09/2016 14:59:17.417,RX,02-24-2D-DB-E0-07-09-1A-B1-98-37-03-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-2A-03-02-22-58-6F-E0-07-09-1A-B5-9B-37-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-13-03
26/09/2016 14:59:17.520,RX,02-14-00-00-06-02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06
26/09/2016 14:59:17.620,RX,02-16-00-00-06-02-1E-00-00-06-02-BC-00-00-06-02-20-35-00-E0-07-09-1A-95-9D-37-03-00-00-CD-00-00-80-0E-00-02-00-10-00-C6-0F-0C-00-20-03-0C-03-9E-FF-A5-FF-18-00-26-00-F2-FF-FE-FF-00-00-FF-FF-00-00-00-00-00-00-49-20-54-03
26/09/2016 14:59:17.721,RX,02-2B-47-EE-E0-07-09-1A-95-9D-37-03-02-00-00-CD-00-00-80-0E-00-02-00-10-00-C6-0F-49-0C-00-FF-FF-FF-20-03-0C-03-06-FF-FF-00-FF-FF-00-00-9E-FF-A5-FF-18-00-26-00-F2-FF-FE-FF-F6-00-13-02-FE-00-0C-74-01-A0-01-A6-01-FB-01-00-00-08-03-02-22-58-70-E0-07-09-1A-B5-9C-37-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-15-03
26/09/2016 14:59:17.885,RX,02-22-58-71-E0-07-09-1A-B1-9D-37-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-1D-03
26/09/2016 14:59:18.135,RX,02-22-58-72-E0-07-09-1A-AD-9E-37-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-DC-03
26/09/2016 14:59:18.311,RX,02-23-00-00-03
26/09/2016 14:59:18.405,TX,02-23-00-00-03
26/09/2016 14:59:18.431,RX,02-21-20-DC-E0-07-09-1A-A5-9C-37-03-FD-F5-D7-5F-7F-FD-F9-E7-9F-7F-FF-FD-F7-DF-7F-FF-FD-F7-DF-7F-FF-FD-07-70-03-02-24-2D-DC-E0-07-09-1A-A5-9C-37-03-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-A2-F8-DA-03-02-22-58-73-E0-07-09-1A-A7-9F-37-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-7C-03
26/09/2016 14:59:18.613,RX,02-20-35-01-E0-07-09-1A-77-A1-37-03-00-00-CD-00-00-80-11-00-07-00-06-00-C6-0F-0B-00-20-03-54-01-9C-FF-A1-FF-16-00-20-00-F4-FF-FF-FF-00-00-FF-FF-00-00-00-00-00-00-49-20-E3-03
