Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
True,0.07061399853687174,93.0,-0.13129104707258676,1.0,0,5.80454569747923,6.0,5.80454569747923,6.0
