SeqNo, Year, Month, Day, ms, ECG Data
0,2016,09,16,5753613,519
,,,,,520
,,,,,520
,,,,,520
,,,,,520
,,,,,521
,,,,,522
,,,,,523
,,,,,523
,,,,,524
,,,,,523
,,,,,521
,,,,,519
,,,,,517
,,,,,515
,,,,,514
,,,,,513
,,,,,512
,,,,,511
,,,,,510
,,,,,508
,,,,,507
,,,,,505
,,,,,503
,,,,,501
,,,,,501
,,,,,501
,,,,,502
,,,,,502
,,,,,502
,,,,,501
,,,,,499
,,,,,496
,,,,,492
,,,,,487
,,,,,485
,,,,,484
,,,,,486
,,,,,489
,,,,,490
,,,,,489
,,,,,487
,,,,,485
,,,,,484
,,,,,486
,,,,,490
,,,,,494
,,,,,498
,,,,,500
,,,,,500
,,,,,499
,,,,,496
,,,,,493
,,,,,490
,,,,,489
,,,,,489
,,,,,488
,,,,,488
,,,,,488
,,,,,488
,,,,,487
,,,,,487
,,,,,487
1,2016,09,16,5753865,488
,,,,,490
,,,,,492
,,,,,494
,,,,,497
,,,,,499
,,,,,500
,,,,,500
,,,,,499
,,,,,498
,,,,,496
,,,,,495
,,,,,494
,,,,,495
,,,,,496
,,,,,497
,,,,,498
,,,,,498
,,,,,498
,,,,,497
,,,,,496
,,,,,495
,,,,,495
,,,,,496
,,,,,498
,,,,,500
,,,,,501
,,,,,501
,,,,,501
,,,,,500
,,,,,499
,,,,,498
,,,,,498
,,,,,498
,,,,,497
,,,,,497
,,,,,497
,,,,,496
,,,,,495
,,,,,495
,,,,,494
,,,,,495
,,,,,496
,,,,,497
,,,,,499
,,,,,500
,,,,,501
,,,,,501
,,,,,500
,,,,,499
,,,,,499
,,,,,498
,,,,,499
,,,,,500
,,,,,501
,,,,,502
,,,,,502
,,,,,501
,,,,,500
,,,,,499
,,,,,498
,,,,,497
,,,,,497
2,2016,09,16,5754117,498
,,,,,498
,,,,,499
,,,,,499
,,,,,498
,,,,,497
,,,,,495
,,,,,494
,,,,,494
,,,,,494
,,,,,496
,,,,,497
,,,,,500
,,,,,501
,,,,,503
,,,,,503
,,,,,503
,,,,,502
,,,,,501
,,,,,502
,,,,,506
,,,,,513
,,,,,522
,,,,,531
,,,,,536
,,,,,532
,,,,,519
,,,,,502
,,,,,486
,,,,,474
,,,,,467
,,,,,467
,,,,,470
,,,,,474
,,,,,480
,,,,,485
,,,,,491
,,,,,496
,,,,,500
,,,,,505
,,,,,509
,,,,,513
,,,,,515
,,,,,516
,,,,,514
,,,,,513
,,,,,513
,,,,,514
,,,,,517
,,,,,522
,,,,,526
,,,,,530
,,,,,532
,,,,,532
,,,,,533
,,,,,533
,,,,,533
,,,,,532
,,,,,532
,,,,,531
,,,,,530
,,,,,527
,,,,,523
3,2016,09,16,5754369,518
,,,,,512
,,,,,506
,,,,,501
,,,,,499
,,,,,498
,,,,,500
,,,,,504
,,,,,508
,,,,,512
,,,,,515
,,,,,518
,,,,,520
,,,,,522
,,,,,525
,,,,,527
,,,,,530
,,,,,532
,,,,,533
,,,,,533
,,,,,532
,,,,,530
,,,,,527
,,,,,523
,,,,,521
,,,,,519
,,,,,519
,,,,,519
,,,,,520
,,,,,520
,,,,,520
,,,,,519
,,,,,518
,,,,,517
,,,,,515
,,,,,514
,,,,,514
,,,,,514
,,,,,513
,,,,,512
,,,,,510
,,,,,506
,,,,,502
,,,,,499
,,,,,497
,,,,,495
,,,,,494
,,,,,494
,,,,,493
,,,,,491
,,,,,489
,,,,,487
,,,,,486
,,,,,487
,,,,,488
,,,,,490
,,,,,491
,,,,,492
,,,,,494
,,,,,498
,,,,,503
,,,,,507
,,,,,509
4,2016,09,16,5754621,509
,,,,,507
,,,,,504
,,,,,502
,,,,,500
,,,,,499
,,,,,498
,,,,,496
,,,,,494
,,,,,493
,,,,,491
,,,,,491
,,,,,491
,,,,,492
,,,,,494
,,,,,497
,,,,,500
,,,,,503
,,,,,505
,,,,,506
,,,,,507
,,,,,507
,,,,,508
,,,,,508
,,,,,509
,,,,,510
,,,,,510
,,,,,510
,,,,,509
,,,,,508
,,,,,506
,,,,,504
,,,,,503
,,,,,502
,,,,,502
,,,,,502
,,,,,502
,,,,,502
,,,,,501
,,,,,500
,,,,,500
