Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
True,0.04656854915418565,98.0,2.253687171338421,1.0,0,6.1995386629927705,4.1,6.1995386629927705,4.1
