Trusted?,Disparity,Health,Time Remaining,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.0,100.0,120,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.03935592529166603,98.0,103,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.058545954418470936,97.0,93,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.12222282797301565,91.0,88,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.039788616451928834,88.0,80,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.08688108426911934,88.0,72,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.05416686387514458,69.0,59,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.06629714819702527,67.0,45,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.0582946907518081,62.0,32,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.31903812092028194,58.0,24,0.0,0,2.1,5.598393052636333,2.1,5.598393052636333
False,0.0568318675913849,68.0,91,0.0,1,3.7905315236828443,3.55,3.7905315236828443,3.55
False,0.06113451089655536,63.0,80,0.0,1,3.7905315236828443,3.55,3.7905315236828443,3.55
False,0.18986658127028308,63.0,71,0.0,1,3.7905315236828443,3.55,3.7905315236828443,3.55
False,0.06864583629746222,72.0,87,0.0,2,4.0,2.8735401804907856,4.0,2.8735401804907856
False,0.0952521117768723,81.0,70,0.0,3,3.255,3.4045858674670004,3.255,3.4045858674670004
False,0.21926900501776356,80.0,62,0.0,3,3.255,3.4045858674670004,3.255,3.4045858674670004
