Trusted?,Disparity,Health,Time Remaining,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.0,100.0,120,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.055784389266547905,99.0,107,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.11266076111079382,99.0,99,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.01952184064444549,99.0,92,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.13524942295118084,98.0,84,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.13684244121462824,81.0,74,0.0,0,4.6895353509635225,2.8,4.6895353509635225,2.8
False,0.3418651425645588,90.0,99,0.0,1,2.1,4.199616631318147,2.1,4.199616631318147
False,0.045824912051530095,90.0,91,0.0,1,2.1,4.199616631318147,2.1,4.199616631318147
False,0.059131320385798734,90.0,81,0.0,1,2.1,4.199616631318147,2.1,4.199616631318147
False,0.03451629523007684,88.0,70,0.0,1,2.1,4.199616631318147,2.1,4.199616631318147
False,0.07653697348833632,86.0,61,0.0,1,2.1,4.199616631318147,2.1,4.199616631318147
False,0.31367646068965965,95.0,95,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.03217216392092469,84.0,90,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.03326060002091547,68.0,75,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.028238851063193685,58.0,65,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.03320895517983654,56.0,50,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.12354612760014526,56.0,42,0.0,2,6.127837049500399,4.1,6.127837049500399,4.1
False,0.15510160468800874,66.0,83,0.0,3,4.540457010661668,2.8,4.540457010661668,2.8
False,0.005545973682637373,66.0,68,0.0,3,4.540457010661668,2.8,4.540457010661668,2.8
