Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
False,0.21478017588460085,98.0,12.199781119600104,0.0,1
True,0.1968412178056621,95.0,0.05964443787365248,0.5,1
True,0.6684909699571192,89.0,0.29939236679366843,0.6666666666666666,3
True,0.1369044809497864,57.0,0.09084264056619062,0.75,4
