Time, Type, Data
26/09/2016 16:31:02.435,RX,02-14-00-00-06
26/09/2016 16:31:02.530,RX,02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06
26/09/2016 16:31:02.630,RX,02-16-00-00-06-02-1E-00-00-06-02-BC-00-00-06
26/09/2016 16:31:02.790,RX,02-22-58-00-E0-07-09-1A-91-9A-8B-03-5B-C0-80-42-0D-45-30-C1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-C4-13-4A-E4-30-02-08-48-90-12-12-67-F1-4D-E8-20-7F-F2-FD-77-21-F0-03
26/09/2016 16:31:02.890,RX,02-20-35-00-E0-07-09-1A-E2-9B-8B-03-5F-00-45-00-00-80-E6-FF-03-00-0C-00-BE-0F-4E-0A-20-25-8C-32-A0-FF-A9-FF-26-00-32-00-00-00-12-00-00-00-FF-FF-00-00-00-00-00-00-47-20-0A-03
26/09/2016 16:31:02.991,RX,02-2B-47-00-E0-07-09-1A-E2-9B-8B-03-02-5F-00-45-00-00-80-E6-FF-03-00-0C-00-BE-0F-47-4E-0A-FF-FF-FF-20-25-8C-32-00-FF-FF-00-FF-FF-00-00-A0-FF-A9-FF-26-00-32-00-00-00-12-00-D0-00-13-02-FE-B5-0C-FF-FF-A0-01-A6-01-FC-01-00-00-FF-03
26/09/2016 16:31:03.091,RX,02-22-58-01-E0-07-09-1A-8D-9B-8B-03-37-66-89-E7-A3-9E-96-8A-2A-AA-A6-92-4A-2A-A9-A3-7A-BA-E9-A6-A0-C2-0A-6D-C0-3E-EB-9D-FA-F0-C8-07-8F-FB-EC-B4-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D3-2E-3B-8C-03
26/09/2016 16:31:03.267,RX,02-23-00-00-03
26/09/2016 16:31:03.367,RX,02-22-58-02-E0-07-09-1A-8A-9C-8B-03-B5-0F-5F-7D-F7-CA-2F-6E-31-9D-BD-45-B4-08-0F-20-94-80-03-12-4E-30-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-3C-C1-44-0F-26-6C-80-03-2F-03
26/09/2016 16:31:03.403,TX,02-23-00-00-03
26/09/2016 16:31:03.467,RX,02-21-20-00-E0-07-09-1A-71-9A-8B-03-FD-ED-B7-9F-7E-FA-E9-B7-DF-7E-FD-F5-E7-1F-80-00-0A-38-E0-80-04-12-08-50-03-02-24-2D-00-E0-07-09-1A-71-9A-8B-03-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-9D-00-1C-03
