SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
68,2016,09,26,54318522,2,124,18.5,-3276.8,8,0.03,0.06,4.036,72,8,65535,255,11.344,5.2,1,65535,0,65535,0,0,-1.02,-0.96,0.1,0.2,-0.07,0.03,24.6,531,254,0,12,37.1,414,421,507,0
69,2016,09,26,54319522,2,125,18.5,-3276.8,7,0.03,0.09,4.036,72,7,65535,255,11.344,4.4,1,65535,0,65535,0,0,-1.04,-0.96,0.06,0.18,-0.08,0.01,24.6,531,254,-75,12,37.1,415,421,508,0
70,2016,09,26,54320519,2,125,18.3,-3276.8,7,0.02,0.06,4.036,72,6,65535,255,0,2.02,1,65535,0,65535,0,0,-1.01,-0.96,0.07,0.15,-0.03,0.03,24.6,531,254,-4,12,37.1,414,421,507,0
71,2016,09,26,54321519,2,125,18.3,-3276.8,7,0.01,0.04,4.036,72,5,65535,255,0,0.88,1,65535,0,65535,0,0,-1.03,-0.96,0.08,0.16,-0.02,0.03,24.6,531,254,-75,12,37.1,420,427,512,0
72,2016,09,26,54322522,2,125,18,-3276.8,6,0.02,0.04,4.036,72,5,65535,255,0,0.4,1,65535,0,65535,0,0,-1,-0.96,0.06,0.15,-0.06,0.02,24.6,531,254,-3,12,37.1,415,419,508,0
73,2016,09,26,54323516,2,125,18,-3276.8,6,0.02,0.06,4.036,72,4,65535,255,0,5.74,1,65535,0,65535,0,0,-1.01,-0.96,0.06,0.16,-0.08,0.03,24.6,531,254,0,12,37.1,415,421,507,0
74,2016,09,26,54324522,2,0,17.8,-3276.8,6,0.01,0.04,4.036,72,4,65535,255,0.8,2.64,1,65535,0,65535,0,0,-1.01,-0.96,0.06,0.15,-0.07,0,24.6,531,254,0,12,37.1,416,420,506,0
75,2016,09,26,54325516,2,0,17.8,-3276.8,6,0.02,0.06,4.036,72,4,65535,255,0.8,1.14,1,65535,0,65535,0,0,-1.01,-0.97,0.04,0.15,-0.07,0,24.6,531,254,0,12,37.1,415,421,507,0
76,2016,09,26,54326517,2,0,16.3,-3276.8,4,0.02,0.06,4.036,72,4,65535,255,0.8,0.52,1,65535,0,65535,0,0,-1.02,-0.97,0.03,0.13,-0.07,-0.01,24.6,531,254,-75,12,37.1,415,420,507,0
77,2016,09,26,54327519,2,0,16.3,-3276.8,4,0.02,0.06,4.036,72,4,65535,255,0.8,0.22,1,65535,0,65535,0,0,-1,-0.97,0.03,0.12,-0.08,-0.01,24.6,531,254,0,12,37.1,415,421,509,0
78,2016,09,26,54328522,2,0,15.3,-3276.8,4,0.01,0.04,4.036,72,4,65535,255,0.8,0.18,1,65535,0,65535,0,0,-1.01,-0.97,0.02,0.12,-0.07,-0.01,24.6,531,254,-5,12,37.1,418,424,510,0
79,2016,09,26,54329519,2,0,15.3,-3276.8,6,0.06,0.14,4.036,72,4,65535,255,0.8,1.58,1,65535,0,65535,0,1,-1.1,-0.96,0.02,0.2,-0.13,0.1,24.6,528,254,-75,12,37.1,417,420,509,0
80,2016,09,26,54330519,2,60,14.7,-3276.8,9,0.1,0.15,4.036,72,4,65535,255,0.8,0.94,1,65535,0,65535,3,0,-1,-0.95,0.16,0.26,-0.08,0.07,24.6,528,254,-75,12,37.1,415,421,507,0
81,2016,09,26,54331523,2,54,14.7,-3276.8,12,0.08,0.12,4.036,72,5,65535,255,9.644,0.46,1,65535,0,65535,3,1,-1,-0.96,0.21,0.31,-0.02,0.06,24.6,528,254,0,12,37.1,414,421,507,0
82,2016,09,26,54332519,2,52,14.1,-3276.8,-14,0.06,0.12,4.036,72,5,65535,255,9.644,0.38,1,65535,0,65535,3,2,-1,-0.95,0.25,0.32,0,0.06,24.6,528,254,-3,12,37.1,415,421,507,0
83,2016,09,26,54333523,2,51,14.1,-3276.8,-15,0.03,0.07,4.036,72,5,65535,255,1.38,0.34,1,65535,0,65535,3,3,-0.98,-0.95,0.25,0.32,0,0.08,24.6,528,254,-75,12,37.1,403,409,520,0
84,2016,09,26,54334523,2,50,13.6,-3276.8,-15,0.02,0.04,4.036,72,6,65535,255,1.38,0.32,1,65535,0,65535,3,4,-0.98,-0.93,0.21,0.3,-0.01,0.07,24.6,528,254,-75,12,37.1,415,421,507,0
