10:25:31,40
10:25:39,40
10:25:46,40
10:25:52,40
10:25:59,40
10:26:4,50
10:26:12,50
10:26:18,50
10:26:32,50
10:26:50,50
10:26:58,50
10:27:18,50
10:27:26,50
10:27:36,50
10:27:41,50
10:27:49,50
10:28:0,50
10:28:23,60
10:28:28,60
10:28:33,60
10:28:39,60
10:28:52,50
10:29:12,50
10:29:16,50
10:29:25,50
