Time, Type, Data
26/09/2016 20:50:29.416,RX,02-14-00-00-06-02-20-35-00-E0-07-09-1A-24-22-79-04-3F-00-84-00-00-80-DD-FF-06-00-0A-00-56-0F-06-00-F0-14-BC-2A-A4-FF-C2-FF-33-00-44-00-01-00-12-00-00-00-FF-FF-00-00-00-00-00-00-36-20-AC-03-02-2B-47-C1-E0-07-09-1A-24-22-79-04-02-3F-00-84-00-00-80-DD-FF-06-00-0A-00-56-0F-36-06-00-FF-FF-FF-F0-14-BC-2A-01-FF-FF-00-FF-FF-00-00-A4-FF-C2-FF-33-00-44-00-01-00-12-00-07-01-13-02-00-00-0C-6D-01-A1-01-A5-01-FB-01-00-00-B0-03-02-BD-00-00-06
26/09/2016 20:50:29.516,RX,02-15-00-00-06-02-19-00-00-06-02-16-00-00-06-02-21-20-AF-E0-07-09-1A-ED-1E-79-04-FF-FD-E7-9F-7F-FE-F5-D7-5F-7F-FD-F9-E7-9F-7F-FF-FD-07-20-80-00-02-08-92-03
26/09/2016 20:50:29.617,RX,02-24-2D-AF-E0-07-09-1A-ED-1E-79-04-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-8C-03-02-1E-00-00-06-02-22-58-BF-E0-07-09-1A-D8-21-79-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-01-85-15-37-04-E0-FD-02-B2-FC-06-AE-EE-1B-4C-E0-FD-EC-A3-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-AA-03-02-BC-00-00-06
26/09/2016 20:50:29.797,RX,02-22-58-C0-E0-07-09-1A-D4-22-79-04-AD-AB-BE-BC-00-22-B4-EF-33-8B-0C-E5-20-FE-FB-24-38-D1-85-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-C1-04-16-3C-20-F0-3D-00-99-74-16-EC-E9-16-60-50-BE-ED-A4-D7-5E-3B-AA-03
26/09/2016 20:50:30.049,RX,02-22-58-C1-E0-07-09-1A-D0-23-79-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-1A-03
26/09/2016 20:50:30.269,RX,02-23-00-00-03
26/09/2016 20:50:30.334,TX,02-23-00-00-03
26/09/2016 20:50:30.370,RX,02-22-58-C2-E0-07-09-1A-CD-24-79-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-53-03-02-20-35-01-E0-07-09-1A-0D-26-79-04-3F-00-84-00-00-80-DB-FF-14-00-38-00-56-0F-05-00-F0-14-84-3F-8D-FF-EC-FF-32-00-5C-00-FF-FF-16-00-00-00-FF-FF-00-00-00-00-00-00-36-20-03-03
26/09/2016 20:50:30.470,RX,02-2B-47-C2-E0-07-09-1A-0D-26-79-04-02-3F-00-84-00-00-80-DB-FF-14-00-38-00-56-0F-36-05-00-FF-FF-FF-F0-14-84-3F-01-FF-FF-00-FF-FF-00-00-8D-FF-EC-FF-32-00-5C-00-FF-FF-16-00-07-01-13-02-FE-B5-0C-6D-01-9F-01-A4-01-FB-01-00-00-EB-03
26/09/2016 20:50:30.570,RX,02-21-20-B0-E0-07-09-1A-DC-22-79-04-00-02-18-60-80-00-02-08-20-80-00-FE-F7-DF-7F-FF-FD-F7-DF-7F-FF-01-08-40-03-02-24-2D-B0-E0-07-09-1A-DC-22-79-04-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-D0-FE-49-03-02-22-58-C3-E0-07-09-1A-C9-25-79-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-5B-03
