Robot, Runtime, Run Before, Arrival Time, Health at Goal, Given x, Given y, Given z, Expected x, Expected y, Expected z, Input Delay, Trust Value
miranda,0.000000,False,*,*,6.73,6,0,6.73,6,0,0,1
*,*,*,*,*,5.73,6,0,6.73,6,0,0,0.681535
*,*,*,*,*,5.73,4.6,0,6.73,6,0,0,0.452092
*,*,*,*,*,6.23,4.6,0,6.73,6,0,0,0.526568
*,*,*,*,*,6.23,5.5,0,6.73,6,0,0,0.774811
*,*,*,*,*,6.73,5.5,0,6.73,6,0,0,0.840768
*,*,*,*,*,6.73,2.9,0,6.73,6,0,0,0.0127589
*,*,*,*,*,6.23,2.9,0,6.73,6,0,0,0
