clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.0,1.59740447998e-05,-0.6044302,10:11:23
2.0,1.98020584475,8.06386995316,-0.6173069,10:11:38
