clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.000453945592252,4.6968460083e-05,-0.6044302,2016_9_26-15_5_14
5.0,5.60148902479,8.74455189705,-0.4638502,2016_9_26-15_5_37
2.0,1.85772450378,7.90853619576,-0.6194464,2016_9_26-15_5_55
4.0,2.82027450237,3.65013599396,-0.3403337,2016_9_26-15_6_13
5.0,2.44053385851,9.91507506371,-0.5482888,2016_9_26-15_6_39
5.0,1.70119672577,2.54367899895,-0.3935592,2016_9_26-15_6_56
3.0,1.61961535874,2.34603095055,-0.4655766,2016_9_26-15_7_8
