SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
0,2016,09,18,62985021,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.72,-1.01,-0.96,-0.01,0.06,-0.02,0.03,0,65535,,,0,8290
1,2016,09,18,62986020,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.78,-1.01,-0.97,0,0.06,-0.02,0.04,0,65535,,,0,8290
2,2016,09,18,62987021,0,6553.5,-3276.8,-1,0,0.04,4.188,0,0.8,0.76,-1.01,-0.97,0,0.06,-0.01,0.06,0,65535,,,0,8290
3,2016,09,18,62988021,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.76,-1,-0.96,-0.01,0.08,-0.01,0.03,0,65535,,,0,8290
4,2016,09,18,62989021,0,6553.5,-3276.8,-1,0.01,0.02,4.188,0,0.8,0.78,-1.01,-0.97,0,0.06,-0.02,0.03,0,65535,,,0,8290
5,2016,09,18,62990021,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.8,-1,-0.96,0,0.06,-0.02,0.02,0,65535,,,0,8290
6,2016,09,18,62991021,0,6553.5,-3276.8,-1,0.01,0.02,4.188,0,0.8,0.82,-1.01,-0.97,0,0.04,-0.02,0.03,0,65535,,,0,8290
7,2016,09,18,62992021,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.8,-1.01,-0.97,-0.01,0.06,-0.02,0.03,0,65535,,,0,8290
8,2016,09,18,62993021,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.82,-1.01,-0.97,0.01,0.07,-0.01,0.03,0,65535,,,0,8290
9,2016,09,18,62994021,0,6553.5,-3276.8,-1,0.01,0.02,4.188,0,0.8,0.76,-1.01,-0.97,0,0.04,-0.02,0.04,0,65535,,,0,8290
10,2016,09,18,62995022,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.86,-1.01,-0.97,-0.01,0.06,-0.01,0.04,0,65535,,,0,8290
11,2016,09,18,62996022,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.84,-1,-0.96,0,0.04,-0.01,0.03,0,65535,,,0,8290
12,2016,09,18,62997023,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.86,-1.01,-0.97,0,0.06,-0.02,0.03,0,65535,,,0,8290
13,2016,09,18,62998024,0,6553.5,-3276.8,-1,0,0.02,4.188,0,0.8,0.82,-1,-0.96,0,0.06,-0.01,0.03,0,65535,,,0,8290
14,2016,09,18,62999024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.84,-1.01,-0.96,0,0.06,-0.02,0.03,0,65535,,,0,8290
15,2016,09,18,63000024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.82,-1.03,-0.97,0,0.06,-0.02,0.04,0,65535,,,0,8290
16,2016,09,18,63001024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.82,-1.01,-0.97,0,0.07,-0.01,0.04,0,65535,,,0,8290
17,2016,09,18,63002024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.8,-1.02,-0.95,0,0.06,-0.02,0.03,0,65535,,,0,8290
18,2016,09,18,63003024,0,6553.5,-3276.8,-1,0,0.03,4.188,0,0.8,0.8,-1.01,-0.97,0.01,0.06,-0.01,0.04,0,65535,,,0,8290
19,2016,09,18,63004024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.84,-1.02,-0.97,0,0.06,-0.01,0.04,0,65535,,,0,8290
20,2016,09,18,63005024,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.86,-1.01,-0.97,0,0.04,-0.02,0.06,0,65535,,,0,8290
21,2016,09,18,63006025,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.8,-1.02,-0.97,0,0.07,-0.02,0.04,0,65535,,,0,8290
22,2016,09,18,63007025,0,6553.5,-3276.8,-1,0.01,0.02,4.188,0,0.8,0.78,-1.02,-0.97,0,0.06,-0.02,0.03,0,65535,,,0,8290
23,2016,09,18,63008026,0,6553.5,-3276.8,-1,0.01,0.02,4.188,0,0.8,0.84,-1.01,-0.97,0,0.06,-0.01,0.03,0,65535,,,0,8290
24,2016,09,18,63009027,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.86,-1.01,-0.96,0.01,0.06,-0.02,0.04,0,65535,,,0,8290
25,2016,09,18,63010028,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.84,-1.01,-0.96,0.01,0.06,-0.01,0.04,0,65535,,,0,8290
26,2016,09,18,63011028,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.82,-1.01,-0.97,0,0.06,-0.02,0.04,0,65535,,,0,8290
27,2016,09,18,63012028,0,6553.5,-3276.8,-1,0,0.02,4.188,0,0.8,0.82,-1.01,-0.97,0,0.04,-0.01,0.03,0,65535,,,0,8290
28,2016,09,18,63013028,0,6553.5,-3276.8,-1,0.01,0.03,4.188,0,0.8,0.8,-1.01,-0.97,0.01,0.04,-0.01,0.04,0,65535,,,0,8290
