SeqNo, Year, Month, Day, ms, ECG Data
95,2016,09,26,60343457,750
,,,,,769
,,,,,785
,,,,,796
,,,,,805
,,,,,814
,,,,,821
,,,,,828
,,,,,835
,,,,,843
,,,,,854
,,,,,864
,,,,,875
,,,,,884
,,,,,892
,,,,,895
,,,,,896
,,,,,898
,,,,,902
,,,,,908
,,,,,915
,,,,,922
,,,,,927
,,,,,928
,,,,,924
,,,,,917
,,,,,910
,,,,,904
,,,,,898
,,,,,892
,,,,,888
,,,,,883
,,,,,878
,,,,,870
,,,,,863
,,,,,855
,,,,,846
,,,,,837
,,,,,829
,,,,,821
,,,,,813
,,,,,803
,,,,,792
,,,,,781
,,,,,767
,,,,,750
,,,,,731
,,,,,708
,,,,,684
,,,,,658
,,,,,636
,,,,,619
,,,,,605
,,,,,590
,,,,,573
,,,,,555
,,,,,540
,,,,,528
,,,,,521
,,,,,520
,,,,,524
,,,,,528
,,,,,530
96,2016,09,26,60343709,532
,,,,,533
,,,,,533
,,,,,532
,,,,,531
,,,,,531
,,,,,531
,,,,,532
,,,,,537
,,,,,547
,,,,,559
,,,,,570
,,,,,574
,,,,,571
,,,,,563
,,,,,552
,,,,,543
,,,,,537
,,,,,534
,,,,,530
,,,,,524
,,,,,516
,,,,,506
,,,,,492
,,,,,473
,,,,,450
,,,,,423
,,,,,394
,,,,,367
,,,,,345
,,,,,328
,,,,,311
,,,,,294
,,,,,277
,,,,,264
,,,,,258
,,,,,261
,,,,,273
,,,,,289
,,,,,306
,,,,,319
,,,,,328
,,,,,337
,,,,,347
,,,,,359
,,,,,375
,,,,,395
,,,,,418
,,,,,440
,,,,,459
,,,,,474
,,,,,485
,,,,,491
,,,,,492
,,,,,492
,,,,,490
,,,,,486
,,,,,480
,,,,,472
,,,,,464
,,,,,456
,,,,,447
,,,,,438
97,2016,09,26,60343961,432
,,,,,427
,,,,,425
,,,,,425
,,,,,428
,,,,,432
,,,,,434
,,,,,433
,,,,,429
,,,,,423
,,,,,417
,,,,,412
,,,,,413
,,,,,419
,,,,,427
,,,,,432
,,,,,436
,,,,,436
,,,,,434
,,,,,433
,,,,,435
,,,,,441
,,,,,451
,,,,,462
,,,,,473
,,,,,483
,,,,,493
,,,,,500
,,,,,504
,,,,,507
,,,,,508
,,,,,509
,,,,,512
,,,,,519
,,,,,529
,,,,,536
,,,,,538
,,,,,533
,,,,,523
,,,,,510
,,,,,495
,,,,,481
,,,,,470
,,,,,457
,,,,,443
,,,,,426
,,,,,409
,,,,,391
,,,,,375
,,,,,362
,,,,,353
,,,,,347
,,,,,342
,,,,,338
,,,,,336
,,,,,336
,,,,,336
,,,,,337
,,,,,338
,,,,,339
,,,,,335
,,,,,329
,,,,,321
98,2016,09,26,60344212,314
,,,,,306
,,,,,298
,,,,,288
,,,,,278
,,,,,266
,,,,,252
,,,,,241
,,,,,232
,,,,,225
,,,,,217
,,,,,209
,,,,,202
,,,,,195
,,,,,189
,,,,,186
,,,,,187
,,,,,191
,,,,,197
,,,,,205
,,,,,215
,,,,,228
,,,,,241
,,,,,254
,,,,,266
,,,,,279
,,,,,291
,,,,,304
,,,,,319
,,,,,336
,,,,,355
,,,,,373
,,,,,390
,,,,,406
,,,,,421
,,,,,433
,,,,,445
,,,,,457
,,,,,470
,,,,,482
,,,,,494
,,,,,507
,,,,,517
,,,,,525
,,,,,528
,,,,,531
,,,,,534
,,,,,538
,,,,,543
,,,,,551
,,,,,560
,,,,,569
,,,,,575
,,,,,582
,,,,,588
,,,,,594
,,,,,599
,,,,,603
,,,,,608
,,,,,614
,,,,,619
,,,,,625
,,,,,632
99,2016,09,26,60344464,638
,,,,,643
,,,,,647
,,,,,654
,,,,,662
,,,,,673
,,,,,687
,,,,,705
,,,,,723
,,,,,739
,,,,,750
,,,,,758
,,,,,765
,,,,,771
,,,,,779
,,,,,789
,,,,,801
,,,,,814
,,,,,825
,,,,,837
,,,,,847
,,,,,855
,,,,,860
,,,,,864
,,,,,867
,,,,,871
,,,,,876
,,,,,881
,,,,,888
,,,,,895
,,,,,899
,,,,,900
,,,,,901
,,,,,902
,,,,,902
,,,,,902
,,,,,902
,,,,,901
,,,,,896
,,,,,888
,,,,,880
,,,,,872
,,,,,866
,,,,,862
,,,,,859
,,,,,857
,,,,,853
,,,,,845
,,,,,834
,,,,,821
,,,,,809
,,,,,799
,,,,,793
,,,,,793
,,,,,796
,,,,,800
,,,,,802
,,,,,804
,,,,,809
,,,,,817
,,,,,830
,,,,,846
,,,,,864
100,2016,09,26,60344716,883
,,,,,901
,,,,,917
,,,,,931
,,,,,942
,,,,,948
,,,,,951
,,,,,952
,,,,,951
,,,,,950
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,951
,,,,,953
,,,,,954
,,,,,949
,,,,,941
,,,,,928
,,,,,911
,,,,,894
,,,,,880
,,,,,871
,,,,,868
,,,,,872
,,,,,882
,,,,,894
,,,,,908
,,,,,917
,,,,,922
,,,,,924
,,,,,924
,,,,,921
,,,,,918
,,,,,916
,,,,,914
,,,,,912
,,,,,911
,,,,,911
,,,,,916
,,,,,924
,,,,,935
,,,,,944
,,,,,951
,,,,,953
,,,,,952
,,,,,950
,,,,,948
,,,,,949
101,2016,09,26,60344968,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,948
,,,,,948
,,,,,948
,,,,,948
,,,,,948
,,,,,947
,,,,,946
,,,,,945
,,,,,946
,,,,,947
,,,,,949
,,,,,950
,,,,,950
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,949
,,,,,948
,,,,,949
,,,,,951
,,,,,953
,,,,,954
,,,,,952
,,,,,946
,,,,,931
,,,,,909
,,,,,880
,,,,,850
,,,,,819
,,,,,790
,,,,,762
,,,,,735
,,,,,709
,,,,,682
,,,,,656
,,,,,631
,,,,,607
,,,,,585
,,,,,564
,,,,,546
,,,,,529
,,,,,512
102,2016,09,26,60345221,493
,,,,,472
,,,,,449
,,,,,422
,,,,,391
,,,,,358
,,,,,325
,,,,,294
,,,,,263
,,,,,234
,,,,,208
,,,,,185
,,,,,164
,,,,,146
,,,,,132
,,,,,123
,,,,,118
,,,,,117
,,,,,122
,,,,,130
,,,,,140
,,,,,149
,,,,,159
,,,,,169
,,,,,182
,,,,,198
,,,,,217
,,,,,239
,,,,,260
,,,,,278
,,,,,294
,,,,,308
,,,,,323
,,,,,340
,,,,,360
,,,,,384
,,,,,409
,,,,,435
,,,,,462
,,,,,490
,,,,,519
,,,,,547
,,,,,573
,,,,,597
,,,,,618
,,,,,636
,,,,,651
,,,,,664
,,,,,676
,,,,,683
,,,,,687
,,,,,687
,,,,,682
,,,,,672
,,,,,658
,,,,,641
,,,,,627
,,,,,615
,,,,,606
,,,,,600
,,,,,595
,,,,,588
,,,,,578
103,2016,09,26,60345473,567
,,,,,556
,,,,,545
,,,,,534
,,,,,521
,,,,,507
,,,,,491
,,,,,473
,,,,,455
,,,,,439
,,,,,426
,,,,,416
,,,,,408
,,,,,404
,,,,,404
,,,,,405
,,,,,408
,,,,,412
,,,,,416
,,,,,417
,,,,,416
,,,,,413
,,,,,408
,,,,,402
,,,,,397
,,,,,392
,,,,,388
,,,,,385
,,,,,381
,,,,,376
,,,,,372
,,,,,368
,,,,,363
,,,,,357
,,,,,350
,,,,,344
,,,,,339
,,,,,335
,,,,,332
,,,,,330
,,,,,324
,,,,,316
,,,,,305
,,,,,295
,,,,,284
,,,,,273
,,,,,266
,,,,,264
,,,,,267
,,,,,274
,,,,,284
,,,,,297
,,,,,313
,,,,,332
,,,,,353
,,,,,377
,,,,,402
,,,,,426
,,,,,447
,,,,,466
,,,,,485
,,,,,502
,,,,,518
104,2016,09,26,60345725,535
,,,,,554
,,,,,570
,,,,,581
,,,,,587
,,,,,587
,,,,,578
,,,,,559
,,,,,533
,,,,,503
,,,,,469
,,,,,434
,,,,,401
,,,,,371
