SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
95,2016,09,26,60344196,2,56,12.7,-3276.8,-29,0.02,0.06,3.991,65,6,65535,255,3.8,3.94,6,65535,0,65535,1,0,-0.95,-0.85,0.46,0.55,0.02,0.1,24.8,528,254,-75,12,37.3,409,420,503,0
96,2016,09,26,60345197,2,56,12.6,-3276.8,-29,0.02,0.06,3.991,65,5,65535,255,3.8,3.46,6,65535,0,65535,1,1,-0.93,-0.86,0.45,0.54,0.02,0.12,24.8,528,254,0,12,37.3,415,421,507,0
97,2016,09,26,60346197,2,56,12.6,-3276.8,-29,0.02,0.04,3.991,65,4,65535,255,3.8,3.86,5,65535,0,65535,1,2,-0.93,-0.85,0.46,0.54,0.02,0.12,24.8,528,254,-6,12,37.3,413,419,504,0
98,2016,09,26,60347198,2,56,12.4,-3276.8,-29,0.02,0.04,3.991,65,4,65535,255,3.8,3.3,5,65535,0,65535,1,3,-0.92,-0.85,0.46,0.56,0.02,0.12,24.8,528,254,-75,12,37.3,415,420,507,0
99,2016,09,26,60348198,2,56,12.4,-3276.8,-30,0.02,0.04,3.991,65,3,65535,255,3.8,4.78,4,65535,0,65535,1,4,-0.92,-0.84,0.49,0.56,0.02,0.12,24.8,528,254,-1,12,37.3,416,421,507,0
100,2016,09,26,60349200,2,56,11.5,-3276.8,-31,0.06,0.1,3.991,65,3,65535,255,3.8,3.54,4,65535,0,65535,0,0,-0.97,-0.79,0.49,0.59,0.02,0.15,24.8,531,235,-75,12,37.3,418,425,508,0
101,2016,09,26,60350196,2,56,11.5,-3276.8,-33,0.06,0.18,3.991,65,3,65535,255,3.8,8.86,3,65535,0,65535,0,0,-0.89,-0.77,0.54,0.66,-0.02,0.2,24.8,531,235,-7,12,37.3,414,420,507,0
102,2016,09,26,60351196,2,56,10.9,-3276.8,-33,0.04,0.07,3.989,64,3,65535,255,3.8,9.42,3,65535,0,65535,0,0,-0.92,-0.79,0.53,0.6,0.02,0.14,24.8,531,254,-75,12,37.3,416,420,508,0
103,2016,09,26,60352197,2,55,10.9,-3276.8,-31,0.06,0.12,3.989,64,3,65535,255,3.8,8.34,3,65535,0,65535,0,0,-0.96,-0.79,0.45,0.57,0.01,0.18,24.9,531,215,-10,12,37.3,416,421,508,0
104,2016,09,26,60353196,2,55,10.5,-3276.8,-33,0.04,0.08,3.988,64,3,65535,255,3.8,7,2,65535,0,65535,1,0,-0.93,-0.78,0.48,0.59,0.07,0.18,24.9,528,254,-75,12,37.3,414,420,521,0
