Time, Type, Data
26/09/2016 16:49:16.579,RX,02-22-58-F4-E0-07-09-1A-78-4B-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-3D-03
26/09/2016 16:49:16.682,RX,02-14-00-00-06-02-BD-00-00-06-02-15-00-00-06
26/09/2016 16:49:16.782,RX,02-19-00-00-06-02-16-00-00-06-02-1E-00-00-06-02-BC-00-00-06
26/09/2016 16:49:16.882,RX,02-22-58-F5-E0-07-09-1A-74-4C-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-0B-03
26/09/2016 16:49:16.998,RX,02-20-35-00-E0-07-09-1A-05-4E-9C-03-40-00-3F-00-00-80-E5-FF-0E-00-39-00-89-0F-02-00-D8-09-70-1C-8F-FF-B1-FF-FE-FF-38-00-09-00-14-00-00-00-FF-FF-00-00-00-00-00-00-3E-20-24-03
26/09/2016 16:49:17.098,RX,02-2B-47-46-E0-07-09-1A-05-4E-9C-03-02-40-00-3F-00-00-80-E5-FF-0E-00-39-00-89-0F-3E-02-00-FF-FF-FF-D8-09-70-1C-02-FF-FF-00-FF-FF-00-00-8F-FF-B1-FF-FE-FF-38-00-09-00-14-00-00-01-13-02-FE-00-0C-74-01-A0-01-A7-01-FB-01-00-00-44-03-02-22-58-F6-E0-07-09-1A-6D-4D-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-EC-03
26/09/2016 16:49:17.282,RX,02-21-20-3D-E0-07-09-1A-58-4B-9C-03-00-06-18-A0-80-02-0E-28-A0-80-01-06-08-20-80-00-FE-F7-DF-7F-FE-F9-07-D9-03
26/09/2016 16:49:17.383,RX,02-24-2D-3D-E0-07-09-1A-58-4B-9C-03-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-B4-00-EC-03-02-22-58-F7-E0-07-09-1A-69-4E-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-AE-03
26/09/2016 16:49:17.484,RX,02-23-00-00-03
26/09/2016 16:49:17.577,TX,02-23-00-00-03
26/09/2016 16:49:17.599,RX,02-22-58-F8-E0-07-09-1A-65-4F-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-4B-03
26/09/2016 16:49:17.831,RX,02-22-58-F9-E0-07-09-1A-61-50-9C-03-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-EC-A8-13-8F-FF-07-FC-8B-FD-65-4F-58-AC-9F-FE-06-48-6C-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-4B-03
26/09/2016 16:49:17.981,RX,02-20-35-01-E0-07-09-1A-F1-51-9C-03-40-00-3F-00-00-80-ED-FF-15-00-24-00-89-0F-04-00-D8-09-AC-1C-98-FF-A9-FF-04-00-35-00-F7-FF-10-00-00-00-FF-FF-00-00-00-00-00-00-3E-20-53-03
