SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
68,2016,09,26,60573240,2,64,6.4,-3276.8,-31,0.07,0.1,3.977,62,2,65535,255,2.52,11.66,2,65535,0,65535,0,0,-0.91,-0.78,0.5,0.62,0.08,0.15,25.6,531,254,-2,12,37.2,417,422,508,0
69,2016,09,26,60574240,2,64,6.4,-3276.8,-29,0.22,0.57,3.977,62,2,65535,255,2.52,9.48,2,65535,0,65535,0,0,-1.15,-0.67,-0.02,0.72,0.03,0.18,25.6,531,215,-75,12,37.2,407,411,504,0
70,2016,09,26,60575237,2,64,6.3,-3276.8,-27,0.14,0.57,3.977,62,2,65535,255,2.52,7.28,2,65535,0,65535,0,0,-1.13,-0.79,-0.02,0.56,0.09,0.2,25.6,531,254,0,12,37.2,416,423,507,0
71,2016,09,26,60576241,2,64,6.3,-3276.8,-19,0.21,0.36,3.977,62,4,65535,255,2.52,7.34,1,65535,0,65535,0,0,-1.04,-0.87,0.04,0.53,-0.09,0.16,25.6,531,254,0,12,37.2,413,416,507,0
72,2016,09,26,60577241,2,64,6.9,-3276.8,-15,0.14,0.3,3.977,62,5,65535,255,2.52,22.48,1,65535,0,65535,0,0,-1.02,-0.95,0.07,0.21,-0.09,0.04,25.6,531,254,-75,12,37.2,414,420,507,0
73,2016,09,26,60578240,2,64,6.9,-3276.8,-11,0.1,0.15,3.977,62,4,65535,255,2.52,19.76,1,65535,0,65535,0,0,-1.03,-0.96,0.07,0.18,-0.03,0.07,25.6,531,254,-3,12,37.2,418,420,506,0
74,2016,09,26,60579241,2,64,7.1,-3276.8,-10,0.04,0.15,3.977,62,5,65535,255,2.52,15.98,1,65535,0,65535,0,0,-1.03,-0.96,0.07,0.18,-0.03,0.07,25.6,531,254,-11,12,37.2,415,419,507,0
75,2016,09,26,60580243,2,64,7.1,-3276.8,-9,0.03,0.09,3.977,62,5,65535,255,2.52,8.34,1,65535,0,65535,0,1,-1.01,-0.96,0.09,0.19,0.01,0.09,25.6,528,254,0,12,37.2,414,419,507,0
76,2016,09,26,60581241,2,64,7.6,-3276.8,-9,0.03,0.06,3.977,62,4,65535,255,2.52,5.02,1,65535,0,65535,1,0,-1,-0.96,0.09,0.2,0.02,0.12,25.6,528,254,0,12,37.2,415,419,507,0
77,2016,09,26,60582241,2,64,7.6,-3276.8,-15,0.17,0.06,3.977,62,7,65535,255,2.52,3.28,1,65535,0,65535,0,0,-1.01,-0.96,0.09,0.21,0.01,0.1,25.6,531,254,0,12,37.2,415,419,507,0
78,2016,09,26,60583241,2,64,8,-3276.8,-16,0.04,0.34,3.977,62,10,65535,255,2.52,4.4,1,65535,0,65535,0,1,-1.19,-0.67,0.21,0.56,0,0.1,25.6,528,254,0,12,37.2,415,421,508,0
79,2016,09,26,60584241,2,64,8,-3276.8,-16,0.02,0.12,3.977,62,9,65535,255,2.52,1.9,1,65535,0,65535,0,0,-1.1,-0.93,0.25,0.34,0.03,0.14,25.6,531,254,0,12,37.2,414,420,507,0
80,2016,09,26,60585241,2,64,8.4,-3276.8,-15,0.01,0.04,3.977,62,8,65535,255,2.52,2.32,1,65535,0,65535,0,1,-0.98,-0.93,0.24,0.33,0.03,0.12,25.6,528,254,-75,12,37.2,404,420,501,0
81,2016,09,26,60586241,2,64,8.4,-3276.8,-15,0.01,0.03,3.977,62,7,65535,255,2.52,1.2,1,65535,0,65535,0,0,-0.98,-0.93,0.24,0.3,0.03,0.1,25.6,531,254,-75,12,37.2,415,420,507,0
82,2016,09,26,60587241,2,64,8.8,-3276.8,-15,0.01,0.03,3.977,62,6,65535,255,2.52,2.46,1,65535,0,65535,0,1,-0.98,-0.95,0.22,0.32,0.03,0.12,25.6,528,254,-75,12,37.2,415,420,507,0
83,2016,09,26,60588241,2,64,8.8,-3276.8,-15,0.01,0.03,3.977,62,6,65535,255,2.52,2.1,1,65535,0,65535,0,2,-0.98,-0.95,0.24,0.31,0.03,0.12,25.6,528,254,-7,12,37.2,415,420,507,0
84,2016,09,26,60589241,2,65,9.4,-3276.8,-15,0.01,0.03,3.977,62,5,65535,255,2.52,2.48,11,65535,0,65535,1,0,-0.98,-0.95,0.22,0.31,0.03,0.12,25.6,528,254,0,12,37.2,416,420,508,0
85,2016,09,26,60590241,2,65,9.4,-3276.8,-15,0.01,0.03,3.977,62,5,65535,255,2.52,2.74,10,65535,0,65535,1,1,-0.98,-0.95,0.24,0.3,0.02,0.1,25.6,528,254,-5,12,37.2,415,419,507,0
86,2016,09,26,60591241,2,66,9.7,-3276.8,-15,0.02,0.04,3.977,62,5,65535,255,2.52,3.14,9,65535,0,65535,1,2,-0.98,-0.95,0.24,0.31,0.02,0.12,25.6,528,195,0,12,37.2,415,421,508,0
87,2016,09,26,60592241,2,66,9.7,-3276.8,-16,0.02,0.04,3.977,62,5,65535,255,2.52,1.36,8,65535,0,65535,0,0,-0.98,-0.95,0.24,0.32,0.01,0.13,25.6,531,254,0,12,37.2,412,421,498,0
88,2016,09,26,60593241,2,66,9.9,-3276.8,-16,0.03,0.06,3.977,62,5,65535,255,2.52,1.68,7,65535,0,65535,0,1,-0.98,-0.95,0.25,0.32,0.01,0.13,25.7,528,254,-12,12,37.2,416,420,507,0
89,2016,09,26,60594241,2,66,9.9,-3276.8,-15,0.05,0.08,3.977,62,5,65535,255,2.52,0.72,6,65535,0,65535,0,0,-1.02,-0.93,0.21,0.36,0.01,0.15,25.7,531,254,0,12,37.2,414,419,507,0
90,2016,09,26,60595241,2,66,10.4,-3276.8,-14,0.04,0.07,3.977,62,5,65535,255,2.52,2.08,5,65535,0,65535,0,1,-1,-0.95,0.2,0.3,-0.01,0.07,25.7,528,254,-6,12,37.2,414,420,507,0
91,2016,09,26,60596241,2,66,10.4,-3276.8,-13,0.03,0.07,3.977,62,6,65535,255,2.52,2.3,5,65535,0,65535,0,0,-0.98,-0.95,0.2,0.25,-0.04,0.03,25.7,531,75,-75,12,37.2,415,420,507,0
92,2016,09,26,60597241,2,66,10.3,-3276.8,-12,0.02,0.07,3.977,62,7,65535,255,2.52,6.1,4,65535,0,65535,1,0,-1,-0.96,0.19,0.24,-0.07,0,25.7,528,215,0,12,37.2,418,427,508,0
