Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.5688252853596031,79.0,0.9060929959317878,0.0,0,4.980490999991378,4.6,4.980490999991378,4.6
True,0.0,77.0,1.6070917790899788,0.5,0,4.980490999991378,4.6,4.980490999991378,4.6
