Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
True,0.0,100,0.558417768622963,1.0,1,4.796269298674292,5.1,4.796269298674292,5.1
