SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
0,2016,09,18,51874046,2,73,1.5,-3276.8,-26,0.01,0.03,4.152,92,25,65535,255,2.58,0.34,94,65535,100,65535,3,16,-0.96,-0.87,0.2,0.28,0.36,0.4,25.5,512,254,-75,12,-0.1,429,428,523,0
1,2016,09,18,51875047,2,73,1.3,-3276.8,-26,0.01,0.04,4.152,92,22,65535,255,2.54,0.76,90,65535,100,65535,3,17,-0.96,-0.87,0.2,0.3,0.37,0.43,25.5,512,254,0,12,-0.1,415,420,507,0
2,2016,09,18,51876046,2,73,1.4,-3276.8,-26,0.01,0.04,4.152,92,19,65535,255,2.54,0.62,88,65535,100,65535,3,18,-0.96,-0.87,0.21,0.27,0.36,0.42,25.5,512,254,0,12,-0.1,414,421,507,0
3,2016,09,18,51877047,2,72,1.6,-3276.8,-26,0.01,0.03,4.152,92,17,65535,255,2.48,0.44,90,65535,100,65535,3,19,-0.96,-0.89,0.2,0.27,0.36,0.42,25.5,512,254,-75,12,-0.1,424,428,501,0
4,2016,09,18,51878048,2,72,1.6,-3276.8,-26,0.01,0.04,4.152,92,15,65535,255,2.48,0.3,91,65535,100,65535,3,20,-0.96,-0.87,0.21,0.27,0.36,0.43,25.5,512,254,0,12,-0.1,415,421,508,0
5,2016,09,18,51879051,2,72,2,-3276.8,-26,0.01,0.03,4.152,92,13,65535,255,2.7,0.24,92,65535,100,65535,3,21,-0.96,-0.89,0.21,0.26,0.37,0.42,25.5,512,254,-75,12,-0.1,415,421,507,0
6,2016,09,18,51880047,2,71,2,-3276.8,-26,0.01,0.04,4.152,92,12,65535,255,2.7,0.22,93,65535,100,65535,3,22,-0.96,-0.89,0.2,0.28,0.36,0.42,25.5,512,254,-75,12,-0.1,415,420,506,0
7,2016,09,18,51881048,2,72,2.4,-3276.8,-26,0.01,0.04,4.152,92,10,65535,255,2.72,0.2,94,65535,100,65535,3,23,-0.97,-0.89,0.21,0.27,0.37,0.43,25.5,512,254,0,12,-0.1,415,422,507,0
8,2016,09,18,51882049,2,72,2.4,-3276.8,-26,0.01,0.03,4.152,92,9,65535,255,2.72,0.2,95,65535,100,65535,3,24,-0.96,-0.89,0.21,0.26,0.37,0.42,25.5,512,254,-75,12,-0.1,415,421,507,0
9,2016,09,18,51883049,2,72,3.1,-3276.8,-26,0.01,0.03,4.152,92,8,65535,255,2.64,0.2,95,65535,100,65535,3,25,-0.96,-0.89,0.2,0.26,0.37,0.42,25.5,512,254,0,12,-0.1,415,421,507,0
