Trusted?,Disparity,Health,Time Remaining,Percent Trust,Collected Coins,Coin X,Coin Y,RobotStart X,RobotStart Y
False,0.0,100.0,120,0.0,0,5.23,5.652416889793031,5.23,5.652416889793031
False,0.026160367139037362,98.0,104,0.0,0,5.23,5.652416889793031,5.23,5.652416889793031
False,0.42005463763423867,99,108,0.0,1,6.658075452077808,5.5,6.658075452077808,5.5
False,0.446271635179946,71,90,0.0,1,6.658075452077808,5.5,6.658075452077808,5.5
False,0.09631459782416177,69,81,0.0,1,6.658075452077808,5.5,6.658075452077808,5.5
False,0.05345345441621107,69,70,0.0,1,6.658075452077808,5.5,6.658075452077808,5.5
False,0.016220001486407107,69,61,0.0,1,6.658075452077808,5.5,6.658075452077808,5.5
False,0.11762791471592024,79,95,0.0,2,6.332734092093933,2.8,6.332734092093933,2.8
False,0.02606011538923727,79,71,0.0,2,6.332734092093933,2.8,6.332734092093933,2.8
False,0.013008474852336709,79,62,0.0,2,6.332734092093933,2.8,6.332734092093933,2.8
False,0.17122218059999175,89,74,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.07958302186608446,83,72,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.05736468490228783,61,56,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.0036997156288853046,59,45,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.03852525887898619,59,32,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.048445201731661953,59,29,0.0,3,2.6,3.8166992616404207,2.6,3.8166992616404207
False,0.08854879733067544,69,70,0.0,4,3.5830232167730087,5.1,3.5830232167730087,5.1
False,0.10977053949400938,66,58,0.0,4,3.5830232167730087,5.1,3.5830232167730087,5.1
False,0.12508545645691768,64,43,0.0,4,3.5830232167730087,5.1,3.5830232167730087,5.1
False,0.034882255769220424,56,36,0.0,4,3.5830232167730087,5.1,3.5830232167730087,5.1
False,0.007182594787353077,54,27,0.0,4,3.5830232167730087,5.1,3.5830232167730087,5.1
