Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
False,0.1603363037057757,42.0,2.613376518097308,0.0,0
False,0.25750423680472917,42.0,5.158184668097308,0.0,0
False,0.23963542081910844,36.0,-0.09460839989960768,0.0,1
