SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
120,2016,09,26,59857114,2,49,16.1,-3276.8,-29,0.01,0.06,3.997,66,2,65535,255,3.26,4,10,65535,0,65535,0,0,-0.95,-0.85,0.45,0.55,0.13,0.18,23.3,531,254,0,12,37.4,418,425,508,0
121,2016,09,26,59858114,2,50,16.1,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.26,2.72,9,65535,0,65535,0,0,-0.95,-0.86,0.45,0.53,0.13,0.19,23.3,531,254,-2,12,37.4,409,411,495,0
122,2016,09,26,59859114,2,50,16.5,-3276.8,-29,0.01,0.12,3.997,66,2,65535,255,3.26,2.12,8,65535,0,65535,1,0,-0.95,-0.86,0.43,0.53,0.13,0.36,23.3,528,254,0,12,37.4,414,420,507,0
123,2016,09,26,59860114,2,50,16.5,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,1.66,7,65535,0,65535,1,1,-0.95,-0.85,0.45,0.51,0.14,0.18,23.3,528,254,-75,12,37.4,399,411,480,0
124,2016,09,26,59861114,2,50,17.3,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.22,1.56,6,65535,0,65535,1,2,-0.95,-0.86,0.44,0.51,0.14,0.18,23.3,528,254,-7,12,37.4,415,421,507,0
125,2016,09,26,59862114,2,50,17.3,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.22,1.42,6,65535,0,65535,1,3,-0.93,-0.85,0.44,0.51,0.14,0.18,23.3,528,254,0,12,37.4,415,423,508,0
126,2016,09,26,59863113,2,50,18,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,1.38,5,65535,0,65535,1,4,-0.96,-0.86,0.45,0.53,0.13,0.19,23.3,528,254,-75,12,37.4,415,421,507,0
127,2016,09,26,59864114,2,50,18,-3276.8,-29,0.01,0.1,3.997,66,2,65535,255,3.22,1.24,5,65535,0,65535,1,5,-0.95,-0.86,0.43,0.53,-0.01,0.18,23.3,528,254,0,12,37.4,415,421,507,0
128,2016,09,26,59865114,2,50,18.6,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,1.24,4,65535,0,65535,0,0,-0.96,-0.86,0.45,0.54,0.13,0.18,23.3,531,254,-1,12,37.4,415,421,507,0
129,2016,09,26,59866116,2,50,18.6,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.22,4.42,4,65535,0,65535,0,0,-0.95,-0.85,0.45,0.51,0.13,0.19,23.3,531,254,0,12,37.4,415,421,507,0
130,2016,09,26,59867114,2,50,19.1,-3276.8,-29,0.02,0.06,3.997,66,2,65535,255,3.22,3.06,3,65535,0,65535,0,0,-0.93,-0.84,0.45,0.55,0.13,0.2,23.3,531,254,-2,12,37.4,412,418,507,0
131,2016,09,26,59868115,2,50,19.1,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,2.92,3,65535,0,65535,1,0,-0.93,-0.84,0.45,0.53,0.15,0.19,23.3,528,254,0,12,37.4,416,421,507,0
132,2016,09,26,59869115,2,50,19.6,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.22,2.2,3,65535,0,65535,1,1,-0.93,-0.85,0.45,0.51,0.13,0.19,23.3,528,254,-75,12,37.4,412,414,510,0
133,2016,09,26,59870115,2,49,19.6,-3276.8,-29,0.01,0.03,3.997,66,2,65535,255,3.22,1.96,4,65535,0,65535,1,2,-0.95,-0.86,0.45,0.51,0.14,0.18,23.3,528,254,0,12,37.4,415,421,507,0
134,2016,09,26,59871115,2,50,19.7,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,1.86,4,65535,0,65535,1,3,-0.93,-0.85,0.45,0.53,0.14,0.18,23.3,528,254,-75,12,37.4,416,421,508,0
135,2016,09,26,59872115,2,50,19.7,-3276.8,-29,0.01,0.04,3.997,66,2,65535,255,3.22,1.9,8,65535,0,65535,1,4,-0.93,-0.85,0.45,0.53,0.14,0.18,23.3,528,254,0,12,37.4,415,422,509,0
