Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
True,0.0366367950848699,100.0,0.003051418123437344,1.0,0
True,0.043762732273043184,100.0,0.34818332895469695,1.0,0
True,0.024903152541223585,96.0,-0.12879784874782452,1.0,0
True,0.028195604506359082,92.0,-0.9515686086435022,1.0,0
True,0.06813306768520615,87.0,0.9235461836928449,1.0,0
True,0.0356661907952503,87.0,-0.08656121768612746,1.0,0
True,0.04498860752930097,91.0,0.02522377858167779,1.0,1
True,0.04182866196308401,73.0,-0.38620231619136147,1.0,2
True,0.006540041411354148,69.0,0.015261639004495287,1.0,2
True,0.04971893324546714,69.0,-0.07479988936707072,1.0,2
True,0.04412257771498691,69.0,0.3350723942720495,1.0,2
True,0.0363228373848053,69.0,-0.1957917247597738,1.0,2
True,0.05956229369827907,66.0,-0.02246029714483866,1.0,2
True,0.05880552123425557,66.0,-0.8950234488210059,1.0,2
True,0.09771708076200374,66.0,-0.24290278862073533,1.0,2
True,0.04278749522808081,66.0,0.26769434708501105,1.0,2
True,0.2223134606718836,72.0,-0.013359345416295021,1.0,3
True,0.09653515852420781,63.0,1.4516461601434916,1.0,3
True,0.16588800267958076,58.0,0.11372792993587977,1.0,3
True,0.03099189254152344,55.0,0.3268383985323897,1.0,3
True,0.019742740129688713,55.0,-1.3995618095935234,1.0,3
False,0.4044693120660129,52.0,0.15909039967670324,0.9545454545454546,3
False,0.37032184892010184,52.0,5.272442460676704,0.9130434782608695,3
True,0.046228619354588565,62.0,-1.3280948316788037,0.9166666666666666,4
True,0.13326255308114157,62.0,-0.2354567173149431,0.92,4
True,0.05762437502736079,60.0,-0.5583546790227123,0.9230769230769231,4
False,0.07411501274160945,54.0,3.9923781668281935,0.8888888888888888,4
True,0.010792286573392729,54.0,-0.9986879658882154,0.8928571428571429,4
