SeqNo,Year,Month,Day,ms,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
134,2016,09,26,52592236,2,93,16.9,-3276.8,-11,0.05,0.09,4.046,74,18,65535,255,11.68,6.06,2,65535,0,65535,0,0,-1.01,-0.96,0.09,0.18,0.07,0.18,24.5,531,254,0,12,37.4,416,421,507,0
135,2016,09,26,52593242,2,93,16.9,-3276.8,-10,0.05,0.1,4.046,74,17,65535,255,11.68,3.22,2,65535,0,65535,0,1,-1.01,-0.96,0.03,0.13,0.03,0.13,24.5,528,254,0,12,37.4,415,421,507,0
136,2016,09,26,52594238,2,93,15.2,-3276.8,-7,0.14,0.1,4.046,74,17,65535,255,11.68,7.34,2,65535,0,65535,0,0,-1.01,-0.89,0.06,0.25,0.01,0.19,24.5,531,254,0,12,37.4,415,420,507,0
137,2016,09,26,52595243,2,93,15.2,-3276.8,-10,0.23,0.4,4.046,74,16,65535,255,11.68,9.7,1,65535,0,65535,0,0,-1.34,-0.75,-0.27,0.26,0,0.22,24.5,531,235,-8,12,37.4,415,420,507,0
138,2016,09,26,52596236,2,93,14,-3276.8,-12,0.07,0.21,4.046,74,14,65535,255,11.68,22.26,1,65535,0,65535,0,0,-1.04,-0.9,0.04,0.24,0.14,0.34,24.5,531,254,-75,12,37.4,415,420,507,0
139,2016,09,26,52597240,2,93,14,-3276.8,-14,0.07,0.09,4.046,74,13,65535,255,11.68,13.58,1,65535,0,65535,0,0,-0.98,-0.93,0.16,0.22,0.16,0.25,24.5,531,254,0,12,37.4,406,407,482,0
140,2016,09,26,52598241,2,93,12.9,-3276.8,-24,0.31,0.37,4.046,74,12,65535,255,11.68,8.18,1,65535,0,65535,0,0,-1.02,-0.77,0.2,0.62,0.18,0.37,24.5,531,195,-13,12,37.4,416,421,508,0
141,2016,09,26,52599237,2,93,12.9,-3276.8,-37,0.32,0.46,4.046,74,11,65535,255,11.68,4.28,1,65535,0,65535,1,0,-0.78,-0.59,0.57,0.68,0.19,0.49,24.5,528,254,0,12,37.4,425,425,526,0
142,2016,09,26,52600241,2,92,11.9,-3276.8,-43,0.18,0.31,4.046,74,10,65535,255,11.68,3.18,1,65535,0,65535,1,1,-0.68,-0.59,0.63,0.72,0.38,0.46,24.5,528,254,-3,12,37.4,415,422,508,0
143,2016,09,26,52601237,2,92,11.9,-3276.8,-47,0.09,0.16,4.046,74,9,65535,255,11.68,4.54,1,65535,0,65535,1,2,-0.68,-0.59,0.62,0.74,0.38,0.48,24.5,528,195,-5,12,37.4,414,421,507,0
144,2016,09,26,52602238,2,92,11.1,-3276.8,-48,0.05,0.1,4.046,74,8,65535,255,11.68,3.2,1,65535,0,65535,1,3,-0.67,-0.6,0.62,0.71,0.38,0.45,24.5,528,254,-11,12,37.4,415,421,508,0
145,2016,09,26,52603242,2,92,11.1,-3276.8,-48,0.03,0.07,4.046,74,7,65535,255,11.68,4.08,1,65535,0,65535,1,4,-0.67,-0.59,0.62,0.73,0.39,0.45,24.5,528,254,0,12,37.4,415,421,508,0
146,2016,09,26,52604242,2,92,10.5,-3276.8,-48,0.03,0.07,4.046,74,7,65535,255,11.68,4.36,1,65535,0,65535,1,5,-0.74,-0.6,0.62,0.72,0.37,0.46,24.5,528,215,-75,12,37.4,415,420,508,0
147,2016,09,26,52605242,2,92,10.5,-3276.8,-47,0.02,0.07,4.046,74,6,65535,255,11.68,4.12,1,65535,0,65535,1,6,-0.74,-0.63,0.61,0.67,0.38,0.43,24.5,528,254,-75,12,37.4,415,421,507,0
148,2016,09,26,52606242,2,92,9.9,-3276.8,-47,0.05,0.14,4.046,74,5,65535,255,11.68,11.5,1,65535,0,65535,0,0,-0.77,-0.54,0.6,0.73,0.36,0.46,24.5,531,235,-8,12,37.4,416,421,507,0
149,2016,09,26,52607242,2,92,9.9,-3276.8,-47,0.04,0.13,4.046,74,7,65535,255,11.68,13.3,1,65535,0,65535,0,0,-0.75,-0.6,0.53,0.67,0.38,0.49,24.5,531,190,0,12,37.4,415,421,507,0
150,2016,09,26,52608242,2,92,9.4,-3276.8,-36,0.29,0.43,4.046,74,6,65535,255,11.68,12.04,1,65535,0,65535,1,0,-1.06,-0.62,0.24,0.67,0.19,0.56,24.5,528,254,-6,12,37.4,415,421,507,0
151,2016,09,26,52609242,2,92,9.4,-3276.8,-26,0.33,0.72,4.046,74,8,65535,255,11.68,7.86,1,65535,0,65535,0,0,-1.6,-0.59,-0.06,0.51,-0.19,0.49,24.5,531,254,-3,12,37.4,400,416,515,0
152,2016,09,26,52610243,2,91,9.1,-3276.8,-21,0.17,0.44,4.046,74,11,65535,255,11.68,4.4,1,65535,0,65535,0,1,-1.33,-0.5,0.02,0.37,0.19,0.37,24.5,528,254,0,12,37.4,416,423,508,0
