clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.0,1.31130218506e-05,-0.6044302,2016_9_30-16_7_56
2.0,1.14340880795,0.000109910964966,-0.6006382,2016_9_30-16_8_2
1.0,1.32015886124,4.38690185547e-05,-0.5876893,2016_9_30-16_8_7
5.0,4.13344278173,0.0,-0.4411726,2016_9_30-16_8_22
4.0,4.78689626919,5.00679016113e-06,-0.4438860,2016_9_30-16_8_59
1.0,2.68262033695,4.05311584473e-06,-0.4617300,2016_9_30-16_9_33
4.0,1.63719041608,6.38961791992e-05,-0.5310756,2016_9_30-16_9_52
8.0,2.24409227151,3.03506612778,-0.4403707,2016_9_30-16_10_1
