clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.146702684591,7.86781311035e-06,-0.6044302,2016_9_30-11_59_59
0.0,0.0,0.0,-0.6044302,2016_9_30-11_59_59
