clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.505281315352,1.00135803223e-05,-0.6003211,2016_9_30-15_53_41
0.0,1.71756433912,6.19888305664e-05,-0.5586178,2016_9_30-15_53_47
1.0,0.533541410075,5.88893890381e-05,-0.6003211,2016_9_30-15_53_57
0.0,0.122765886221,4.10079956055e-05,-0.6044302,2016_9_30-15_54_4
1.0,3.04983616933,0.0,-0.4677866,2016_9_30-15_54_20
2.0,1.8134683744,8.10623168945e-06,-0.5534257,2016_9_30-15_54_37
0.0,0.000453945592252,0.000119924545288,-0.6044302,2016_9_30-15_54_41
2.0,1.75238791138,6.91413879395e-06,-0.5588389,2016_9_30-15_56_15
0.0,0.0,0.0,-0.6044302,2016_9_30-15_56_15
