clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.00456153001543,1.50203704834e-05,-0.6044302,2016_9_30-16_13_8
1.0,1.04642151237,4.88758087158e-05,-0.6061851,2016_9_30-16_13_17
1.0,1.30615038528,0.000157117843628,-0.5876893,2016_9_30-16_13_23
0.0,0.042327590957,2.09808349609e-05,-0.6044302,2016_9_30-16_13_59
0.0,0.139642321026,8.39233398438e-05,-0.6044302,2016_9_30-16_14_18
0.0,0.0,0.0,-0.6044302,2016_9_30-16_14_22
0.0,0.0,4.10626006126,-0.5139412,2016_9_30-16_14_23
0.0,0.178131118865,8.10623168945e-06,-0.6044302,2016_9_30-16_14_56
0.0,0.178131118865,8.10623168945e-06,-0.6044302,2016_9_30-16_14_56
