clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.0859187718241,1.50203704834e-05,-0.6044302,2016_9_30-15_15_56
0.0,0.0,5.31673431396e-05,-0.6044302,2016_9_30-15_16_7
3.0,1.2486842684,0.000200986862183,-0.6036883,2016_9_30-15_16_19
0.0,0.103248467023,1.38282775879e-05,-0.6044302,2016_9_30-15_16_24
0.0,0.838935766543,0.0,-0.6017857,2016_9_30-15_16_42
