clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.0497473245186,6.41345977783e-05,-0.6044302,2016_9_30-12_6_49
0.0,0.125742929054,0.0,-0.6044302,2016_9_30-12_6_49
2.0,0.920797298374,3.0871181488,-0.4977901,2016_9_30-12_6_56
0.0,0.242379937975,0.0,-0.6044302,2016_9_30-12_7_12
