clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.00632603362271,1.50203704834e-05,-0.6044302,2016_9_30-14_57_9
2.0,1.79193054853,5.38279390335,-0.5283874,2016_9_30-14_57_19
1.0,0.35140143673,0.0604360103607,-0.6003211,2016_9_30-14_57_35
2.0,1.12398279756,39.8851659298,-0.6509792,2016_9_30-14_58_20
