clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h_m_s
0.0,0.791477811373,1.12056732178e-05,-0.6050206,2016_9_30-15_59_44
0.0,0.00143550200531,1.62124633789e-05,-0.6044302,2016_9_30-15_59_50
0.0,0.158818479576,0.0,-0.6044302,2016_9_30-15_59_54
0.0,0.0,0.0,-0.6044302,2016_9_30-16_0_11
2.0,0.769211531321,4.05311584473e-06,-0.6050206,2016_9_30-16_0_32
1.0,1.15595083297,5.29289245605e-05,-0.6006382,2016_9_30-16_0_52
1.0,2.30509612688,3.81469726562e-06,-0.4677272,2016_9_30-16_1_14
2.0,2.77283222095,5.96046447754e-06,-0.4591629,2016_9_30-16_2_5
0.0,0.0,0.0,-0.6044302,2016_9_30-16_2_5
