SeqNo,Year,Month,Day,ms,time,PacketVersion,HR,BR,SkinTemp,Posture,Activity,Peak Accel,BattV,Batt%,BrWaveAmp,BrWaveNoise,BRConf,ECGAmp,ECGNoise,HRConf,HRV,SysConf,GSR,ROGState,ROGTime,VerticalAccelMin,VerticalAccelPeak,LateralAccelMin,LateralAccelPeak,SagittalAccelMin,SagittalAccelPeak,DeviceTemp,StatusInfo,LinkQual,RSSI,TXPower,EstimatedCoreTemp,AuxADC1,AuxADC2,AuxADC3,Reserved
0,2016,9,16,3169065,19:52:49,2,73,15.6,-3276.8,-36,0.01,0.03,3.907,51,4,65535,255,3.52,0.38,100,65535,100,65535,1,84,-0.85,-0.78,0.55,0.61,0.18,0.21,24.3,512,254,0,12,37.1,415,421,508,0
1,2016,9,16,3170066,19:52:50,2,73,15.6,-3276.8,-36,0.01,0.02,3.907,51,4,65535,255,3.52,0.34,100,65535,100,65535,1,85,-0.85,-0.78,0.54,0.6,0.18,0.22,24.3,512,254,-75,12,37.1,414,420,508,0
2,2016,9,16,3171065,19:52:51,2,73,15.5,-3276.8,-36,0.01,0.03,3.907,51,4,65535,255,3.72,0.38,100,65535,100,65535,1,86,-0.85,-0.78,0.55,0.61,0.18,0.24,24.3,512,254,0,12,37.1,414,421,508,0
3,2016,9,16,3172065,19:52:52,2,75,15.5,-3276.8,-36,0.02,0.04,3.907,51,4,65535,255,3.72,0.52,100,65535,100,65535,1,87,-0.85,-0.78,0.51,0.59,0.19,0.25,24.3,512,254,0,12,37.1,415,421,507,0
4,2016,9,16,3173065,19:52:53,2,75,15.5,-3276.8,-36,0.01,0.03,3.907,51,5,65535,255,3.66,0.64,100,65535,100,65535,1,88,-0.85,-0.78,0.56,0.61,0.18,0.22,24.3,512,254,-75,12,37.1,416,421,507,0
5,2016,9,16,3174066,19:52:54,2,76,15.5,-3276.8,-37,0.01,0.03,3.907,51,5,65535,255,3.66,0.52,100,65535,100,65535,1,89,-0.85,-0.78,0.54,0.61,0.19,0.22,24.3,512,254,0,12,37.1,407,409,499,0
6,2016,9,16,3175065,19:52:55,2,77,15.5,-3276.8,-37,0.01,0.03,3.907,51,4,65535,255,3.6,0.42,100,65535,100,65535,1,90,-0.85,-0.78,0.54,0.62,0.18,0.21,24.3,512,254,0,12,37.1,415,421,507,0
7,2016,9,16,3176068,19:52:56,2,76,15.5,-3276.8,-37,0.01,0.03,3.907,51,4,65535,255,3.6,0.38,100,65535,100,65535,1,91,-0.85,-0.78,0.54,0.62,0.18,0.21,24.3,512,254,-75,12,37.1,417,422,509,0
8,2016,9,16,3177069,19:52:57,2,76,15.4,-3276.8,-37,0.01,0.04,3.907,51,4,65535,255,3.5,0.34,100,65535,100,65535,1,92,-0.87,-0.78,0.55,0.6,0.18,0.22,24.3,512,254,0,12,37.1,414,420,507,0
9,2016,9,16,3178071,19:52:58,2,77,15.4,-3276.8,-37,0.01,0.03,3.907,51,4,65535,255,3.5,0.3,100,65535,100,65535,1,93,-0.85,-0.78,0.54,0.61,0.18,0.22,24.3,512,254,-75,12,37.1,415,421,507,0
