clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.0,6.91413879395e-06,-0.6044302,11:3:42
4.0,3.84127226459,7.52586007118,-0.5547528,11:3:59
11.0,7.11918936489,30.4639680386,-0.4014899,11:4:33
9.0,6.37529330458,16.8337209225,-0.3515022,11:4:54
5.0,2.5713315544,2.76806211472,-0.3536724,11:5:3
1.0,1.42960584691,0.844101905823,-0.5673396,11:5:9
6.0,3.43604822096,11.6980679035,-0.5329331,11:5:23
4.0,2.30969239559,3.04824280739,-0.3198242,11:5:31
4.0,4.02674951452,6.73938298225,-0.3151162,11:5:43
4.0,3.17645626744,8.40920186043,-0.5732946,11:5:56
4.0,2.15119431235,4.83060288429,-0.5156848,11:6:3
6.0,2.86090395257,6.58112311363,-0.3753298,11:6:14
2.0,1.56111245279,5.8033080101,-0.4582598,11:6:22
8.0,5.05053600123,7.52941584587,-0.5480934,11:6:47
11.0,8.89599189053,14.1110379696,-0.3887468,11:7:32
4.0,2.62270312432,6.09225583076,-0.3570420,11:7:45
0.0,1.07590080168,0.320203065872,-0.6015959,11:7:49
8.0,4.93410574901,9.09329819679,-0.5147142,11:8:11
8.0,8.6791650858,18.6942667961,-0.3521331,11:8:41
14.0,7.92305692895,28.3502759933,-0.4162528,11:9:19
10.0,7.10974491108,0.397510051727,-0.5218759,11:9:50
