SeqNo, Year, Month, Day, ms, ECG Data
0,2016,09,16,5242438,419
,,,,,430
,,,,,440
,,,,,449
,,,,,457
,,,,,466
,,,,,478
,,,,,493
,,,,,508
,,,,,521
,,,,,532
,,,,,540
,,,,,546
,,,,,553
,,,,,561
,,,,,571
,,,,,580
,,,,,589
,,,,,597
,,,,,603
,,,,,607
,,,,,609
,,,,,609
,,,,,606
,,,,,600
,,,,,591
,,,,,580
,,,,,568
,,,,,555
,,,,,542
,,,,,530
,,,,,518
,,,,,508
,,,,,500
,,,,,494
,,,,,493
,,,,,493
,,,,,496
,,,,,499
,,,,,504
,,,,,509
,,,,,515
,,,,,520
,,,,,526
,,,,,530
,,,,,533
,,,,,536
,,,,,538
,,,,,542
,,,,,546
,,,,,551
,,,,,556
,,,,,561
,,,,,564
,,,,,567
,,,,,569
,,,,,571
,,,,,574
,,,,,577
,,,,,580
,,,,,583
,,,,,586
,,,,,588
1,2016,09,16,5242690,588
,,,,,587
,,,,,584
,,,,,581
,,,,,577
,,,,,574
,,,,,570
,,,,,567
,,,,,564
,,,,,560
,,,,,555
,,,,,550
,,,,,543
,,,,,538
,,,,,533
,,,,,531
,,,,,531
,,,,,531
,,,,,531
,,,,,531
,,,,,530
,,,,,530
,,,,,531
,,,,,534
,,,,,537
,,,,,540
,,,,,541
,,,,,541
,,,,,538
,,,,,534
,,,,,529
,,,,,524
,,,,,521
,,,,,518
,,,,,518
,,,,,518
,,,,,520
,,,,,522
,,,,,525
,,,,,530
,,,,,534
,,,,,537
,,,,,541
,,,,,544
,,,,,547
,,,,,549
,,,,,552
,,,,,555
,,,,,557
,,,,,558
,,,,,558
,,,,,557
,,,,,555
,,,,,553
,,,,,552
,,,,,551
,,,,,551
,,,,,551
,,,,,551
,,,,,550
,,,,,550
,,,,,549
,,,,,548
2,2016,09,16,5242942,547
,,,,,547
,,,,,548
,,,,,550
,,,,,552
,,,,,554
,,,,,554
,,,,,553
,,,,,551
,,,,,549
,,,,,546
,,,,,544
,,,,,541
