Time, Type, Data
27/09/2016 01:13:07.447,RX,02-14-00-00-06
27/09/2016 01:13:07.542,RX,02-BD-00-00-06-02-15-00-00-06-02-19-00-00-06-02-16-00-00-06
27/09/2016 01:13:07.643,RX,02-1E-00-00-06-02-BC-00-00-06
27/09/2016 01:13:07.743,RX,02-2C-0D-1C-E0-07-09-1A-08-ED-56-04-40-10-00-64-86-03
27/09/2016 01:13:07.843,RX,02-22-58-00-E0-07-09-1A-49-EC-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-91-03
27/09/2016 01:13:08.037,RX,02-22-58-01-E0-07-09-1A-45-ED-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-79-03
27/09/2016 01:13:08.162,RX,02-20-35-00-E0-07-09-1A-B0-EE-56-04-62-00-2A-00-00-80-DC-FF-04-00-06-00-6A-0F-29-00-80-11-EC-0E-AB-FF-B5-FF-37-00-43-00-0D-00-12-00-00-00-FF-FF-00-00-00-00-00-00-39-A0-86-03
27/09/2016 01:13:08.273,RX,02-2B-47-00-E0-07-09-1A-B0-EE-56-04-02-62-00-2A-00-00-80-DC-FF-04-00-06-00-6A-0F-39-29-00-FF-FF-FF-80-11-EC-0E-00-FF-FF-00-FF-FF-08-00-AB-FF-B5-FF-37-00-43-00-0D-00-12-00-CB-00-10-02-FE-00-0C-FF-FF-A0-01-A7-01-FD-01-00-00-7E-03
27/09/2016 01:13:08.383,RX,02-22-58-02-E0-07-09-1A-41-EE-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-81-03-02-23-00-00-03
27/09/2016 01:13:08.430,TX,02-23-00-00-03
27/09/2016 01:13:08.496,RX,02-2C-0D-1D-E0-07-09-1A-9B-EF-56-04-40-10-64-00-3D-03-02-21-20-00-E0-07-09-1A-51-EC-56-04-04-0E-28-20-80-00-FE-E7-9F-7F-FD-F5-D7-5F-7F-FD-F5-D7-1F-7F-FC-F1-07-37-03-02-24-2D-00-E0-07-09-1A-51-EC-56-04-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-1B-03
27/09/2016 01:13:08.598,RX,02-22-58-03-E0-07-09-1A-3C-EF-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-48-03
27/09/2016 01:13:08.795,RX,02-22-58-04-E0-07-09-1A-38-F0-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-1A-03
27/09/2016 01:13:09.053,RX,02-22-58-05-E0-07-09-1A-34-F1-56-04-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-3E-FB-EC-BA-23-3F-FD-F2-A8-93-5D-70-A6-2C-06-C7-55-3F-AB-B0-71-04-0E-39-00-81-04-13-4B-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-80-03
27/09/2016 01:13:09.169,RX,02-20-35-01-E0-07-09-1A-99-F2-56-04-62-00-2F-00-00-80-DD-FF-06-00-0F-00-6A-0F-25-00-80-11-CC-0B-A3-FF-B0-FF-2D-00-3B-00-0F-00-24-00-00-00-FF-FF-00-00-00-00-00-00-39-20-BC-03-02-2B-47-01-E0-07-09-1A-99-F2-56-04-02-62-00-2F-00-00-80-DD-FF-06-00-0F-00-6A-0F-39-25-00-FF-FF-FF-80-11-CC-0B-00-FF-FF-00-FF-FF-00-00-A3-FF-B0-FF-2D-00-3B-00-0F-00-24-00-CB-00-13-02-FE-00-0C-FF-FF-9F-01-A7-01-FB-01-00-00-0A-03
27/09/2016 01:13:09.301,RX,02-22-58-06-E0-07-09-1A-30-F2-56-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-30-03
27/09/2016 01:13:09.432,TX,02-23-00-00-03
27/09/2016 01:13:09.516,RX,02-21-20-01-E0-07-09-1A-40-F0-56-04-FC-ED-B7-DF-7E-FB-ED-C7-1F-7F-FB-ED-B7-DF-7E-FB-ED-B7-1F-7F-FC-F5-07-45-03
27/09/2016 01:13:09.632,RX,02-24-2D-01-E0-07-09-1A-40-F0-56-04-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-84-03-02-22-58-07-E0-07-09-1A-2D-F3-56-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-1D-03
27/09/2016 01:13:09.747,RX,02-2C-0D-1E-E0-07-09-1A-B8-F4-56-04-40-10-00-64-88-03
27/09/2016 01:13:09.848,RX,02-22-58-08-E0-07-09-1A-29-F4-56-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-D1-05-10-2B-80-D0-43-23-F5-50-64-4D-19-2E-2C-22-18-C9-03
27/09/2016 01:13:10.054,RX,02-22-58-09-E0-07-09-1A-25-F5-56-04-B5-A6-9E-81-05-E2-D7-3E-7A-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-E9-B7-9B-9F-81-05-A5-F7-8A-19-08-03
27/09/2016 01:13:10.169,RX,02-2C-0D-1F-E0-07-09-1A-69-F6-56-04-40-10-64-00-FC-03-02-20-35-02-E0-07-09-1A-82-F6-56-04-62-00-2F-00-00-80-E3-FF-0D-00-0F-00-6A-0F-21-00-80-11-A8-07-A0-FF-B0-FF-27-00-39-00-0E-00-14-00-00-00-FF-FF-00-00-00-00-00-00-39-20-DD-03-02-2B-47-02-E0-07-09-1A-82-F6-56-04-02-62-00-2F-00-00-80-E3-FF-0D-00-0F-00-6A-0F-39-21-00-FF-FF-FF-80-11-A8-07-00-FF-FF-00-FF-FF-00-00-A0-FF-B0-FF-27-00-39-00-0E-00-14-00-CB-00-13-02-FE-00-0C-FF-FF-9F-01-AB-01-E4-01-00-00-28-03
27/09/2016 01:13:10.316,RX,02-22-58-0A-E0-07-09-1A-21-F6-56-04-95-FC-FF-3D-02-3D-60-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-C7-03
27/09/2016 01:13:10.447,TX,02-23-00-00-03
27/09/2016 01:13:10.516,RX,02-21-20-02-E0-07-09-1A-31-F4-56-04-FF-01-18-A0-80-03-0E-28-60-80-01-06-28-20-81-07-22-98-60-82-09-26-08-70-03
27/09/2016 01:13:10.632,RX,02-24-2D-02-E0-07-09-1A-31-F4-56-04-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-17-FB-81-14-81-14-81-14-81-14-CA-FE-CA-FE-CA-FE-CA-FE-CA-FE-CA-FE-CA-FE-31-03-02-22-58-0B-E0-07-09-1A-1E-F7-56-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-04-68-03
27/09/2016 01:13:10.816,RX,02-22-58-0C-E0-07-09-1A-1A-F8-56-04-4A-28-A1-84-12-4A-28-A1-84-12-4A-28-A1-44-16-40-34-10-3E-FE-83-FC-45-2A-E5-10-6C-B0-BE-EE-A5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-7B-ED-B5-D7-5E-3B-BB-03
