clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.505979995902,2.50339508057e-05,-0.6003211,2016_9_26-15_14_3
7.0,4.89507349942,12.0798521042,-0.4150304,2016_9_26-15_14_30
7.0,4.87719467145,19.8578100204,-0.4405893,2016_9_26-15_15_2
6.0,3.28035062125,10.302975893,-0.5640322,2016_9_26-15_15_32
14.0,14.464405071,34.999835968,-0.4162528,2016_9_26-15_22_6
