SeqNo, Year, Month, Day, ms, ECG Data
0,2016,09,16,4354299,606
,,,,,617
,,,,,624
,,,,,626
,,,,,623
,,,,,618
,,,,,613
,,,,,608
,,,,,605
,,,,,604
,,,,,603
,,,,,601
,,,,,599
,,,,,596
,,,,,593
,,,,,588
,,,,,582
,,,,,576
,,,,,572
,,,,,569
,,,,,566
,,,,,564
,,,,,561
,,,,,559
,,,,,556
,,,,,555
,,,,,555
,,,,,556
,,,,,558
,,,,,561
,,,,,564
,,,,,568
,,,,,571
,,,,,575
,,,,,580
,,,,,587
,,,,,593
,,,,,599
,,,,,604
,,,,,608
,,,,,614
,,,,,620
,,,,,627
,,,,,632
,,,,,634
,,,,,633
,,,,,630
,,,,,626
,,,,,622
,,,,,617
,,,,,610
,,,,,602
,,,,,590
,,,,,576
,,,,,562
,,,,,547
,,,,,532
,,,,,516
,,,,,503
,,,,,491
,,,,,480
,,,,,470
,,,,,461
1,2016,09,16,4354551,452
,,,,,445
,,,,,438
,,,,,433
,,,,,430
,,,,,429
,,,,,428
,,,,,428
,,,,,429
,,,,,430
,,,,,430
,,,,,429
,,,,,427
,,,,,426
,,,,,425
,,,,,427
,,,,,433
,,,,,442
,,,,,454
,,,,,465
,,,,,471
,,,,,470
,,,,,461
,,,,,446
,,,,,430
,,,,,417
,,,,,407
,,,,,401
,,,,,397
,,,,,397
,,,,,398
,,,,,401
,,,,,405
,,,,,409
,,,,,412
,,,,,413
,,,,,412
,,,,,411
,,,,,411
,,,,,411
,,,,,413
,,,,,414
,,,,,416
,,,,,418
,,,,,420
,,,,,422
,,,,,426
,,,,,430
,,,,,433
,,,,,435
,,,,,436
,,,,,436
,,,,,434
,,,,,432
,,,,,429
,,,,,427
,,,,,425
,,,,,424
,,,,,424
,,,,,424
,,,,,423
,,,,,422
,,,,,421
2,2016,09,16,4354803,420
,,,,,420
,,,,,420
,,,,,421
,,,,,423
,,,,,424
,,,,,424
,,,,,423
,,,,,422
,,,,,421
,,,,,420
,,,,,419
,,,,,419
,,,,,420
,,,,,422
,,,,,423
,,,,,424
,,,,,424
,,,,,424
,,,,,423
,,,,,422
,,,,,422
,,,,,422
,,,,,422
,,,,,422
,,,,,421
,,,,,421
,,,,,419
,,,,,417
,,,,,416
,,,,,416
,,,,,416
,,,,,417
,,,,,419
,,,,,423
,,,,,426
,,,,,429
,,,,,433
,,,,,437
,,,,,440
,,,,,443
,,,,,446
,,,,,449
,,,,,453
,,,,,456
,,,,,459
,,,,,461
,,,,,463
,,,,,463
,,,,,463
,,,,,464
,,,,,465
,,,,,465
,,,,,465
,,,,,465
,,,,,463
,,,,,460
,,,,,458
,,,,,456
,,,,,456
,,,,,455
,,,,,455
,,,,,455
3,2016,09,16,4355055,455
,,,,,454
,,,,,455
,,,,,457
,,,,,460
,,,,,464
,,,,,467
,,,,,469
,,,,,471
,,,,,472
,,,,,474
,,,,,475
,,,,,476
,,,,,477
,,,,,477
,,,,,476
,,,,,475
,,,,,474
,,,,,473
,,,,,472
,,,,,472
,,,,,472
,,,,,472
,,,,,471
,,,,,471
,,,,,470
,,,,,470
,,,,,469
,,,,,468
,,,,,468
,,,,,469
,,,,,470
,,,,,471
,,,,,472
,,,,,472
,,,,,471
,,,,,469
,,,,,468
,,,,,467
,,,,,467
,,,,,467
,,,,,468
,,,,,469
,,,,,469
,,,,,469
,,,,,468
,,,,,466
,,,,,465
,,,,,463
,,,,,462
,,,,,460
,,,,,458
,,,,,458
,,,,,461
,,,,,469
,,,,,478
