Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
True,0.27661241382632396,96.0,0.3811832838074456,1.0,1
True,0.112650199490811,91.0,0.9836612706925698,1.0,1
False,0.13874868112840694,11.0,-0.21570277452159115,0.6666666666666666,2
False,0.1328234422716191,8.0,-1.3600221539339699,0.5,3
False,0.0774961305882874,6.0,-0.8459881209339699,0.4,4
