Trusted?,Disparity,Health,Delay,Percent Trust,Collected Coins
True,0.02657298925447776,63.0,0.12284328889481477,1.0,1
False,0.9017205338330802,63.0,0.11636521094008945,0.5,1
True,0.027124441776099257,60.0,-0.09119715353808644,0.6666666666666666,2
True,0.01959289928114206,60.0,-0.497198214010639,0.75,2
True,0.2127608991622337,59.0,-0.12160387203217438,0.8,3
False,0.12313828016440834,54.0,16.246225875958885,0.6666666666666666,3
False,0.3069015537943871,47.0,0.8057282721530115,0.5714285714285714,4
