clicks,mouse movements,decision intervals,Cognitive Stress Prediction(rf),h:m:s
0.0,0.533334343786,1.00135803223e-05,-0.6003211,2016_9_26-17_24_5
10.0,12.9592339566,31.5769898891,-0.3756869,2016_9_26-17_24_51
3.0,2.30059484362,7.37607312202,-0.6395491,2016_9_26-17_25_13
9.0,5.50233745037,7.73760581017,-0.5250676,2016_9_26-17_25_37
6.0,3.30678225731,34.2724730968,-0.6583701,2016_9_26-17_26_26
4.0,3.44407274945,10.0568799973,-0.5686620,2016_9_26-17_26_47
