0.0,1.1791930888,1.00135803223e-05,-0.1428805,2016_9_26-17_2_50,2
4.0,3.00536773993,19.273731947,-0.2237519,2016_9_26-17_3_20,2
6.0,2.01686545574,34.1077299119,-0.3207446,2016_9_26-17_3_48,2
4.0,2.48901228319,42.0932550431,-0.4141268,2016_9_26-17_4_4,2
2.0,1.31590370891,47.4473741055,-0.4228298,2016_9_26-17_4_21,2
4.0,1.97488448078,52.8577771188,-0.4174067,2016_9_26-17_4_31,2
0.0,0.889495377422,1.4066696167e-05,-0.1428805,2016_9_26-17_2_50,2
4.0,2.39394957766,5.51360416413,-0.2084631,2016_9_26-17_3_11,2
4.0,2.21714239619,18.3856482506,-0.2852025,2016_9_26-17_3_45,2
4.0,1.89154816044,21.5349252224,-0.2749188,2016_9_26-17_3_56,2
4.0,3.42825278125,28.7622461319,-0.2965936,2016_9_26-17_4_24,2
0,0.676912846,1.00135803223e-05,-0.1428805,2016_09_16-20_44_1,2
6,4.2019274668,6.58363604548,-0.1827699,2016_09_16-20_44_24,2
2,1.5947783638,14.9393160344,-0.2749188,2016_09_16-20_44_36,2
4,2.2408262563,24.5104022027,-0.3343980,2016_09_16-20_44_49,2
5,2.7033266844,34.3097190858,-0.3928034,2016_09_16-20_45_3,2
3,1.5245603479,46.0331311227,-0.4228298,2016_09_16-20_45_19,2
2,0.683815511,49.7852010728,-0.4363934,2016_09_16-20_45_27,2
4,4.081642807,65.7040569783,-0.3328686,2016_09_16-20_45_59,2
3,4.0615789449,77.3966360093,-0.3663152,2016_09_16-20_46_21,2
4,1.3133525184,85.7851459981,-0.3709559,2016_09_16-20_46_33,2
3,3.4656263107,98.5681381227,-0.3711141,2016_09_16-20_46_50,2
6,3.3330646718,112.832337141,-0.3751715,2016_09_16-20_47_9,2
3,2.5371434569,120.535799265,-0.4246818,2016_09_16-20_47_22,2
3,5.0104533653,160.84046936,-0.5903714,2016_09_16-20_48_17,2
3,1.8175709433,168.812357426,-0.6203592,2016_09_16-20_48_29,2
3,1.4398288756,172.826566458,-0.6203592,2016_09_16-20_48_42,2
0,0.3409969959,1.5974e-05,-0.1428805,2016_09_16-20_33_35,2
4,4.4050061394,11.7001390457,-0.2071584,2016_09_16-20_33_55,2
4,1.9517241116,19.0021510124,-0.2749188,2016_09_16-20_34_8,2
4,1.9393393625,28.5567350387,-0.3191670,2016_09_16-20_34_29,2
2,0.8617547776,34.0113990306,-0.3846326,2016_09_16-20_34_36,2
5,3.4669513452,50.8553709983,-0.3931264,2016_09_16-20_34_57,2
6,2.3430076207,71.2240331172,-0.3773516,2016_09_16-20_35_23,2
4,4.2218512462,89.0463411807,-0.3392325,2016_09_16-20_35_44,2
10,7.2847335413,124.857309103,-0.3118440,2016_09_16-20_36_25,2
11,8.1147662246,148.819653988,-0.4676446,2016_09_16-20_37_34,2
0,0.3244288622,2.88486480713e-05,-0.1428805,2016_09_16-20_33_35,2
4,4.4453317975,16.9067919254,-0.2237519,2016_09_16-20_33_56,2
5,2.2981792216,27.7342028618,-0.3343980,2016_09_16-20_34_11,2
5,2.0942742344,43.7284936905,-0.4038432,2016_09_16-20_34_32,2
5,3.8594372015,57.3830666542,-0.3745332,2016_09_16-20_34_59,2
6,2.6103462708,63.3131856918,-0.3590492,2016_09_16-20_35_24,2
13,10.5146653192,100.272741795,-0.2827719,2016_09_16-20_36_19,2
5,4.4503264245,110.763119936,-0.3143646,2016_09_16-20_36_44,2
